,2014-02-18,2014-02-19,2014-02-26,2014-03-26,2014-04-22,2014-04-23,2014-04-27,2014-05-19,2014-06-24,2014-06-25,2014-07-22,2014-07-23,2014-08-12,2014-08-13,2014-09-08,2014-09-09,2014-09-25,2014-10-07,2014-10-08,2014-11-11,2014-11-12,2014-12-08,2014-12-09,2015-01-13,2015-01-14,2015-02-10,2015-02-11,2015-03-10,2015-03-11,2015-04-14,2015-05-05,2015-06-09,2015-07-14,2015-07-15,2015-08-10,2015-08-11,2015-09-09,2015-10-06,2015-10-07,2015-12-08,2016-01-19,2016-01-20,2016-02-16,2016-02-17,2016-03-01,2016-03-08,2016-03-09,2016-04-12,2016-04-13,2016-05-17,2016-05-18,2016-06-14,2016-06-15,2016-07-12,2016-07-13,2016-08-09,2016-08-10,2016-09-06,2016-09-07,2016-10-11,2016-10-12,2016-11-08,2016-11-09,2016-12-05,2017-02-07,2017-02-08,2017-03-13,2017-03-14,2017-04-18,2017-04-19,2017-05-16,2017-05-17,2017-06-13,2017-06-21,2017-07-11,2017-07-12,2017-08-08,2017-08-09,2017-09-12,2017-09-13,2017-10-12,2017-10-13,2017-11-07,2017-11-08,2017-12-13,2017-12-14,2018-01-11,2018-02-07,2018-02-28,2018-03-13,2018-03-15,2018-04-10,2018-04-12,2018-05-15,2018-05-16,2018-06-12,2018-06-13,2018-07-17,2018-07-18,2018-08-14,2018-08-16,2018-09-11,2018-09-12,2018-09-24,2018-10-10,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-01-23,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05
40.0,,,,,0.442,0.818,0.8560000000000001,0.49800000000000005,0.445,0.315,0.45899999999999996,0.569,0.557,0.642,0.567,0.58,0.41,0.449,0.40199999999999997,1.315,0.697,3.9769999999999994,3.636,4.46,2.7239999999999998,2.008,0.9359999999999999,5.164,3.6060000000000003,0.49800000000000005,0.916,0.46399999999999997,0.583,1.322,0.706,1.044,0.5229999999999999,0.445,0.466,1.453,1.748,1.706,2.286,1.932,1.369,2.0829999999999997,1.2349999999999999,0.323,0.32,0.182,0.253,0.261,0.633,0.28300000000000003,0.623,0.523,0.6639999999999999,0.3,0.512,0.324,0.296,0.89,0.6980000000000001,0.759,1.361,0.991,0.673,0.649,0.518,0.608,0.271,0.493,0.21800000000000003,0.358,0.27,0.122,0.229,0.20299999999999999,0.202,0.186,0.248,0.154,0.472,0.358,2.335,2.5928571428571425,5.92399654010137,2.856122733880352,0.9206450357385666,3.599854417336798,1.9080979667153102,0.6653723970811548,0.8463923088303227,0.6732958237797292,1.0627803613687792,0.5987491772000774,0.9973502044534157,0.718764957,0.9551032491572888,0.7093890481309446,1.4955980083293479,0.7739822947875975,1.2269871120889397,0.5414281391925687,0.8030280514475223,0.734922812405257,1.6573529579770958,3.655824838077643,1.0557179844863334,1.0369885888135748,0.5309398472893261,0.5414558790127353,0.5831043440840241,0.6162404667550454,0.7712826456268882,3.104732832268067,3.578870280954244,3.283509451384229,1.364306722975196,0.8161054311457863,0.67205492642251,0.6480528386070368,0.695553726016152,0.539528025842434,0.612346900203314,0.8586266387309454,1.830816864990733,3.622260187693444,1.58929166970815,1.17403355200052,1.503842831460931,0.8994690916458904,0.6699689883394367,0.8252327499078247,0.7722862536894656,0.7477006638508753,0.859753661569858,0.755720902321942,11.137236334034,1.1286844019869589,4.018164840519018,0.7484616219941724,1.1437061321188362,0.7822423721059706,0.6384089862085149,0.7264353674617784,0.6699760484314389,0.7634527765212427,0.7895314990225506,0.7214872523918835,2.12493352952659,2.0472805785042683,3.709311076640298,1.6630114002270648,0.8034967365533389,0.8395893630804758,0.6634246001279224,0.5724065468952997,0.67342977541278,0.5695285536230017,5.309694811291879,1.0209359577721127,2.472094484099027
50.0,,,,,0.4257142857142857,0.44857142857142857,0.434,0.306,0.22800000000000004,0.227,0.281,0.305,0.302,0.267,0.29300000000000004,0.30300000000000005,0.256,0.225,0.256,0.40099999999999997,0.294,3.9539999999999997,2.9259999999999997,4.404999999999999,2.871,1.764,0.828,5.009,2.51625,0.384,0.487,0.344,0.44299999999999995,0.742,0.461,0.639,0.425,0.308,0.358,0.392,0.9630000000000001,0.7070000000000001,2.4170000000000003,1.67,1.158,1.623,1.186,0.307,0.205,0.145,0.133,0.262,0.257,0.202,0.236,0.324,0.33999999999999997,0.176,0.31,0.16666666666666666,0.16,0.323,0.29100000000000004,0.646,1.2029999999999998,0.8879999999999999,0.462,0.55,0.404,0.28900000000000003,0.195,0.296,0.17200000000000001,0.223,0.159,0.082,0.151,0.10700000000000001,0.119,0.11400000000000002,0.139,0.088,0.16,0.10400000000000001,2.337,1.8370000000000002,5.577430985156938,2.090844621985851,0.7665557257100302,5.076711395375865,1.360898028858875,0.5520456142469837,0.537887341165024,0.7274428016572603,0.6250213806433604,0.5199996024720717,0.6518003228444815,0.5990326412565641,0.48831752870637396,0.5993965960357902,0.9779531769519547,0.6716152109964746,0.794732875141311,0.5615479358109913,0.6364369879729533,0.4744909358077902,0.7486643994022733,4.474840465090745,0.7018935185382009,0.6740793245351431,0.4536029535365488,0.45522485395631673,0.5227099924658727,0.5164369887046996,0.5723797046020949,2.745410670356494,2.447553629640048,3.2166184038503216,0.8445117156325219,0.9146627774066804,0.8266026503073984,0.6169922979265312,0.6131661574508164,0.5295742269330451,0.6214514732200704,0.5462565286178067,0.6365564459272368,2.255851503469631,1.453227132696989,1.34357504832215,1.138017251397875,0.6965228553683237,0.6538231522092496,0.5508901859811343,0.6689483649253344,0.6764437078348282,0.7204958888299343,0.6852549597694212,5.180253051668342,1.743582987295697,2.684059284718416,0.7678515376174279,0.8527909631089724,0.6943725903333176,0.6679207863606634,0.6436317867266328,0.6703365331102381,0.6645503211197994,0.588970025349049,0.7817822074161699,1.2783647411780017,1.978309620129093,2.0230736039143,1.393896990785095,0.864238949074803,0.8625312715158147,0.7296996817170416,0.6698340619951347,0.6630144419440679,0.5876289416506244,5.756886527606031,0.5626586995276549,0.5841503572221299
60.0,,,,,,,0.248,0.3,0.227,0.154,0.27,0.194,0.23200000000000004,0.2,0.22400000000000003,0.203,0.192,0.21800000000000003,0.196,0.276,0.21600000000000003,1.0959999999999999,0.633,4.38,2.804,1.271,0.8710000000000001,4.3660000000000005,1.3820000000000001,0.271,0.259,0.42799999999999994,0.398,0.47300000000000003,0.47300000000000003,0.39699999999999996,0.373,0.28400000000000003,0.292,0.259,0.313,0.3,1.9789999999999999,1.488,1.829,1.3679999999999999,1.146,0.25,0.187,0.11499999999999999,0.101,0.185,0.187,0.13199999999999998,0.127,0.245,0.129,0.185,0.16299999999999998,,0.087,0.19333333333333336,0.10600000000000001,0.209,1.1549999999999998,0.828,0.395,0.40599999999999997,0.36,0.122,0.182,0.19,0.329,0.132,0.10800000000000001,0.066,0.101,0.068,0.118,0.16299999999999998,0.085,0.064,0.197,0.10400000000000001,1.045,0.915,2.857401164248356,1.382698142618483,0.6722301933042673,0.6023459535642407,0.7781570061328833,0.43608090785285547,0.4554065267661282,0.43131288949231694,0.42163575450717233,0.4371683611589744,0.46491674013068496,0.4469341999429196,0.395644987480112,0.4716059794526884,0.55111545177353,0.5000250938377586,0.5375459245346006,0.549831691857446,0.5256381277228372,0.4734248586950849,0.46718755870579975,2.1486714788646757,0.4393426976749564,0.4652067849108108,0.3860945059429026,0.3910735409814501,0.44097962484887293,0.41305172780793653,0.4139773065184541,2.5041589589385973,1.545995512867715,2.577750118505403,0.6939668190022632,0.650242183343474,0.6929356781174576,0.5142114277543601,0.5182802183927797,0.46305773811833983,0.5046341650976268,0.44484225017971485,0.4826376512332211,1.0905940271490204,1.263632253273261,1.1562550473666184,0.8253223556570637,0.6229416766546874,0.5412814188305501,0.4799253938525217,0.5662035477120404,0.5332182171293891,0.5385069902738036,0.5051047007927579,0.6285519233225771,1.557425531278817,1.382902870744789,0.6197946588610377,0.6661742685705274,0.5248686355492357,0.5016120086418346,0.5159036457089613,0.5638035425770879,0.5294554296173414,0.5156766255536227,0.6969614508169395,0.5208051182819877,1.788023740350433,1.201249342411113,0.9746507897000001,0.7356401575294476,0.5824885674169326,0.6502171248260374,0.6285203742133822,0.5545225543483774,0.5612386872842883,5.2973279353451534,0.5087999401443579,0.4842673946281173
70.0,,,,,,,0.162,,0.199,0.13,,0.146,0.209,0.157,0.175,0.172,0.168,0.193,0.17099999999999999,0.215,0.175,0.198,0.192,,2.6670000000000003,0.9869999999999999,0.8400000000000001,4.053,1.2449999999999999,0.227,0.2,0.189,0.272,0.271,0.40700000000000003,0.282,0.268,0.238,0.26,0.21200000000000002,0.23199999999999998,0.2,1.709,1.181,2.024,1.231,0.8619999999999999,,0.179,0.095,0.092,0.15,0.172,0.11499999999999999,0.10400000000000001,,0.094,,0.11499999999999999,,0.07200000000000001,,0.07,0.10400000000000001,,0.834,,0.275,,0.08399999999999999,0.13999999999999999,0.083,0.076,0.12,0.081,0.061,0.08399999999999999,0.06,0.095,0.075,0.07100000000000001,0.06,0.08,0.075,0.316,0.238,2.43221691028367,1.3357757478036971,0.5996134931160241,0.59658229547577,0.6101782832087297,0.4545799484218941,0.43351690587012365,0.3992494231736798,0.38731412871284265,0.42541670216895716,0.3994353354205506,0.4256720966026221,0.3774383716773062,0.4274575836329568,0.4143113444495503,0.46279220666788046,0.4399844967050086,0.45163282983740843,0.46708146623918695,0.440566895391596,0.4458304578726538,1.181572227673729,0.42606755528626306,0.44447223079303333,0.3813919674513619,0.39101816042074133,0.41205000252607815,0.40541356175760307,0.4113046496058071,1.0471002581368065,1.1828719421798835,1.6857114682306702,0.6239590165560156,0.5261006167523972,0.5813766325492782,0.4567116027806499,0.5014963487127834,0.4506655705195399,0.4815747987152254,0.4328717961448376,0.4626035302055855,0.5990654808981952,1.1384237958948409,0.7039681238958352,0.6290279078341221,0.5807910441295033,0.49166138819453203,0.4605100713436127,0.5207232551286255,0.48052571709173464,0.4940199331919094,0.4564377522103068,0.4809386167816885,0.6619482852147777,1.326205886065234,0.4941493081457253,0.6229459607066921,0.4891054788180377,0.477703738645696,0.47176288129517124,0.476427726258136,0.4776847385519113,0.4697651262758991,0.5793558611584302,0.4959163546105301,1.440808028269557,1.581665021459242,0.9579708524000001,0.7007245448326563,0.539337056658334,0.48596767469588686,0.5046471189013003,0.47787108524072475,0.4835337223403345,4.916046399114931,0.44863422314688084,0.4299425634147829
80.0,,,,,,,0.15,,0.174,0.124,,0.132,0.184,0.139,0.165,0.149,0.168,0.176,0.16,0.213,0.16,0.202,0.183,,2.619,0.9810000000000001,0.8320000000000001,3.6710000000000003,1.3219999999999998,0.183,0.154,0.153,0.198,0.19,0.281,0.21200000000000002,0.20700000000000002,0.22000000000000003,0.227,0.199,0.217,0.185,0.735,0.568,1.194,1.204,0.8089999999999999,,0.158,0.1,0.09,0.14,0.134,0.11200000000000002,0.08499999999999999,,0.076,,0.101,,0.07,,0.067,0.077,,0.806,,0.23700000000000002,,0.07100000000000001,0.095,0.063,0.07200000000000001,0.091,0.08,0.064,0.075,0.054000000000000006,0.095,0.076,0.07,0.06,0.076,0.06,0.20400000000000001,0.10500000000000001,2.0465811106810343,1.207801371739778,0.5813874824976271,0.5658739719677758,0.527514556312324,0.44605541697505763,0.4217494982118083,0.40212708371055667,0.3789802885506061,0.3928106255366327,0.3771236276015218,0.3947489256101666,0.3717775024733298,0.412430131389124,0.3867859019255757,0.4339988933011867,0.4215367616430551,0.40904218555792315,0.4423560269935317,0.4229388540174586,0.43964969731058057,0.755503908970137,0.4152835601482649,0.4117504204388077,0.3779384546242866,0.3879416681474714,0.40219490899888316,0.4003852468679364,0.41196918250408476,0.5039365224368615,0.7503609649508393,0.6376043844116894,0.5643635398348769,0.5099673172425554,0.5711141257306379,0.4647068664204583,0.4655718306601102,0.4578720237922151,0.48522651437728836,0.4392094663228243,0.4541624967043482,0.48191658853485164,0.9234117836162419,0.6106264323821773,0.5604792792880688,0.5365811220160067,0.48325041133982644,0.45595998965023954,0.48978291560664794,0.4496186433949213,0.47572394555499004,0.4389605947525479,0.5125306929645307,0.4967620348834946,1.2185952355985388,0.5701962252340483,0.6211585238747697,0.4883875901905643,0.4560225257590722,0.4445912817685314,0.4519393541861338,0.48051167776997217,0.45751890505040793,0.4810933534312368,0.45992583853882013,0.6219141146767284,1.899484428570657,0.8481645822999999,0.5790756818638367,0.50005140590391,0.4552650293949787,0.43917747700988513,0.4362142368743343,0.43772057501003586,4.625317048933712,0.4184845409910361,0.4213038615828034
90.0,,,,,,,0.154,,0.17,0.128,,0.13,0.174,0.14,0.161,0.14100000000000001,0.15,0.173,0.154,0.183,0.16,0.227,0.17200000000000001,,2.366,0.85,0.7929999999999999,2.256,1.5699999999999998,0.169,0.156,0.145,0.184,0.199,0.21000000000000002,0.184,0.179,0.213,0.197,0.197,0.2,0.17099999999999999,0.362,0.23199999999999998,0.387,0.9029999999999999,0.511,,0.13,0.12,0.093,0.143,0.136,0.11699999999999999,0.08,,0.083,,0.097,,0.07300000000000001,,0.065,0.07,,0.784,,0.184,,0.07,0.086,0.05500000000000001,0.075,0.07300000000000001,0.08399999999999999,0.06999999999999999,0.08,0.051000000000000004,0.08499999999999999,0.074,0.07,0.06,0.077,0.066,0.192,0.084,1.2572577564175034,1.171284226179374,0.588082305470423,0.5585350954374984,0.49163379246298183,0.4208306275891114,0.4125990067723372,0.397957228918233,0.37012182735595117,0.39707039279431744,0.3749790749051569,0.3992724664000842,0.3700882190454725,0.40794030275324433,0.38370339997055514,0.42730099257006443,0.3908679718588801,0.395598307320672,0.4525217067512429,0.42015018048233965,0.4325732725276142,0.6089519845990574,0.4093073125944354,0.4152659217866625,0.3812934441007756,0.3947858364220329,0.40577226404350347,0.40567582389123497,0.4130589792404396,0.47453967735339353,0.6654902211139488,0.6001776805644463,0.5431716102302897,0.5089018104317953,0.5576656424796805,0.45563118119010226,0.4615849896982275,0.4442576797207014,0.48105788354980455,0.44368480368494023,0.435073343950637,0.4637796607895651,0.5967586925624706,0.5492872463799915,0.5220917459902438,0.5161470443352469,0.48297315162090537,0.45414182233942313,0.4804629125753216,0.4553069155892861,0.46978559056780317,0.441074828433616,0.47483352538288,0.46587390958652736,0.6070158192753382,0.3150419270375293,0.5945363902295081,0.498205380572262,0.4743777509792568,0.44377814821916184,0.45238894295098764,0.4530276635417123,0.45959430717945987,0.4974408199421717,0.4331288973884698,0.49906378259918605,1.73910699497307,0.87006788,0.5446033626473941,0.4970116250892064,0.4495182828764476,0.4390172367943399,0.4285199020017713,0.42623148775330144,4.734816973164562,0.4143056446676681,0.40964054024930735
100.0,,,,,,,0.148,,0.16,0.13,,0.126,0.16,0.13,0.17666666666666667,0.14,0.149,0.183,0.153,0.188,0.156,0.24300000000000002,0.173,,1.956,0.898,0.844,1.242,1.395,0.17,0.152,0.14,0.197,0.168,0.194,0.178,0.17200000000000001,0.20555555555555557,0.19,0.181,0.19999999999999998,0.162,0.33799999999999997,0.192,0.21400000000000002,0.5333333333333333,0.28700000000000003,,0.137,0.129,0.094,0.156,0.126,0.125,0.08,,0.08499999999999999,,0.096,,0.07200000000000001,,0.069,0.07100000000000001,,0.799,,0.181,,0.07,0.08,0.054000000000000006,0.069,0.077,0.078,0.066,0.18,0.06,0.08714285714285715,0.073,0.074,0.06,0.09,0.06,0.22666666666666666,0.07200000000000001,0.555043739099126,1.17193336746984,0.6116187348234517,0.5564102899141341,0.49342941867295387,0.4307833787892245,0.4142258251167263,0.4516365214302611,0.3680195661677021,0.398813400606708,0.3730570302572967,0.39359308363528916,0.3711673430442294,0.4086531248418035,0.3815997433231778,0.41981801149831144,0.3932801687514969,0.3866595659669202,0.4149114443645784,0.41615651848303353,0.4326680290813954,0.529104524450334,0.40472765021402307,0.41998314023658645,0.3847073616690418,0.3921834359656693,0.4065244940947962,0.4036896725658415,0.4126366869840979,0.4706278889392822,0.5585557759844899,0.5548587659052446,0.5014087948977777,0.48563138012291773,0.53676964459165,0.44793104648258425,0.4608150812924333,0.44487707636388096,0.5052928619441536,0.44133729486142537,0.43604266521468116,0.46943979650934076,0.5240552935342793,0.5226419524017211,0.4944050731708634,0.4948375076329574,0.4847396208734535,0.46164374194685803,0.48036115440227184,0.45135016779999615,0.46839121873853795,0.4363411524868993,0.5083768501704468,0.4659942342325656,0.5183868534715608,,0.5743115979730299,0.48662322231451044,0.46117467048497557,0.44972516758652026,0.4440813628925344,0.4573095322133958,0.45418408405117383,0.4823220332740836,0.44587902346798947,0.512237982305607,1.306179352205675,0.7964600292,0.5483582379920053,0.48909393100996984,0.4469394318064846,0.4439357101267947,0.42310525441601465,0.43090166929942714,4.499433750928936,0.41983369933967474,0.4080922714366989
110.0,,,,,,,0.147,,,0.121,,0.127,,0.13,,0.14,0.144,0.19000000000000003,0.153,0.185,0.15,0.26,0.17,,1.468,0.9450000000000001,0.755,,1.425,0.17,0.152,0.14100000000000001,0.19,0.163,0.1925,0.176,0.18,,0.174,0.182,,0.169,0.31,0.17200000000000001,0.199,,0.215,,0.124,0.13,0.093,,0.127,,0.08399999999999999,,0.075,,0.09,,0.074,,0.07,0.07,,0.774,,0.168,,0.078,,0.06,0.07666666666666667,0.07100000000000001,,0.07,,0.05600000000000001,,0.065,,0.06,,0.06,,0.07200000000000001,0.42057423246248715,1.110874107441076,0.5858942243680697,,0.49047228643887725,,0.4175327091007574,,0.36930553243886,,0.3707087765049655,,0.3713094113899268,,0.3783946732000695,,0.40264180795420385,0.3916913744955889,0.4199322485115594,0.4175049924172474,0.4288237122624931,0.48264988896650607,0.4025517386286541,0.3996968810567359,0.38414542310833466,0.3969060409940361,0.40710508513123267,0.3968476805342633,0.42086298283137324,0.45752138087616145,0.4856392462379426,0.5479010347943472,0.49565295105576845,0.4948434150444655,0.4830375932824721,0.44792851801397954,0.4511238566859136,0.4492705489909417,0.47846338624395185,0.4549771854722697,0.4346233687467317,0.45493748066006584,0.48471018194646537,0.48742503076171395,0.4912857163865495,0.49608747895991917,0.4966103181331283,0.46666803270903634,0.4759966931466145,0.4637364467278842,0.46970883831617327,0.44511603311257614,0.47417603209380366,0.4673804771586112,0.49512781855422194,,0.5196602903681293,0.4847952155126449,0.46081304472541235,0.4525908092904829,0.455226059677018,0.45413280624550667,0.46458203115483904,0.46343915510993117,0.4435362662405016,0.4866018759838351,1.0886488256001008,0.7937309947,0.538044697564806,0.48938312397812805,0.44608081018438045,0.43796454676709723,0.4227896711001612,0.42288561483937165,4.386071104196963,0.4266698080507575,0.4077788072984939
120.0,,,,,,,0.149,,,0.12,,0.126,,0.13,,0.14,0.146,,0.153,,0.153,,0.161,,0.417,,0.758,,1.412,0.169,0.154,0.149,,0.16,,0.183,0.17099999999999999,,0.175,0.178,,0.164,,0.164,0.178,,0.2,,0.129,,0.093,,0.159,,0.075,,0.088,,0.09,,0.08,,0.07,0.07,,0.8400000000000001,,0.175,,0.08,,0.06,,0.08,,0.065,,0.059,,0.07,,0.06,,0.063,,0.07,0.4178625777919794,1.107287952345115,0.5800091959685748,,0.4874639274312938,,0.41601843919408366,,0.36943938387832465,,0.3691402129438951,,0.36742419601431814,,0.372833294596418,,0.38170682734694783,0.3862105398976229,0.4248294654402316,0.4202043275475873,0.42880956888385313,0.477865274915833,0.4002280846817664,0.4107809163524748,0.3863319472699076,0.39574653101102897,0.41669695636920895,0.400733447076533,0.41308704475388075,0.4664446306075857,0.48753618921443864,0.4886910384584241,0.48964203974788745,0.4745475712700122,0.4752482182077477,0.441514162631654,0.4580703686961399,0.4372049530220177,0.47486418738449776,0.4385231061634756,0.4370285720075559,0.43964101695158825,0.46998262113475675,0.47268416179956096,0.47908023483269463,0.4940668770071691,0.46956578795764103,0.47588400497494004,0.478293235455938,0.4641081233692284,0.47283649741790307,0.452610606128499,0.45777042753795155,0.46526680878360305,0.482508242196528,,0.5265361445941414,0.4823931683831195,0.4746027697427705,0.4788358005503466,0.4607927493373489,0.48108760502948583,0.45867979641721435,0.500731198149375,0.4647922994603625,0.48854255035890526,0.7193035795537774,0.7154384019,0.5285363845720652,0.4774024322414697,0.4454612966827406,0.4335481955959902,0.42611187414660023,0.4307857010154287,4.413747605082425,0.42846566697955957,0.4207080479770844
130.0,,,,,,,0.16399999999999998,,,0.12,,0.124,,0.13,,0.14,0.14100000000000001,,0.15,,0.164,,0.17099999999999999,,0.266,,0.77,,1.404,0.17,0.15,0.14,,0.166,,0.16,0.203,,0.17,0.163,,0.159,,0.164,0.165,,0.197,,0.132,,0.09,,0.187,,0.07100000000000001,,0.076,,0.098,,0.07,,0.07,0.067,,0.8009999999999999,,0.164,,0.07300000000000001,,0.06,,0.079,,0.064,,0.06,,0.07,,0.06,,0.061,,0.07,0.41164667669538046,1.112303207942688,0.5975188294873044,,0.4917477322497283,,0.41202648863017133,,0.3689532449054436,,0.3652335748861477,,0.3679212529378396,,0.3804874638768322,,0.38601911141376083,0.3842675857744165,0.4420836153473518,0.41513590806859496,0.4199997805607178,0.47033273174634155,0.3925183379499158,0.396388893664142,0.3859738905420378,0.40308802508849195,0.40428620444492047,0.4026257228920433,0.41001388818242807,0.430055611587245,0.46577181631912373,0.4850110400669802,0.46818446253028634,0.4695228467855251,0.47362708406198883,0.446243542796516,0.44934833851960665,0.44108107234074395,0.4842904663709934,0.44326086029465095,0.4477223803467819,0.4409648097410234,0.45984819794830223,0.48390657391817005,0.4661524261747247,0.4732564175481073,0.4636840492038622,0.4588618858336903,0.4698341780465317,0.4673136134496995,0.48825157436407735,0.4588842102553582,0.4555858539756262,0.4620950652715029,0.484045940853835,,0.5083484010302591,0.4849649801161794,0.4772168882096425,0.4842055127404062,0.46263963341795583,0.4813617598285068,0.4624994961876611,0.47101899447373896,0.465812770681592,0.4751718866913338,0.495813847992736,0.6088474057,0.5335842567462868,0.47572674117894775,0.4527648714231997,0.44674154818235523,0.4442587418771022,0.4432375011245756,4.498569890533404,0.4413411590475927,0.429810057600723
140.0,,,,,,,0.15777777777777777,,,0.12,,0.132,,0.13,,0.14,0.149,,0.15,,0.161,,0.161,,0.24,,0.9019999999999999,,1.329,0.171,0.157,0.14,,0.162,,0.16,0.171,,0.162,0.166,,0.159,,0.17099999999999999,0.167,,0.192,,0.127,,0.093,,0.18,,0.07,,0.07300000000000001,,0.082,,0.077,,0.07300000000000001,0.063,,0.761,,0.148,,0.07,,0.06,,0.076,,0.07,,0.06,,0.074,,0.06,,0.061,,0.07,0.40520553114623414,1.081641447409205,0.6205383319905107,,0.5122685092455053,,0.4100080878868682,,0.3675107977281569,,0.3677854278170687,,0.3686710250656864,,0.3750170704402627,,0.3819608887782564,0.3885523443309927,0.43311787841067073,0.40890480402138796,0.42884365233549915,0.49396078567673907,0.39003313428345543,0.398681467562476,0.3875338201521108,0.4096842906234189,0.40500134692241224,0.40878609366501006,0.4131519254814406,0.4244284557717763,0.4657643417244179,0.447295856519888,0.485330814939812,0.4592962935447753,0.4710756347122441,0.4437000125507361,0.4479520854180562,0.45237109452029534,0.4940124279128642,0.4413438270451383,0.4405589180776718,0.4498144305007778,0.453747038361027,0.4803752524277901,0.4769636801600076,0.4832890300441498,0.4645461976901644,0.4619837891222483,0.4772866594511214,0.4620730956196958,0.5025515775772522,0.4613158472914134,0.4536517471026091,0.4750160324931458,0.49252521533341354,,0.4929644633976683,0.47766984572049287,0.4904314037843086,0.4778422191932502,0.47052965158784676,0.479336386813982,0.4698807158618126,0.4944908205423181,0.4651501610365797,0.48629218436775334,0.5192569226762058,0.6179606057,0.5100470104087155,0.4886800851755738,0.4657318577386881,0.46610525037763295,0.4513297569632944,0.4515740227878039,4.637884834961299,0.4571462100510206,0.4469652057810741
150.0,,,,,,,,,,0.129,,0.1375,,0.138,,0.14,0.15,,0.15,,0.16,,0.17,,0.24,,0.8130000000000001,,1.199,0.17,0.151,0.14100000000000001,,0.163,,0.16,0.165,,0.169,0.156,,0.16,,0.166,0.17,,0.18,,0.126,,0.094,,0.185,,0.07300000000000001,,0.07300000000000001,,0.09,,0.075,,0.07,0.067,,0.626,,0.137,,0.07,,0.06,,0.075,,0.07,,0.06,,0.081,,0.06,,0.063,,0.07,0.4092595385846094,1.0680124492804022,0.6221622287346813,,0.5000401426441653,,0.4088838465031034,,0.3683548329730459,,0.3660814329943866,,0.3689486063941605,,0.3708803545084465,,0.3794525668746417,0.3884444117851512,0.3924660962150892,0.40845030346098987,0.4193531394443932,0.4347596071955705,0.4006332085337488,0.3996598547110196,0.3880865296034723,0.40220264263181005,0.41632051387611957,0.4046208079606676,0.41976686681375036,0.44891809489091716,0.45767533502515845,0.4513221804013569,0.4511225385605896,0.44925199586044506,0.4563721596227378,0.445184382390505,0.44624370630871113,0.4475206196940956,0.5291364292094547,0.4465296702038545,0.4437521898533049,0.45030406406653284,0.45924926820063694,0.4717832960175886,0.45338158746361296,0.47200888263990315,0.46685746633093295,0.4589505332454406,0.463274690220822,0.46363785709888383,0.48980152555447914,0.4558361879212959,0.46438176351191496,0.47705318300603816,0.4704988257870819,,0.49908071723415476,0.4903353715225921,0.5009523440155583,0.47597293470714674,0.47428132299478226,0.47773980687688233,0.4730872909245173,0.5021321923264103,0.46607380421974287,0.47757004773884315,0.4722904774654807,0.5706938853000001,0.5059718418246456,0.4944814679520704,0.4714878775997603,0.4692328200303043,0.46956748257566183,0.461096700460065,4.94684539008323,0.45870287972097296,0.4651729047273925
160.0,,,,,,,,,,0.13,,,,0.152,,0.14,0.14100000000000001,,0.148,,0.15,,,,0.244,,0.792,,1.2429999999999999,0.179,0.15,0.148,,0.173,,0.156,0.174,,0.164,0.169,,0.158,,0.164,0.169,,0.175,,0.11599999999999999,,0.098,,0.174,,0.07300000000000001,,0.069,,0.09,,0.07,,0.07,0.065,,0.437,,0.11200000000000002,,0.07,,0.069,,0.07,,0.07300000000000001,,0.06,,0.074,,0.06,,0.061,,0.07100000000000001,0.4031377759270229,1.118099472907354,0.6426423734573714,,0.4854179967294785,,0.4122883580645939,,0.3709921116845629,,0.3689184535105743,,0.368901611534243,,0.3745201745680371,,0.3936561533366584,0.3857986083325047,0.41112895538683125,0.4063931506628499,0.4150921901623373,0.45233586150232163,0.3971000139344583,0.397535089900537,0.385784180315407,0.40095181892675064,0.4070103097036905,0.4049997263822032,0.41670266182639504,0.43693948772733526,0.4674537025008313,0.4456378067966441,0.44733496643727,0.44817125773572897,0.45383282658637925,0.45194612320970695,0.4476744320673685,0.4426844840201654,0.49630212526638007,0.4428943091118757,0.4459551854842762,0.4476253186275886,0.46594582433251175,0.4627792452248382,0.451654071756766,0.4732853244353586,0.46615609803672226,0.4628358533356103,0.4644626306937427,0.4647928779848538,0.48037189823105547,0.45893735901930344,0.46004525396429524,0.46890999802412725,0.47785532728395086,,0.49089980424761903,0.4860390597100577,0.4970366568328529,0.4724637842167054,0.47255823447751577,0.4952925585241063,0.4834870095651356,0.48955279191754714,0.4698957422923133,0.470400936411405,0.49229040699101645,0.5318408076,0.49532989029222474,0.49795854318584387,0.5033524293075194,0.47718920068299847,0.4700253814108849,0.4623775928951296,5.20913578872235,0.46912663580203606,0.4690121286316642
