,2014-02-18,2014-02-19,2014-02-26,2014-03-26,2014-04-22,2014-04-23,2014-04-27,2014-05-19,2014-06-24,2014-06-25,2014-07-22,2014-07-23,2014-08-12,2014-08-13,2014-09-08,2014-09-09,2014-09-25,2014-10-07,2014-10-08,2014-11-11,2014-11-12,2014-12-08,2014-12-09,2015-01-13,2015-01-14,2015-02-10,2015-02-11,2015-03-10,2015-03-11,2015-04-14,2015-05-05,2015-06-09,2015-07-14,2015-07-15,2015-08-10,2015-08-11,2015-09-09,2015-10-06,2015-10-07,2015-12-08,2016-01-19,2016-01-20,2016-02-16,2016-02-17,2016-03-01,2016-03-08,2016-03-09,2016-04-12,2016-04-13,2016-05-17,2016-05-18,2016-06-14,2016-06-15,2016-07-12,2016-07-13,2016-08-09,2016-08-10,2016-09-06,2016-09-07,2016-10-11,2016-10-12,2016-11-08,2016-11-09,2016-12-05,2017-02-07,2017-02-08,2017-03-13,2017-03-14,2017-04-18,2017-04-19,2017-05-16,2017-05-17,2017-06-13,2017-06-21,2017-07-11,2017-07-12,2017-08-08,2017-08-09,2017-09-12,2017-09-13,2017-10-12,2017-10-13,2017-11-07,2017-11-08,2017-12-13,2017-12-14,2018-01-11,2018-02-07,2018-02-28,2018-03-13,2018-03-15,2018-04-10,2018-04-12,2018-05-15,2018-05-16,2018-06-12,2018-06-13,2018-07-17,2018-07-18,2018-08-14,2018-08-16,2018-09-11,2018-09-12,2018-09-24,2018-10-10,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-01-23,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05
0.0,,4.36211,0.405,0.296,0.76,0.65778,,0.685,0.33,0.33,0.52,0.52,0.77,0.39,0.8,0.76,1.01,1.34,1.97,1.51,1.53,1.83,1.88,2.39,1.82,1.55,5.44,1.17,1.31,0.64,0.42,0.58,0.84,0.37,0.83,0.57,0.88,0.91,0.97,1.37,1.41,1.87,0.0,4.01,1.85,0.85,3.03,1.04,1.76,0.53,0.41,0.35,0.37,0.84,0.3,0.58,0.27,0.45,0.34,0.44,0.59,0.96,0.6,1.01,1.1,0.99,2.05,1.46,0.63,0.27,0.39,0.38,0.96,0.57,0.47,0.4,0.68,0.66,0.81,1.24,0.49,0.53,0.69,0.79,1.37,2.42,2.21666752320316,2.32434810611157,2.91413486157179,6.90327831511639,5.32424066936195,2.7602313181999,1.31660518920453,1.67518279309999,1.07190512012444,2.4315777461333,0.760828110101345,1.99839965,1.05227064439797,0.477651023512644,0.389485360949413,2.01805707235691,0.864357586753048,1.47525791598453,2.60115607259428,1.33098930095946,0.87639244410848,1.82915565159936,3.98357089583829,2.04256564652089,1.45726326039622,0.974589176838661,2.352355957,1.28503418,0.895887055027261,2.94685447318742,1.50893460155957,2.69326979125094,1.25766831735105,1.754760742,1.67735317541106,2.961853027,1.67401123,1.403198242,1.127563477,9.163879395,2.277770996,1.54962235462478,1.96821193035361,2.84086014851514,1.62369324275345,0.926400103568937,0.720408253363974,1.953125,0.519193643243125,0.44913948469605,1.236022949,1.74997816793094,1.54907978872242,1.05928739656953,0.979100556514036,1.0911429788913165,1.25023738399349,1.0823676124796,1.69124626916642,0.975624004372767,1.37017879869354,0.784739475923722,1.15327945366444,1.227209628785,1.0129428336575,1.57967469406605,0.998591489541077,1.42742035856676,0.86370132411159,0.701195132,0.834986180074791,0.93788518175802,1.28292991554747,1.55316032725911,16.0361631822911,1.74415872829866,2.34050170948276
1.0,,,,,1.29,0.94,0.7,0.66,0.82,0.3,0.51,0.52,0.76,0.39,0.89,0.73,0.97,1.35,1.56,1.29,1.42,1.64,1.8,2.04,1.85,1.48,5.67,1.16,1.32,0.67,0.41,0.61,0.78,0.38,0.72,0.64,0.88,1.05,0.97,1.84,1.43,1.73,2.16,4.19,2.32,0.84,3.13,1.0,1.38,1.01,0.39,0.41,0.39,0.77,0.34,0.58,0.23,0.5,0.33,0.44,0.61,0.93,0.55,1.0,1.06,0.97,1.67,1.46,0.64,0.31,0.43,0.46,0.92,0.54,0.49,0.52,0.74,0.72,0.82,0.9,0.49,0.45,0.75,0.84,1.73,1.93,1.01881825154493,3.02061244251793,3.07544271967186,6.94053104400226,5.38966129311577,2.88373214931461,1.32349356484361,1.68632055212087,1.14894886585092,2.42425305559044,0.767505580123595,2.20164502,1.07005221450498,1.39198469460848,0.52160573447991,2.02075597063942,0.894027502268445,1.5247616210493,4.3011396620563,1.94254721556723,1.30707289195659,2.16831808698167,4.06457487744169,2.39912152601345,1.78751067287069,1.08932862876049,2.352355957,1.28503418,1.04034675172125,3.06065359916783,1.76355011716345,2.7397358349099,1.24613332904226,1.754760742,1.67845492257916,2.961853027,1.67401123,1.403198242,1.12756754315686,9.163879395,2.277770996,1.65367443905157,2.11683084517024,3.19805264369278,1.92278546455507,0.973024342932688,1.01655828610692,1.953125,0.548766589934011,0.723100253341226,1.22220807908337,2.02769106241217,1.63318485527796,1.04726566553604,1.40330476394944,1.3843207341240646,1.31972506331484,1.12880723797455,1.77976468152486,1.25217296405455,1.46967366795364,1.14565722229436,1.44391989371876,1.48388870355358,1.25237491703864,1.83724705646751,1.32849283924689,2.02283703104376,0.93884664989773,0.701195132,0.988712958613025,1.31548376098925,1.38012009080824,1.52201728461216,12.7517206309165,1.95714971628412,2.16795352084762
2.0,,,,,1.34,0.46,0.72,0.67,1.02,0.3,0.5,0.52,0.82,0.39,0.88,0.74,0.96,1.87,1.98,1.78,1.56,1.8,2.45,1.92,1.7,1.51,5.5,1.89,1.27,0.66,0.41,0.62,0.82,0.38,0.84,0.63,0.86,1.05,0.98,1.77,1.38,1.81,2.99,3.77,2.53,0.81,2.99,0.98,1.51,0.57,0.36,0.41,0.4,0.79,0.3,0.57,0.27,0.47,0.33,0.44,0.59,0.96,0.62,1.0,1.55,1.01,1.82,1.31,0.63,0.3,0.47,0.45,0.92,0.5,0.51,0.52,0.85,0.62,0.85,0.91,0.37,0.52,0.8,0.91,1.66,2.05,31.2439653137264,2.30315668597575,3.21027007190197,6.99104582286488,5.4658139428626,2.86386488862783,1.33364624511469,1.77593515988785,1.2220065147791,2.28162873507596,0.779323930842868,2.48023833,1.08535456602005,1.56052826300115,0.628124610368053,2.16628469325293,0.92162069471772,1.55562209061642,5.97657405244081,1.95328283473085,1.50785511892045,2.27282767723282,18.8416349900246,3.09541895789998,1.84527146005431,1.26762706205061,2.352355957,1.28503418,1.12317540484185,3.14388367015632,2.02416976012884,2.78534790338012,1.24479471406195,1.754760742,1.79932967230075,2.961853027,1.67401123,1.403198242,1.1238795982425,9.163879395,2.277770996,1.81487852258651,2.44863055075189,3.30230225693431,2.66956817315236,1.07847783932714,1.19191182127515,1.953125,0.816914794386968,1.13563393443293,1.47308817328664,2.77386446488596,1.79386885117977,1.32073515251666,1.69427426413395,1.8898213754237785,1.58572151723244,1.3598920453953,1.82163725450502,1.40101357810379,1.58142396666731,1.38066994731104,1.96176062743481,1.81153250331261,1.37121764719368,2.06708193037919,1.60731048720398,2.74104799378002,1.69318478725621,0.683586050128007,1.13988599826921,1.58532955667489,1.47446914796399,1.60297289547197,13.5435209261031,2.00872379807126,2.1199799913653
3.0,,,,,1.38,0.48,0.74,0.68,1.06,0.3,0.5,0.51,0.88,0.41,0.9,0.76,0.96,1.93,2.02,2.82,1.58,1.82,2.35,1.98,1.66,3.16,5.9,1.91,1.54,0.66,0.43,0.62,0.84,0.38,0.87,0.64,1.37,1.07,1.04,2.17,1.7,1.87,2.9,3.88,2.71,0.85,3.0,1.47,2.52,0.65,0.39,0.41,0.45,0.8,0.31,0.59,0.27,0.45,0.33,0.43,0.6,1.03,0.67,1.05,1.21,1.02,1.84,1.32,0.64,0.29,0.44,0.42,0.92,0.51,0.52,0.53,0.9,0.61,1.33,0.94,0.41,0.6,0.9,0.99,1.65,2.69,11.0606366274759,25.1661547623779,3.31840516607675,7.05755484759098,5.55249891967034,3.087250385169,1.34685279669576,1.89098655565649,1.29104500058074,2.21490246527977,0.796927673311853,2.57266387,1.09805796974255,1.63817652783101,0.710701808937571,2.08225894449699,0.947141539120747,1.77225975686802,7.57733479163591,2.28840033308859,1.66821815458078,3.04901028836271,16.561252174742,3.53005256524928,1.88029194569738,1.28751002536178,2.352355957,1.28719037482342,1.27388076256738,3.20486196485668,2.38714053407152,2.82937573176818,1.25367321778991,1.7557720219717,2.03484760494059,2.961853027,1.67401123,1.403198242,1.19680558101016,9.163879395,2.277770996,2.04753942383261,3.09630227655755,3.37434090878752,3.12218223436465,1.20387938242042,1.33661537903113,1.953125,1.04849242721433,1.45381453027812,2.03998898268267,3.25033682106601,1.95196564639125,1.87943896071345,2.18400967603995,2.911098270336448,1.8922402213908,1.56587262460089,1.8572482594064,1.55727399720165,1.79752927305411,1.70660033663136,2.76312761386689,2.10413359062594,1.54469913615115,2.2692024213264,1.85794210427593,3.35990725210787,1.80062644889918,0.952364911596185,1.38434751591327,1.71048828096638,1.48558262878403,1.62851855979579,14.6750638893226,2.2200282558251,2.10388232021499
4.0,3.256,,,,1.4,0.47,0.74,0.71,1.08,0.34,0.55,0.53,1.01,0.42,0.94,0.85,1.02,2.06,2.05,3.24,1.64,2.59,2.53,3.23,2.14,3.87,5.93,2.8,1.75,0.67,0.5,0.65,0.86,0.38,1.53,0.69,1.44,1.97,1.08,2.54,1.73,1.88,2.9,3.92,4.27,1.63,3.04,1.89,2.22,0.68,0.43,0.42,0.49,0.84,0.35,0.67,0.29,0.44,0.36,0.51,0.61,1.69,0.71,1.56,1.46,1.07,1.86,1.3,0.66,0.31,0.49,0.39,1.44,0.53,0.54,0.54,1.08,0.63,1.54,0.93,0.45,0.66,0.96,1.15,1.7,2.98,7.01663305838971,17.4859366352102,3.4061954859643,7.13989787805945,5.63865611007299,3.08143131310026,1.36287435620781,1.86976971479615,1.35603125692759,2.31676265010441,0.820225133306284,2.64827663,1.10878784477416,1.6715201980565,0.775067683734164,2.12644972211808,0.972161685123197,2.23070069306715,8.8863491873777,2.7448581927591,1.93150066532298,1.94219619625928,5.60160869864723,3.96673659951312,2.05975744146561,1.15275131529743,2.35359558574874,1.28643791570871,1.61356741500238,3.24219458110647,3.0380620755946,2.86941797357656,1.27295873757485,1.72389909585206,2.50356824853594,2.95790506533095,1.67405184616168,1.40351310236532,1.23866967084748,9.16144556525239,2.27747965749328,2.51390925849822,3.55160950594828,3.36314633568856,3.41053928677774,1.31258842232232,1.45763762118104,1.953125,1.10570910038665,1.64093123175854,2.30212535349914,4.53111215677005,2.47577865589067,2.24578103134121,2.36454741064719,3.8374599117384736,2.40745178970621,1.70964592848971,1.88481598516688,1.75593446109623,2.10001717109136,1.84889378257415,2.97259310230017,2.40120697322963,1.86669209528753,2.44335097706765,2.13254315830183,3.35350038268433,1.90912030901397,1.17252663995699,1.58465281848313,1.793429276049,1.58769667712421,1.6637669997575,16.4072983883524,2.40304612335708,2.2018653602975
5.0,,3.64547,,,1.42,0.46,0.75,0.73,1.61,0.36,0.56,0.54,1.12,0.44,1.0,0.96,1.07,2.42,2.07,1.22,2.52,1.9,2.71,,1.97,3.63,6.23,2.84,1.83,0.69,0.58,0.68,1.49,0.48,1.63,1.15,1.52,2.0,1.13,2.29,2.19,1.82,3.96,4.26,4.17,1.79,3.09,2.34,2.34,0.76,0.47,0.45,0.58,0.85,0.37,0.71,0.34,0.44,0.38,0.58,0.63,1.89,0.78,1.36,1.23,1.08,1.84,1.6,0.67,0.32,1.09,0.36,1.55,0.57,1.1,0.54,1.28,0.64,1.53,0.95,0.57,0.67,1.05,1.24,2.24,2.66,6.86570001654243,6.91332083448768,3.47031307885206,7.23747423873454,5.73346949958253,2.99565821648258,1.38186146882027,1.90442485777723,1.4169322174914,2.19554363788494,0.847866914028669,2.68940534,1.11786261524056,1.70767872659708,0.809401401709597,2.15407851111725,0.994644545643988,2.49525011155662,10.1120099428523,3.23730363545138,2.08385836187816,24.6587715681836,5.52757079009542,4.5253614878663,1.98250893903318,1.3263246020965,2.29095369399819,1.31230461639827,1.91539613701892,3.2480294654311,3.5059780840646,2.90906326756207,1.30251382950079,2.21922349917013,2.75317952484598,3.20749745527481,1.67460436601034,1.39693953930609,1.43623249523134,9.14933090245521,2.29015195933526,2.86805884524064,3.80952133386299,3.26162898246598,3.76621209839942,1.45249983880067,1.61175928121958,1.95185975699795,1.25895901879265,1.81139827273605,2.56477486821011,26.2594666844734,2.76107903614135,2.4663226247565,2.71819009231315,3.943056240853025,2.58294317715721,1.78050001330992,1.97657702474235,1.73924695777651,2.1403053214201,1.9557878292155,3.2758421708231,2.92743387333541,2.2237739928759,2.5898139172453,2.65549008916897,3.18738265253364,2.22442887141092,1.42873721254305,1.88387197367435,2.30946119730335,2.09069714692348,1.99937298699606,18.1010349443932,2.5154581278725,2.72392894170199
6.0,,,,,1.43,0.47,0.77,1.32,1.95,0.39,0.65,0.57,1.22,0.5,1.39,1.44,1.89,2.88,2.5,1.47,2.08,3.72,,,2.06,4.37,6.23,2.45,1.93,0.7,0.61,0.72,1.78,0.5,1.95,1.33,2.09,2.75,1.23,2.28,2.19,2.31,3.55,4.27,4.25,2.06,3.12,1.96,2.35,0.77,0.48,0.48,0.66,0.88,0.42,1.14,0.41,0.48,0.44,0.7,0.65,1.73,0.79,1.52,1.28,1.09,1.78,1.34,1.16,0.34,0.98,0.38,1.99,0.66,1.06,0.55,1.32,0.66,1.55,0.96,0.64,0.67,1.16,1.19,2.2,2.81,6.7939528360803,5.4448997416156,3.51065198606763,7.35265093533734,5.83285771872354,2.94286426628724,1.40381813670599,1.94097722875151,1.47371481594393,2.33619479911911,0.880619666152845,2.66487382,1.12497421384345,1.70379009008636,0.82258425639396,2.21467255703945,1.01622615276073,2.41301902543515,11.1675832550571,3.40563861399567,2.15694832042345,7.50661049646806,5.96115981925838,4.39949638390901,1.74798064617541,1.44883326605425,2.2720396055806,1.31404040193345,2.08815409138709,3.246279137229,4.2953609007946,2.94623916674751,1.34245295210331,2.27708950294712,3.79364700578582,3.75492828767386,1.65157851414355,1.51794829916206,1.44074435006442,10.0052594166138,2.38922446616185,3.2671754556451,4.13775699947666,3.06754572243729,3.71346389080098,1.6026096734585,1.62640398083856,1.97518621609876,1.36582624059106,2.06920826156526,3.16164329371708,7.05388348684642,3.14139449977667,2.77062972852524,3.40239001855089,3.5194460841356143,2.50912583526401,1.958751300618,2.03995507798602,1.77361594734294,1.99808544003282,2.11030813917769,3.76001390663761,2.92661344257885,2.53510055527025,2.70851376450943,2.84778806689453,3.8933712388888,2.29408345087643,1.68730048468175,1.92719829689459,2.54836498537172,2.82421216651675,2.38821935919756,21.5364916191803,2.68189542509252,3.4324651729378
7.0,,,1.776,0.44399999999999995,1.43,0.49,0.79,1.64,1.95,0.4,0.72,0.61,1.27,0.55,1.77,1.51,2.32,,2.72,4.49,2.04,4.03,3.18,4.34,2.11,4.13,5.99,4.08,2.73,0.7,0.62,0.81,1.67,0.51,1.75,1.32,2.37,2.58,1.53,2.03,2.19,2.27,3.47,4.28,4.17,2.89,3.28,2.32,2.37,0.9,0.51,0.55,0.74,0.91,0.47,0.99,0.49,0.51,0.48,0.75,0.66,1.87,0.82,1.52,2.03,1.04,1.75,1.36,1.01,0.36,0.92,0.4,1.53,0.7,1.02,0.56,1.3,0.71,1.55,0.96,0.79,0.65,1.36,1.69,2.16,2.77,6.84747056190744,5.50154862541772,3.52613971863513,7.48382569670171,5.90476696132632,2.78826377199504,1.42713163473554,2.06593163722526,1.52634598595692,2.32205995010361,0.928361338472578,2.76974335,1.12769307929415,1.5701990759561,0.833473959198208,2.18289577273117,1.04321742860102,2.22202840490961,11.4168833480719,3.24106499933674,2.19915759083122,4.90475711207543,6.04168355618064,4.1325987238273,1.64450964321431,1.51301469879665,2.42898506495275,1.30680824181725,2.25812151008985,3.25875325264378,3.29328429729057,2.9687780967809,1.39315180189713,2.46068650628542,4.58735921789104,3.95443983375619,1.62784423415893,1.6235413449841,1.42999509626274,10.8014463125164,2.43258327588192,3.68678377497097,4.30435077917658,3.06536374705464,3.81240528469647,1.70822674693081,1.66095056963489,2.16147523950823,1.47835213970054,2.25580889682941,3.03333619480648,6.00428362153697,3.68212124373606,3.08079006903045,3.04780171939128,2.8433796743192263,2.60691892393492,2.04285375123075,2.00055634270176,1.85336413596929,2.16674695313668,2.15895002630147,3.8348934548259,3.10711819805907,2.51852376860745,2.79879691019083,3.21783255095553,3.89776523523759,2.40381798128195,1.76706039761407,2.0810493750997,2.99741578340759,3.58038894592869,2.65897897312578,25.4755080115887,2.80774676009435,3.7973275871715
8.0,,,,,1.46,0.52,0.79,1.51,2.0,0.43,0.8,0.65,1.29,0.61,2.18,2.19,2.72,3.66,2.57,3.51,1.76,3.84,2.95,4.26,2.14,3.93,6.17,5.37,2.83,1.24,0.67,0.89,1.71,0.53,1.74,1.3,2.23,2.5,1.6,2.18,2.18,2.18,3.47,4.37,4.37,,3.34,2.31,2.47,1.03,0.53,0.6,0.74,1.07,0.51,1.01,0.57,0.6,0.57,0.78,0.66,1.83,0.86,1.54,1.36,1.06,1.76,1.38,1.25,0.37,1.05,0.42,1.99,0.76,1.03,0.55,1.28,0.74,1.58,0.97,0.86,0.65,1.93,1.09,2.17,2.77,7.38533355996077,5.43228138714094,3.49354379057382,7.65578900773211,5.95979000592376,2.73095039245034,1.45069200700898,2.48374933702068,1.57479266120214,2.47000430420615,0.996968198492555,2.56662595,1.12535702493133,1.73857457610175,0.831607645648727,2.29484462786099,1.07331156719744,1.98517661600094,10.9205556753006,3.42889233549572,2.23099642991807,5.54684154211069,5.93864866256448,2.90924283680155,1.62868083011988,1.69188293561489,2.41315706369987,1.33012971423677,2.4280929022384,3.27495356040041,26.2218255279433,2.97847450614932,1.45424849252824,2.55546423149396,4.67680997921296,4.06293925523791,1.69475911112292,1.64050145485342,1.63065158747594,10.4255280710426,2.53758158395411,3.7774716879438,4.14722744317634,2.9781576718572,3.72379914562476,1.86952807338574,1.71449184019924,1.95846110681337,1.57392536665824,2.51617243172049,2.84038175562464,6.42652109624621,4.20847342682901,3.09839958551146,3.21124265921163,2.456681668659738,2.64825330021177,2.09815869803281,2.06976666412084,1.93890880421084,2.21192045383099,2.17913242240242,4.16400320171752,3.1280379459608,2.60088714091893,2.86041832865573,3.19726684902186,2.81623731710798,2.68580209590217,1.86040788092803,2.25298621127456,3.33532310352888,3.86815848331981,2.95707791801698,26.6328264256508,3.13159720539273,3.7064975658043
9.0,,,,0.3848,1.49,0.56,0.81,1.55,1.89,0.44,0.83,0.68,1.34,0.64,2.36,2.01,2.93,3.45,2.67,4.13,1.96,3.73,2.9,4.25,2.18,3.73,6.3,4.92,2.77,1.13,0.7,0.93,1.73,0.54,1.71,1.76,2.3,2.48,1.6,2.13,2.16,2.09,3.36,4.37,4.2,,3.42,2.28,3.07,1.07,0.55,0.71,0.76,1.11,0.61,1.08,0.6,0.63,0.71,1.32,0.66,1.81,0.88,1.56,1.55,1.07,2.06,1.39,1.3,0.37,1.03,0.43,1.55,0.8,1.03,0.56,1.25,0.75,1.56,0.98,0.89,0.66,1.75,1.19,2.19,2.78,7.07369251545694,5.19477315812166,3.50799403933304,7.857319201311,5.99624504077071,2.64064769511593,1.48176044064478,2.59764470796114,1.61901075087223,2.29534374546665,1.04768082162553,2.54678305,1.12641977988323,1.83197938980276,0.842232124096355,2.28362455247731,1.10151123905233,1.82573905399503,10.0353913129986,3.57509348991355,2.1381334908928,2.99483863492417,5.61877481710187,2.41742144295706,1.57022131138773,1.61414570470208,2.31575751205733,1.31672746925469,2.43351317869578,3.28762674673617,20.1394448946763,2.98733231344511,1.5255491482602,2.48880429633163,2.18058366992287,3.81696098473453,1.72941008398353,1.6266953293926,1.87520244799548,8.94808229774296,2.42349200173355,3.66166231140433,4.21387902318558,2.90349673755539,3.6997834433527,2.17935294121414,1.72813694628608,1.98113682276633,1.65694690920311,2.88186850259204,2.95830096357396,7.16672392697928,3.21519877562157,3.19533435623092,3.52900204702859,2.2860200269350823,2.41055639779929,2.21806287320166,1.93457727019879,1.87285944363926,2.12215850611881,2.21409801269599,4.37028547704836,3.02675260381256,2.61302287621284,2.88906625803427,3.3558049813955,21.2089756520696,2.66877949287618,1.91708920949934,2.11962926163634,3.50207764276823,4.03773767887245,2.99803273280678,27.9045983751458,2.98652438003118,3.8593656482549
10.0,,,,,1.46,0.67,0.81,1.59,1.82,0.46,0.92,0.68,1.36,0.75,2.27,2.1,3.12,3.36,2.58,4.1,1.9,3.59,2.83,4.46,2.24,3.37,6.46,4.96,2.84,1.13,0.7,0.96,1.75,0.56,1.79,1.77,2.35,2.47,1.64,1.92,2.12,2.11,3.31,4.34,4.19,4.53,3.5,2.28,2.39,1.15,0.56,0.81,0.76,1.16,0.62,1.07,0.64,0.73,0.7,1.27,0.67,1.8,0.97,1.59,2.0,1.04,1.82,1.4,1.17,0.37,1.01,0.43,1.67,0.84,1.02,0.66,1.23,0.78,1.57,0.99,0.91,0.67,1.73,1.3,2.71,2.78,6.50508417770312,4.87361665894362,3.56425230547663,8.07093172745522,5.93432738112835,2.40217305967052,1.52078422249738,2.62256442401315,1.6588876778095,2.45534124240645,1.08753259404831,2.76440359,1.1293311836513,2.06297368537679,0.860736798070447,2.51985815707957,1.13012900699361,1.5826478922636,7.66327043792094,3.45603064944237,2.03919514790871,4.11271801578336,3.51141125489414,2.49174809999664,1.64233073714629,1.65982958592497,2.34212066140401,1.48881918276631,2.44102870080805,3.32140833332533,6.46010297292796,2.98088056369989,1.60428025860395,2.79725938915484,4.0333061183373,3.63976613963412,1.72766719179522,1.56059567278034,1.98333424512406,7.6360614500868,2.38911540454759,3.47031334155601,4.4224754319293,2.76606482224003,4.04162221904919,2.450030225734,1.82481294101444,1.95939904845633,1.74316470135854,3.18942863551586,3.10430227681885,6.55431960801931,28.2754355707944,3.4451797189571,3.41320747716776,2.01132510969227,2.24621020391248,2.18055311132406,1.89162761417991,1.85561034876275,2.2049966332486,2.30153499032598,4.15287036424992,2.88270045604641,2.60723372079059,2.8607379934996,3.31068230097802,14.6545589718892,2.57086518506893,2.051501905181,2.18746016008847,3.36480533793325,4.12413801228946,3.14553072269501,29.2340483586743,3.41868206340645,3.82835399452984
11.0,,,,,1.57,0.69,0.82,1.66,1.14,0.49,0.97,0.72,1.38,0.8,2.07,2.15,,3.27,,4.1,1.85,3.44,,4.41,2.29,2.98,6.57,5.0,2.83,1.22,0.69,0.93,1.75,0.59,1.78,1.72,2.35,2.5,1.62,2.4,2.12,2.1,3.24,4.34,3.93,4.42,3.62,2.27,2.33,1.18,0.56,0.9,0.77,1.19,0.64,1.05,0.68,0.78,0.76,1.24,0.69,1.8,0.99,1.62,1.21,1.05,1.91,1.42,1.17,0.38,0.99,0.44,1.7,0.84,1.0,0.66,1.21,0.81,1.5,0.99,0.95,0.68,2.27,1.53,1.98,2.83,6.6924702786668,4.82517759012777,3.63696635098116,8.26448750805013,5.93401644488995,2.41153930775811,1.56191801546927,2.77582081509299,1.69448598683885,2.3333266964692,1.11921712929294,3.00193096,1.13365151233532,2.0789256567961,0.881273075022959,2.65622556193205,1.15820268516713,1.43799492846598,5.4141330361886,3.41633306787304,2.10399747182157,3.69959426868803,1.89685779268032,2.18878447081706,1.60294933003542,1.62060220360775,2.17196154586308,1.57336372833542,2.5626517293373,3.34588243267398,5.75334983097217,2.98376350570015,1.69633849789389,2.85792055763687,4.47532790936857,3.35534426100714,1.69044770251049,1.54306902346782,2.09551387973988,6.76920044309719,2.28688641352125,3.69552330308767,4.33954832211315,2.59664404301985,3.87754457749816,2.56734243086392,1.77894738198007,2.22677992599337,1.74041191343358,3.37855367008856,3.33877723901708,6.627892076155,9.92878410404215,3.42705498288684,3.48341348963234,1.8253973556860343,2.66905129990552,1.97981128901253,1.81508501117342,1.76743057554326,2.11251329128674,2.39320719683141,3.8814898893328,2.95313997823938,2.61535948388899,2.81022909643584,3.69358389236464,3.76562163355395,2.5781755814388,2.11118987107577,2.49894218874936,3.5790048329633,3.97941571932225,3.26686321673318,30.4727437331688,3.29439450611465,3.84533489461508
12.0,,,,,1.81,0.73,0.82,1.68,0.98,0.54,1.01,0.7,1.39,0.81,1.77,2.11,,3.3,2.7,4.02,2.21,3.3,3.2,4.4,2.32,2.78,6.89,5.02,2.86,1.2,0.7,0.94,1.78,0.6,1.74,1.79,2.34,2.52,1.63,2.26,2.07,2.14,3.1,4.22,3.79,4.19,3.65,2.27,2.9,1.17,0.61,1.0,0.79,1.21,0.65,1.04,0.73,0.83,0.76,1.29,0.7,1.79,0.98,1.63,1.34,1.04,1.89,1.91,1.17,0.39,1.0,0.44,1.55,0.9,0.98,0.63,1.22,0.86,1.51,1.0,0.94,0.7,1.95,1.78,2.35,2.84,6.97843859041241,4.94746937216621,3.76863512562688,8.45347911886033,6.04660042069253,2.60881977271596,1.60583209163747,2.95073883122073,1.7259214532355,2.24551037906495,1.12904158245951,2.97080268,1.14069194649045,2.10468435456537,0.908403228598694,2.92369112617253,1.18785352457241,1.23022106896482,4.89698244215868,3.250967229997,2.08612171177849,3.50023233162429,2.75783452519622,2.10936278208026,1.64305956796669,1.58460431401982,2.23672213477101,1.6233535729691,2.90954983416579,3.36443297389607,5.90212445504737,3.01953226486225,1.78769709888763,3.02239082038346,4.53836489585403,3.31717260815981,1.69538093496828,1.55278122312505,2.21142068556469,6.05850963227428,2.20013372565243,3.46195693930989,4.03510130506962,2.49570025091203,3.60332579186346,2.95962283443773,1.81102869931608,1.98435190177571,1.77096382157655,2.88755737036289,3.36559459977198,6.68387414880056,5.90096239648835,3.26686809831284,3.38651686783925,1.744970844525101,3.11427796855193,2.1117288162361,1.7641517011997,1.6076456747369,2.419908772678,2.46467811490396,3.77125718570807,3.0457010512304,2.38533260358129,2.78045087776793,4.14192197572429,3.31300881132498,2.42225259350517,2.01249978014251,2.61787014075666,3.74680496810453,3.85075343007394,3.31022570148716,31.5411114369046,3.4781585691315,4.06178715814245
