Sitio,Depth Group,Fecha,Profuidad (m),Temp. (°C),Chl a (µg/l),Ph (Unidad),Turbidity (NTU),DO (mg/L),TDS (mg/l),DBO (mg/l),Sechi  (m),NO3 (µg/L),PO4 (µg/L),NH4 (µg/L),PT (µg/l),NT (µg/l)
SA,10-30 m,2017-03-13 00:00:00,19.5,20.578,1.4255,8.0725,21.87550755,6.773,300,1.984039811,6.802775502,23.20502169,0,0,26.9096474,46.10741297
SA,10-30 m,2017-04-18 00:00:00,19.5,21.359,1.039,8.2165,26.72048981,7.5275,300,2.392265458,6.6230652,0,0,0,4.851761118,36.96379342
SA,10-30 m,2017-05-16 00:00:00,19.5,21.9845,0.7705,8.0265,27.11597684,7.0605,300,2.796245037,6.518385455,0,0,0,6.819283313,35.19801345
SA,10-30 m,2017-06-13 00:00:00,19.5,22.793,1.1585,9.322,32.37696406,6.877,300,3.092301348,5.991302889,0,0,0,4.323751166,22.30356577
SA,10-30 m,2017-07-11 00:00:00,19.5,22.952,1.0495,8.049,33.02963965,7.4575,300,3.334138133,6.221524696,0,0,1.192769293,1.484498759,22.3688144
SA,10-30 m,2017-08-08 00:00:00,19.5,22.789,1.0065,8.9005,30.81343871,6.6605,300,3.155491799,6.091512029,0,0,0,7.410496059,25.50757843
SA,10-30 m,2017-09-12 00:00:00,19.5,23.2645,0.9855,9.9105,33.39566435,6.306,300,3.268322402,5.706557749,0,0,0,2.637088416,18.75491834
SA,10-30 m,2017-10-12 00:00:00,19.5,23.093,1.342,9.0995,30.14599215,5.7115,300,3.334640951,5.91250414,0,0,0,0,24.56028001
SA,10-30 m,2017-11-07 00:00:00,19.5,22.7515,1.973,8.725,32.85215228,6.873,300,3.14571708,6.013526768,0,0,0,0,20.39079164
SA,10-30 m,2017-12-13 00:00:00,19.5,24.5,2.402,8.521,32.57023565,3.7505,200,1.355490031,5.70702129,224.2459549,0,0,0,61.51454366
SA,10-30 m,2018-01-11 00:00:00,19.5,20.38456305,5.970736903,9.30339977,0.93628608,6.281488539,1137.993406,1.518229882,5.681891481,1.12310916,0.284118965,2.084528098,2.260568799,26.10454388
SA,10-30 m,2018-02-07 00:00:00,19.5,20.22411168,3.948254496,8.801696228,0.62752411,4.975039407,1219.135711,1.56493723,6.301466921,22.96458714,2.745797205,0.472764122,3.680967245,45.88756285
SA,10-30 m,2018-03-13 00:00:00,19.5,20.40535945,9.184678644,8.719573274,0.663026471,5.585868652,24.75895046,1.568108339,5.666521871,0.177340557,1.599359187,0.290990649,4.624032576,14.02741626
SA,10-30 m,2018-04-10 00:00:00,19.5,21.08208254,2.19978639,8.469688565,0.537865428,5.835450084,200.5552356,2.009870293,6.4442069,18.03520739,1.959648925,0.578796576,4.710486952,42.53957371
SA,10-30 m,2018-05-15 00:00:00,19.5,21.71640287,1.914159427,8.259942082,0.434775328,5.2296132,1.555377208,2.453447322,6.385894907,24.76696811,3.482565057,1.169154414,6.573112542,45.06791771
SA,10-30 m,2018-06-12 00:00:00,19.5,22.44659051,1.582606742,8.538905636,0.402719263,5.68602974,9.934984468,2.926620379,5.88460764,5.492481002,1.944279605,0.74205403,2.172157886,38.2549254
SA,10-30 m,2018-07-17 00:00:00,19.5,22.51379005,3.980062342,8.811599424,0.649077552,6.863778823,0,2.845888237,5.382524343,19.91157061,1.063924022,0.456597222,2.172619048,20.55512634
SA,10-30 m,2018-08-14 00:00:00,19.5,22.73934259,2.015675927,8.726710445,0.434315505,6.14836972,0,3.03962735,5.957847129,0.38690025,1.424707286,0.809542554,2.671672256,29.99641237
SA,10-30 m,2018-09-11 00:00:00,19.5,22.87597701,2.292796284,8.437050324,0.440224698,5.613058152,0,3.16540712,5.905694182,0.781288346,1.753195178,0.918556877,2.931896891,31.01673419
SA,10-30 m,2018-09-24 00:00:00,19.5,23.1386725,1.162482543,8.611790073,0.589775271,6.085640584,0,3.225268649,5.746348891,0,0,1.704462022,0,26.55058196
SA,10-30 m,2018-11-14 00:00:00,19.5,22.61309561,2.92694664,8.758259159,0.558501528,6.509340192,0,2.895709155,5.755653813,0.9795,1.821,0.976,4.1645,25.0939086
SA,10-30 m,2018-12-12 00:00:00,19.5,21.45330514,2.118637124,8.60736472,0.874841332,6.142632759,15.034493,2.234677617,5.91805049,0,0,0,0,36.0795418
SA,10-30 m,2019-02-12 00:00:00,19.5,20.58328182,3.334257759,8.290921028,0.657584863,7.03,0,1.803255446,6.018346888,5.797540867,1.47,2.186363636,2.12173913,32.54825689
SA,10-30 m,2019-03-12 00:00:00,19.5,20.95605184,3.249838349,8.431908143,0.626175499,6.6255,305.05,2.297713458,6.164668892,2.426666667,1.58,1.173333333,16.34419708,28.54350517
SA,10-30 m,2019-04-09 00:00:00,19.5,21.15461938,2.380832142,8.228953605,0.505126764,6.5145,290.45,2.43505984,6.259621615,1.651113654,1.1,1.782857143,23.8493283,33.27077615
SA,10-30 m,2019-05-14 00:00:00,19.5,22.13828028,1.163167903,8.36907283,0.448734138,5.8676624,322.6,3.128577515,6.261426521,0,2.110296282,2.510869565,66.6174199,33.4398083
SA,10-30 m,2019-06-12 00:00:00,19.5,22.39209326,1.246773769,8.337141942,0.493542577,5.418818482,321.1,3.286084329,6.14484622,0.021538462,15.63570933,1.597297297,61.69503142,30.51855267
SA,10-30 m,2019-07-12 00:00:00,19.5,22.74339995,1.697767296,8.249591816,0.569042766,5.752847556,246.3724996,2.876534296,5.494434348,35.18834352,0.59,0.718604651,1.613636364,31.95789791
SA,10-30 m,2019-08-13 00:00:00,19.5,23.30875083,1.640750092,8.125049039,0.495690742,6.151244586,0,3.445919322,5.610119094,2.569679868,0.78,8.091470886,1.513043478,22.43752356
SA,10-30 m,2019-09-10 00:00:00,19.5,23.30680521,5.35342465,8.662285241,0.760954276,6.152471263,245.9179208,2.995764345,4.78875964,5.274641989,0,0,0,14.42993255
SA,10-30 m,2020-02-11 00:00:00,19.5,21.06831568,7.823551554,8.42587713,0.795310598,6.879656867,246.1608607,1.862806215,5.059269707,0.770588235,0.6,0,1.722727273,10.19702798
SA,10-30 m,2020-05-12 00:00:00,19.5,22.61796725,2.351633441,8.078192184,0.50891505,6.084891852,247.8180466,2.811080438,5.459115369,36.26280353,0.199867742,1.597726118,1.6625,29.29756914
SA,10-30 m,2020-06-09 00:00:00,19.5,22.4992088,3.402511952,7.957018758,0.326207932,5.98492347,244.0475562,2.771382152,5.512234562,33.78845241,0.56524,0.612775758,1.095454545,26.76318724
SA,10-30 m,2020-07-14 00:00:00,19.5,23.00019599,2.725141466,7.515392998,0.552958049,5.943328549,244.4394085,3.078050418,5.383907583,37.90389214,1.00004,7.134479419,1.096428571,26.68331694
SA,10-30 m,2020-08-11 00:00:00,19.5,23.28680813,1.676763583,8.047594306,0.507241328,5.818721684,244.1896511,3.161880948,5.409743319,31.65546127,1.06526,6.381346649,2.409259259,28.18751472
SA,10-30 m,2020-09-08 00:00:00,19.5,23.11371733,1.227953686,8.189896827,0.446896842,5.820273418,243.4547922,3.070160778,5.469418142,16.61283246,1.585266774,4.606464291,0.54893617,31.18979316
SA,10-30 m,2020-10-13 00:00:00,19.5,23.41996413,2.185159787,7.78645615,0.54245639,6.380729446,241.2102958,3.245367138,5.314934558,0.387275,0.79351,8.054295609,0.513636364,22.463301
SA,10-30 m,2020-11-10 00:00:00,19.5,22.59557081,5.046970214,7.866688543,0.629196396,6.475708492,242.5372907,2.805868655,5.126495136,0.743568,0.506017241,0.552766667,1.352,15.53168866
SA,10-30 m,2020-12-08 00:00:00,19.5,21.87819234,2.455044709,7.925365742,0.674514677,6.540350451,245,2.406123685,5.560829147,1.176835659,0.873482143,1.5456,0.527272727,31.93932979
SA,10-30 m,2021-01-19 00:00:00,19.5,21.23590083,3.797246317,7.865449263,0.595260015,6.761469779,244.409428,1.95033352,5.650517895,20.73031545,0,2.536072,0.593023256,30.61257812
SA,10-30 m,2021-02-16 00:00:00,19.5,20.8221532,3.22378936,8.07182891,0.489340695,6.199681646,247.2812962,1.799532572,5.82695307,82.17273362,0.413448214,1.81424,0.534782609,39.05774614
SA,10-30 m,2021-03-16 00:00:00,19.5,20.96659261,1.928300333,8.198215218,0.553283455,6.277560643,248.0647653,1.901477137,5.993232832,91.8995151,1.75007,0.838697674,0.55625,42.79060507
SA,10-30 m,2021-04-13 00:00:00,19.5,21.08325112,2.588917998,8.414834347,0.540600776,6.465828007,248.8674536,1.865053883,5.806955935,34.66945937,1.35875,1.762526316,1.829076087,37.34198524
SA,10-30 m,2021-05-11 00:00:00,19.5,21.70044324,2.040627073,8.457005017,0.585310726,6.070283139,247.8951505,2.116651961,5.617416155,44.74047856,1.47832,3.3626,2.842307692,46.92495655
SA,10-30 m,2021-06-08 00:00:00,19.5,22.42484483,1.345281778,7.83606651,0.493613435,5.757711432,248.7,2.751759763,5.885167495,54.0608809,4.25017,0.895745455,1.622222222,39.52213216
SA,10-30 m,2021-07-13 00:00:00,19.5,22.68047965,1.981333562,7.734063115,0.582320985,5.999811831,245.3734685,2.871417925,5.56617146,60.25839747,0.517262069,1.274596453,2.341706924,32.02173299
SA,10-30 m,2021-08-10 00:00:00,19.5,23.0148081,1.692064302,8.054621299,0.50617073,6.497970676,244.8310437,3.006287362,5.424866345,11.28284194,1.35875,2.243596191,1.273913043,27.04205079
SA,10-30 m,2021-09-07 00:00:00,19.5,23.119472,2.467475693,7.756325731,0.738374228,6.236337704,243.0521123,3.088267954,5.224716066,5.675589548,1.872445161,3.739466589,1.177272727,23.91170245
SA,10-30 m,2021-10-12 00:00:00,19.5,23.27602981,3.234725641,7.114350686,0.616384834,5.909058727,243.7304849,3.273013168,5.357615224,19.06812838,2.251141935,15.41731799,0.888461538,26.07291756
SA,10-30 m,2021-11-09 00:00:00,19.5,23.12866772,7.249647705,7.752722324,0.701342028,6.692729885,242.6977593,3.055071374,4.599136162,1.485335593,1.34788,2.077077183,1.181818182,0.308770381
SA,10-30 m,2021-12-07 00:00:00,19.5,21.56310203,10.21225666,8.276201058,0.789313341,6.582465145,245.4414677,2.101442258,4.51123802,1.495004444,1.367516129,1.921266667,1.018181818,3.419744909
SA,10-30 m,2022-01-18 00:00:00,19.5,20.87506622,2.467330656,7.772790501,0.403530641,6.426919588,247.3370145,1.628612099,6.234202772,114.9177443,11.75214231,3.641527273,2.732,42.14328457
SA,10-30 m,2022-02-08 00:00:00,19.5,20.77889758,3.276958318,7.828249234,0.501209538,6.509953956,248.1155266,1.781783448,6.004719033,101.1936141,2.419451613,1.356693333,0.957142857,44.40730358
SA,10-30 m,2022-03-08 00:00:00,19.5,20.59682883,1.253477927,7.760810355,28.8533293,6.550309707,248.3380631,1.715007675,6.389922936,186.166506,2.319968571,1.100365432,1.169565217,49.65165761
SA,10-30 m,2022-04-05 00:00:00,19.5,21.28623242,3.195609984,7.596286643,0.464359473,6.40703924,250.0527599,2.134747598,6.086561221,50.96314941,5.918111111,0.489802817,0.981071429,35.49930383
SA,10-30 m,2022-05-10 00:00:00,19.5,22.45064351,1.606065828,7.867742635,35.7748227,6.528008282,249.6851012,2.774493802,5.80725425,28.75111407,2.36966,1.290077419,1.275,32.67216835
SA,10-30 m,2022-06-14 00:00:00,19.5,22.4143464,1.982089379,7.685794374,0.506276006,6.248032816,247.0391182,2.761517197,5.685768898,47.71739035,1.124482759,1.445346371,1.285714286,32.96729938
SA,10-30 m,2022-07-12 00:00:00,19.5,22.68841566,1.522474197,7.758933806,0.538988105,6.431702522,247.1230169,2.896432846,5.705241299,15.23962885,2.957389655,2.070622593,1.292,31.25614968
SA,10-30 m,2022-08-09 00:00:00,19.5,23.01209374,2.143238681,7.513050362,0.565663597,6.750752145,246.2639675,3.094643003,5.580693512,4.783933377,2.100467647,3.85736662,1.246153846,24.6345842
SA,10-30 m,2022-09-06 00:00:00,19.5,23.12252034,2.039392645,8.131958321,0.510942428,6.260608128,244.8896269,3.079272853,5.522610133,8.190832099,4.52192,3.408687893,0.664285714,30.69729001
SA,10-30 m,2022-10-18 00:00:00,19.5,22.79417388,2.816339095,7.628537212,0.564287952,6.432340974,242.6745523,2.91880228,5.506681302,1.897928814,3.935689655,2.275775091,1.459090909,24.980814
SA,10-30 m,2022-11-08 00:00:00,19.5,22.82747033,1.850233512,8.252098971,0.456061636,6.001341606,243.3991776,2.853103627,5.579650803,6.021853521,3.132889286,1.982239727,2.003416149,34.20742686
SA,10-30 m,2022-12-06 00:00:00,19.5,21.65971532,2.506650495,7.686267944,0.577366201,6.257991426,245,2.201308815,5.807913169,33.97846801,3.317224138,2.623988136,1.747727273,56.15739505
SA,10-30 m,2023-01-17 00:00:00,19.5,20.81314863,2.515218654,7.357148496,0.551334888,6.517270579,247.4138765,1.803773533,6.156382382,166.1423565,3.922371563,2.225159165,1.0625,59.85803572
SA,10-30 m,2023-02-14 00:00:00,19.5,20.60736168,5.320058396,7.004252022,0.757504716,6.612835635,248.004665,1.77619341,5.896412201,161.2141792,3.22839,0.525107692,1.486956522,37.59819926
SA,10-30 m,2023-03-14 00:00:00,19.5,20.94465626,5.034511439,7.586651114,0.544124145,6.403694342,249.2674612,1.925547164,5.844330878,97.3278967,4.110836364,0.528342857,1.33,36.53445258
SA,10-30 m,2023-04-11 00:00:00,19.5,21.84196033,2.319221995,7.384261561,0.462271091,6.777494014,250.1031472,2.429713201,6.164813516,38.74134742,4.585163636,0.9296,1.218181818,55.09888467
SA,10-30 m,2023-05-09 00:00:00,19.5,22.66346187,2.097105521,6.83426497,0.500920176,6.708162235,250.8805219,3.020118881,5.903576014,30.09177294,1.619980645,10.17466307,1.253333333,30.11676736
SA,10-30 m,2023-06-13 00:00:00,19.5,23.20553096,1.966843531,7.753870785,0.525232724,5.857528959,250.8038221,3.203603847,5.586520369,22.04367979,2.026478571,7.394316799,1.330434783,27.27251675
SA,10-30 m,2023-07-18 00:00:00,19.5,23.72490046,5.441650928,7.297533846,0.653398553,6.725215304,0,3.696608674,5.260893578,0.17705188,0,15.78327485,0,7.292761169
SA,10-30 m,2023-08-16 00:00:00,19.5,23.61621905,3.110810213,6.93700152,0.633349552,6.067717118,249.0965304,3.453879106,5.443704549,10.27738162,0,26.8727534,0,20.50969266
SA,10-30 m,2023-09-05 00:00:00,19.5,23.56999018,2.220730655,7.151202007,0.648608937,5.772385694,247.8138892,3.400724342,5.507463702,21.89457181,0,27.16738011,0,26.36138793
SA,10-30 m,2023-10-18 00:00:00,19.5,24.00533228,28.72763248,9.438406295,42.31083373,6.945743946,300,3.635996217,1.861080573,0,0,0,0,0
SA,10-30 m,2023-11-14 00:00:00,19.5,22.71629423,6.057385869,7.346155227,0.613016918,6.590675339,244.7916665,2.810323222,5.21247078,0,0,0.096953779,0,17.86395204
SA,10-30 m,2023-12-05 00:00:00,19.5,22.40294048,4.385833363,7.95977536,0.621766524,6.655038351,246,2.562619561,5.399460673,0,0,0,0,20.43774102
SA,30+ m,2014-02-18 00:00:00,40,20.44333333,31.87278315,8.5,6.511220329,6.46,300,1.965824842,5.399294378,6.781083541,21.3,0,16.44686888,66.61115248
SA,30+ m,2014-03-26 00:00:00,40,21.06666667,31.87278315,7.77,1.886666667,4.343333333,229.3333333,0.664414675,8.267040776,398.2314122,178.8666667,154.3586999,177.018388,0
SA,30+ m,2014-04-22 00:00:00,40,20.67666667,0.602857143,8.00047619,4.976390977,2.992380952,300,2.170867825,6.799741136,132.924427,69.72089586,22.05124284,96.87203818,60.89424587
SA,30+ m,2014-05-19 00:00:00,44,20.88689655,0.447586207,8.318965517,8.338730203,3.806206897,300,2.295420502,6.685226805,45.32007363,34.26177918,0,68.83021885,65.18726883
SA,30+ m,2014-06-24 00:00:00,44,20.94,0.398965517,7.879310345,5.831169209,2.901034483,300,2.416079854,6.750433034,83.92593561,105.3430432,0.488510875,80.68450333,70.38488399
SA,30+ m,2014-07-22 00:00:00,44,20.96689655,0.435862069,8.335862069,5.909940789,2.830344828,300,2.372267966,6.647686946,48.75962951,60.51254854,0,78.8672478,68.84102333
SA,30+ m,2014-08-12 00:00:00,42,21.1644,0.5596,8.1928,7.643523411,2.9324,300,2.496597501,6.61309645,58.85470464,82.70427304,0,72.94472674,65.97842638
SA,30+ m,2014-09-08 00:00:00,44,21.13551724,0.466206897,7.343793103,6.253929083,2.639655172,300,2.609707292,6.789862369,113.1898932,169.3154692,13.44314484,81.35756847,71.03923684
SA,30+ m,2014-10-07 00:00:00,42.5,21.30115385,0.404230769,8.623461538,7.110723318,2.724230769,300,2.520857802,6.506499838,68.06919989,70.62644198,11.87374614,79.69587278,64.33257373
SA,30+ m,2014-11-11 00:00:00,42.5,21.35,9.360749309,8.458076923,11.36157144,4.055,300,2.462533177,6.596287392,77.84980513,66.92807091,17.81061922,69.20972284,50.09701125
SA,30+ m,2014-12-08 00:00:00,43.5,21.11857143,3.974642857,8.430714286,25.36036001,6.955714286,300,2.289993015,6.188167714,0,0,0,7.520465725,29.93854931
SA,30+ m,2015-01-13 00:00:00,44,20.19275862,4.465172414,8.422413793,2.056880854,0,300,1.989338373,6.276858224,20.8862247,178.2665017,0,110.5651101,67.48833581
SA,30+ m,2015-02-10 00:00:00,44,20.17241379,1.844827586,8.115172414,13.84875606,5.868965517,300,1.833992003,6.767505409,54.71439231,0,0,53.85120313,55.91551404
SA,30+ m,2015-03-10 00:00:00,44,20.30206897,5.023448276,8.356896552,23.01929587,6.680689655,300,1.833734399,6.283086393,0,0,0,24.55909312,33.6585767
SA,30+ m,2015-04-14 00:00:00,44,20.49793103,0.507586207,8.086206897,6.651208478,3.835517241,300,2.10081982,6.829370799,91.17887692,60.05478416,0,77.87850189,69.11005627
SA,30+ m,2015-06-09 00:00:00,44,20.64551724,0.531724138,7.945862069,6.106303204,3.496551724,300,2.216298221,6.808766552,84.67720419,64.95157747,0,79.14307032,69.56227464
SA,30+ m,2015-07-14 00:00:00,44,20.7962069,0.652758621,8.026206897,6.221022608,3.212413793,300,2.301505305,6.732184238,78.45368652,81.62011042,0,78.72165079,68.54642673
SA,30+ m,2015-08-10 00:00:00,44,20.93965517,0.656896552,8.159655172,7.118500192,3.214827586,300,2.366283193,6.666453752,62.31301921,72.82281339,0,74.46192771,66.75495208
SA,30+ m,2015-09-09 00:00:00,44,20.93482759,0.562758621,7.86137931,4.640783098,2.419655172,300,2.430929628,6.727165935,92.11397512,127.2789699,0.548052342,86.00227731,71.79969381
SA,30+ m,2015-10-06 00:00:00,44,21.03275862,0.433448276,7.991034483,4.734613425,2.109310345,300,2.48109254,6.68743725,77.34568433,117.9593837,0.889291682,87.58132316,72.55362608
SA,30+ m,2015-11-11 00:00:00,43.75,21.75,31.87278315,7.8825,20.38283425,2.795,230,2.27286169,5.928897148,140.1482245,0,6.150417014,0,68.08509416
SA,30+ m,2016-01-19 00:00:00,43.5,21.26642857,1.435357143,7.5075,15.16927651,5.227142857,300,2.570250436,6.634578509,28.88437267,45.83066518,3.576996074,41.41159851,52.49200802
SA,30+ m,2016-02-16 00:00:00,44,20.63517241,2.335172414,8.115517241,19.98726048,7.01,300,2.060518191,6.594106939,0,0,0,27.21397412,43.87132129
SA,30+ m,2016-03-01 00:00:00,44,20.64,1.384827586,8.475862069,16.70701385,6.325172414,300,2.042337366,6.635824738,0,0,0,38.56799761,50.76554554
SA,30+ m,2016-04-12 00:00:00,44,20.71241379,0.325517241,8.22862069,8.679542457,4.281034483,300,2.191401546,6.773112376,42.35982352,4.940654876,0,67.95428858,65.60384556
SA,30+ m,2016-05-17 00:00:00,43.5,20.805,0.208214286,7.834642857,5.612442658,3.334285714,300,2.329184083,6.828368546,83.03849523,57.51830894,0,79.38763864,70.74928333
SA,30+ m,2016-06-14 00:00:00,44,20.82172414,0.295517241,7.878275862,3.958933674,2.682413793,300,2.355576902,6.788528719,81.88865897,85.16928249,0,86.33024112,72.83731309
SA,30+ m,2016-07-12 00:00:00,43.5,20.83,0.295357143,8.055714286,4.606818513,2.800714286,300,2.331366566,6.759196657,64.6245065,57.64889658,0,83.96187618,71.77566874
SA,30+ m,2016-08-09 00:00:00,44,20.99241379,0.524482759,7.913103448,5.59413859,2.842758621,300,2.442993445,6.707772092,63.07560276,82.85203527,0.222643528,79.28886617,69.2086397
SA,30+ m,2016-09-06 00:00:00,43.5,21.04214286,0.318928571,9.174642857,5.438803689,2.2625,300,2.321072973,6.471061354,0.429857437,5.17604132,0,81.5170147,68.61466431
SA,30+ m,2016-10-11 00:00:00,42,21.2948,0.5336,8.1464,6.78280196,2.414,300,2.595762763,6.582677012,61.72575202,97.40737759,1.19853034,78.83128154,67.37067684
SA,30+ m,2016-11-08 00:00:00,44,21.22275862,0.998275862,8.363103448,9.361065112,3.322413793,300,2.497145034,6.506637462,33.9819676,49.97654438,0,67.63442476,61.19837557
SA,30+ m,2016-12-05 00:00:00,43.5,21.29321429,0.698214286,8.065714286,15.15236581,5.4575,300,2.506245256,6.616869017,17.29637976,26.57907616,0.351579807,39.30220674,53.32891113
SA,30+ m,2017-02-07 00:00:00,43.5,20.35071429,1.259642857,8.396428571,16.41034565,6.706071429,300,1.872445309,6.753289978,12.12347961,0,0,41.19436712,52.57683674
SA,30+ m,2017-03-13 00:00:00,43.5,20.43642857,0.611071429,7.966428571,9.484887571,4.841785714,300,2.045808505,6.872000098,89.0600146,29.63320893,0,66.84959851,64.89805288
SA,30+ m,2017-04-18 00:00:00,43.5,20.55857143,0.5275,7.948214286,9.45954393,4.726785714,300,2.123098951,6.851559809,78.18870793,25.17171426,0,65.98691669,64.76482261
SA,30+ m,2017-05-16 00:00:00,43.5,20.61678571,0.281071429,7.775,6.142083158,3.754285714,300,2.2140041,6.887832022,108.0198149,75.14759401,0,78.40623064,70.42605147
SA,30+ m,2017-06-13 00:00:00,43.5,20.68285714,0.329285714,9.031785714,6.736205721,3.256785714,300,2.099249447,6.60976148,7.043709941,0,0,77.52021489,67.89422757
SA,30+ m,2017-07-11 00:00:00,43.5,20.79357143,0.259285714,7.731428571,5.630179719,3.371071429,300,2.335013931,6.845624429,99.04643454,88.66989758,0,79.37578919,70.74380791
SA,30+ m,2017-08-08 00:00:00,43.5,20.71285714,0.250714286,8.418928571,4.765093656,2.876785714,300,2.212376618,6.726670104,55.83038967,41.46716696,0,84.38197648,71.63761324
SA,30+ m,2017-09-12 00:00:00,43.5,20.86142857,0.191785714,9.378214286,3.237601622,1.413214286,300,2.218429097,6.484640455,8.72008206,29.3049627,0,95.1264736,74.16716759
SA,30+ m,2017-10-12 00:00:00,43.5,20.95535714,0.348928571,8.093571429,2.850114207,1.423214286,300,2.444799335,6.690956611,88.23581834,140.0056731,0.62015393,97.70472522,76.40621294
SA,30+ m,2017-11-07 00:00:00,44,21.04862069,0.600344828,7.88,4.886178298,1.948965517,300,2.5098237,6.680917514,94.83442122,150.7759114,3.301121333,89.46503025,72.59817891
SA,30+ m,2017-12-13 00:00:00,43.5,24.5,2.331071429,8.366071429,27.59996137,3.699642857,200,1.438763451,5.67757344,219.9199819,0,0,0,66.7702446
SA,30+ m,2018-01-11 00:00:00,40,20.29435785,5.95917581,9.240860196,1.385320215,6.169966385,1053.093706,1.41815292,5.460612035,1.084323577,0.34068928,5.032405231,3.425778973,29.6772345
SA,30+ m,2018-02-07 00:00:00,40,20.11063665,2.91446368,8.736008774,1.156349003,5.036349918,1408.591103,1.344390221,5.904040022,73.66539631,4.326533103,5.786789885,6.413013251,53.65489615
SA,30+ m,2018-03-13 00:00:00,40,20.48152895,6.469352051,8.487380928,5.299178692,3.921926739,444.4775751,1.673780416,5.489304653,43.83211673,4.602949401,0.355119978,10.54528286,45.81980713
SA,30+ m,2018-04-10 00:00:00,40,20.57456454,1.289316901,8.20604732,1.368277777,2.962574031,962.9493158,1.878509406,5.899098027,186.8720757,10.05153064,0.338721177,10.88250584,77.92638755
SA,30+ m,2018-05-15 00:00:00,40,20.66236945,1.921662628,8.031787743,2.414115229,1.9829742,491.556565,1.883514408,5.250141485,232.2964005,47.4662091,1.311954486,11.81837826,80.68957532
SA,30+ m,2018-06-12 00:00:00,40,20.75882427,2.080417716,8.038397009,1.26611141,2.336694323,820.0947071,1.876795248,6.685034759,182.9806694,48.33113992,0.662519967,26.2207749,75.188903
SA,30+ m,2018-07-17 00:00:00,40,20.71659186,1.209023369,7.997323796,0.585686374,2.37225297,739.05722,2.000947926,6.513198086,141.2349876,50.26284691,0.395998677,30.11956882,71.89308765
SA,30+ m,2018-08-14 00:00:00,40.5,20.89033218,0.84797023,8.051557824,0.414888944,2.558253659,637.9538551,2.289463471,5.989766063,121.3426941,40.67128696,1.494586764,25.83944893,79.69764938
SA,30+ m,2018-09-11 00:00:00,40,19.83131782,0.910445244,7.440285249,0.697728004,1.660955352,344.7430631,2.346103199,5.621585229,150.8942082,73.78509653,0.498132876,33.28289437,88.10168381
SA,30+ m,2018-09-24 00:00:00,40,20.90269164,0.564055165,7.757249564,0.389785749,1.194509144,467.7940305,2.275555234,6.587083705,160.4933831,106.7268184,1.616643858,36.82169274,79.60742192
SA,30+ m,2018-11-14 00:00:00,40.5,21.09750154,0.954088856,7.902366652,0.532459401,1.841741902,510.8045571,2.282236954,5.74935493,130.6178436,92.2392149,3.689381928,35.71869807,78.67066374
SA,30+ m,2018-12-12 00:00:00,40.5,21.36305865,1.526515606,8.450457371,0.940698114,5.492709329,124.2543146,2.278657224,5.943337081,9.879939405,0,0,0,46.85471217
SA,30+ m,2019-02-12 00:00:00,40,20.69476155,5.638721242,8.275098678,1.628428197,8.007142857,0,1.569269723,5.111681794,3.270508267,2.338095238,8.08008658,3.062111801,26.0300706
SA,30+ m,2019-03-12 00:00:00,40,19.63024569,1.1456394,8.165837045,2.410193301,4.122380952,305.0125623,2.139910708,6.007597068,116.0903081,6.9,1.961904762,25.52749233,78.60470407
SA,30+ m,2019-04-09 00:00:00,39.55,20.99220557,1.13176319,7.703871785,1.708422839,5.1565,293.45,2.3255931,5.916327608,81.87157378,17.79359306,4.317142857,34.11998465,46.10375339
SA,30+ m,2019-05-14 00:00:00,39.55,21.0379877,0.532732023,7.916739691,1.628223296,2.691571532,324.8,2.594520631,6.318312246,76.37210798,147.67025,2.440217391,103.8563198,58.07564298
SA,30+ m,2019-06-12 00:00:00,40,21.11705251,2.074306771,7.836118647,1.071598973,2.435570754,258.1402813,2.573175657,6.505536514,65.74469095,128.0329027,2.295988644,100.1543649,62.84797542
SA,30+ m,2019-07-12 00:00:00,39.55,21.05163043,2.214808796,7.584983296,0.854799408,2.272247825,268.1313128,1.999594234,6.518894878,231.2524506,11.985,2.174986407,5.318181818,67.79022784
SA,30+ m,2019-08-13 00:00:00,39.55,20.72506061,0.645790512,7.250498151,0.577688954,1.685055949,76.55851502,2.280306412,6.73583905,180.9669895,110.4613305,12.85172582,29.99907366,82.3146036
SA,30+ m,2019-09-10 00:00:00,39.55,21.1978698,2.119939225,7.890657054,0.852044034,2.054436077,237.8163185,2.076202968,6.302224437,196.2176269,0,0,0.60184983,76.84125095
SA,30+ m,2020-02-11 00:00:00,38.5,20.8940434,4.335585955,8.088750314,1.037939864,5.455079952,248.0245581,1.928676908,5.479402969,67.75942074,1.666666667,0,1.813131313,37.12260115
SA,30+ m,2020-05-12 00:00:00,37.5,21.00469089,0.861814194,7.307791526,0.554232408,3.406433666,250.7494791,2.144993781,6.227197573,216.693354,1.301770161,2.249075294,1.947916667,88.73187352
SA,30+ m,2020-06-09 00:00:00,38,21.04309848,0.771143587,7.143050986,0.179283618,2.936851687,251.4480418,2.228674095,6.66240983,210.6513558,6.099988235,6.551732262,2.713101604,66.3563146
SA,30+ m,2020-07-14 00:00:00,39,21.0672018,0.739271272,6.403035337,0.436923153,2.385170833,251.7550278,2.245592086,6.66934971,296.9786927,53.78492983,22.8218533,3.070780399,93.14388514
