Sitio,Depth Group,Fecha,Profuidad (m),Temp. (°C),Chl a (µg/l),Ph (Unidad),Turbidity (NTU),DO (mg/L),TDS (mg/l),DBO (mg/l),Sechi  (m),NO3 (µg/L),PO4 (µg/L),NH4 (µg/L),PT (µg/l),NT (µg/l)
SA,30+ m,2020-08-11 00:00:00,38,21.06118203,0.738226733,6.934358422,0.526358421,2.254273946,252.1459357,2.256865419,6.53093917,256.7771252,8.599168143,10.40941104,2.02832244,93.38855038
SA,30+ m,2020-09-08 00:00:00,39,21.12222612,0.562686358,7.143706132,0.753513756,1.288306507,253.4598623,2.328845387,6.534382368,253.5134964,38.50901785,14.05663836,1.182530795,95.8554225
SA,30+ m,2020-10-13 00:00:00,38,21.25345412,0.672927528,6.689885725,0.421453001,1.270121733,252.5245372,2.450921173,6.520398216,263.5525745,83.48606417,25.51410438,1.620320856,88.43484763
SA,30+ m,2020-11-10 00:00:00,38.5,21.41201756,3.069406934,6.972956275,0.436817227,2.62924935,249.2876481,2.443054028,6.073767842,199.3025713,44.95941658,13.73825284,2.070092593,72.63118764
SA,30+ m,2020-12-08 00:00:00,39.5,21.56442046,1.797066234,7.604494835,0.71016843,4.896233301,246.2830147,2.352894775,5.689982436,86.9338859,1.455803571,3.756635584,0.618181818,49.00139872
SA,30+ m,2021-01-19 00:00:00,36.5,21.15177657,3.805632988,7.646729756,0.907861762,6.353289721,246.9521511,1.883107066,5.281227143,45.60011788,63.94527033,6.69392,0.880398671,33.25009079
SA,30+ m,2021-02-16 00:00:00,38.5,20.6675003,1.803537598,7.80999911,0.943463906,5.543697011,249.2899483,1.632850103,5.482733791,172.9271049,1.559327381,6.812088889,0.775362319,63.19241428
SA,30+ m,2021-03-16 00:00:00,38.5,20.86468499,1.21637949,7.789264655,0.778153328,5.322789326,249.2446318,1.965653233,5.993823124,161.5982474,3.6958,1.481033592,0.560185185,53.25952231
SA,30+ m,2021-04-13 00:00:00,38,20.96862324,1.53428506,8.028846863,1.187045864,5.391036711,162.9508385,1.982108092,5.724623739,105.2836971,3.772529412,2.791331269,2.030370844,59.41023324
SA,30+ m,2021-05-11 00:00:00,37.5,21.03674112,0.943566568,8.075241939,0.574083059,4.729968179,251,1.907333556,6.194546234,138.9034516,5.1089,3.131409884,2.562403846,80.53824365
SA,30+ m,2021-06-08 00:00:00,38,21.07172089,0.68904426,7.1520191,0.598120362,3.780661965,251.7647059,2.165500218,6.533281209,226.478209,6.726611765,1.560483166,1.995642702,86.59497859
SA,30+ m,2021-07-13 00:00:00,38.5,21.06447614,0.866048142,6.774832406,0.666968645,3.227989893,251.6615711,2.181559412,6.53965775,266.7211122,4.760310345,7.111993272,3.47826087,88.10148468
SA,30+ m,2021-08-10 00:00:00,40,21.0899309,0.81739526,7.021228179,0.669198413,2.972637784,252.2123312,2.181448928,6.388332805,237.2545258,7.479595238,6.589416252,2.854813665,93.13837797
SA,30+ m,2021-09-07 00:00:00,39,21.15284104,0.84574937,6.772355248,0.5710951,2.534214195,252.4615052,2.265680557,6.352832271,255.9892038,16.16583451,15.51077451,1.784335344,78.98941786
SA,30+ m,2021-10-12 00:00:00,40,21.19828983,1.007351244,6.131734004,0.659167965,1.992944923,253.337028,2.39995649,6.649836091,307.292678,88.90594172,29.15812926,2.813505335,97.91626564
SA,30+ m,2021-11-09 00:00:00,39.5,21.35529317,1.675045034,6.858351666,0.575625272,2.212028435,225.4621969,2.361320697,6.176555848,223.465194,56.47370535,18.72850144,3.360354569,76.67087469
SA,30+ m,2021-12-07 00:00:00,39.5,21.46770627,11.19949307,8.128942341,1.159895285,6.104925314,246.8992309,2.161939981,4.269203047,2.25726,1.525306452,0.727183333,1.245454545,0.283544371
SA,30+ m,2022-01-18 00:00:00,39.5,20.76482502,1.179684693,7.39004722,0.639917739,5.949600044,248.8694283,1.628182248,6.223268767,197.9438838,14.19789231,6.466345455,3.532,67.22631541
SA,30+ m,2022-02-08 00:00:00,39.5,20.69960623,5.675701761,7.516449384,0.99398914,6.345077565,249.1620571,1.69534171,5.560325372,103.3359026,8.027418296,2.21536,1.877678571,44.75313268
SA,30+ m,2022-03-08 00:00:00,38.5,20.49509337,0.717166951,7.743314311,22.91909688,6.354251871,250.4691357,1.584033923,6.314102237,203.9674813,3.923552381,4.48017284,1.589371981,71.10411115
SA,30+ m,2022-04-05 00:00:00,39,20.82327003,1.26382283,7.285100065,0.517837972,4.864959109,250.5740036,1.968488162,6.579915243,221.918261,6.801695906,0.248243143,1.653007519,80.24868454
SA,30+ m,2022-05-10 00:00:00,38,20.96445696,0.83904104,7.24408633,17.61573922,3.990101036,252.8198293,2.141339035,6.643785095,210.0994333,6.617250304,0.422315732,1.962184874,86.44724497
SA,30+ m,2022-06-14 00:00:00,39.5,20.91534008,0.731724562,6.663063987,0.46451975,3.29849468,252.0329815,2.119072892,6.743616619,292.2614691,11.49586672,9.040075682,2.804347826,89.29345279
SA,30+ m,2022-07-12 00:00:00,39.5,20.98317133,0.7861188,6.981247419,0.475019565,3.375012811,251.3389017,2.117753905,6.648913256,256.6151281,6.836855172,3.944552463,1.971,87.45667125
SA,30+ m,2022-08-09 00:00:00,39,21.00949388,0.848891355,6.589315423,0.534453966,2.813624392,252.3569644,2.288092812,6.559710979,280.9136122,35.48180035,12.93727829,1.858299595,79.71559894
SA,30+ m,2022-09-06 00:00:00,39,21.16413698,0.926299496,7.054065609,0.341886091,2.244899803,253.4942765,2.297232823,6.606261417,234.5089009,31.67885576,12.17860187,0.887218045,90.88367064
SA,30+ m,2022-10-18 00:00:00,39.5,21.21082502,0.934826863,6.482682037,0.4261926,2.012067679,252.1754574,2.377683399,6.493728785,268.0409429,98.84765343,25.2170582,2.43844697,71.68230289
SA,30+ m,2022-11-08 00:00:00,39.5,21.31989107,0.8302149,7.441458746,0.485798855,1.938095021,252.6719493,2.29228442,6.459924538,200.1284373,27.03566442,7.848975332,2.452173913,89.30022239
SA,30+ m,2022-12-06 00:00:00,40,21.55379554,2.184938887,7.285017063,0.851101565,5.757669235,246.1849501,2.201533899,5.690292727,82.05919248,6.827216749,4.742418079,2.887445887,61.04920233
SA,30+ m,2023-01-17 00:00:00,39,20.72032604,2.030586342,7.20642001,0.88103555,6.287206268,234.9473684,1.736391271,5.903067109,197.4787725,4.396986513,4.611906816,1.447368421,70.68794867
SA,30+ m,2023-02-14 00:00:00,39,20.49641571,3.649082814,6.174805303,0.875556591,6.355059947,249.1553576,1.836962732,6.070447941,256.3648402,3.341094737,2.221408907,1.588100686,54.23019281
SA,30+ m,2023-03-14 00:00:00,40,20.61523342,1.768485596,6.96565077,0.652379881,4.775039232,251.7991981,1.968386287,6.451232895,235.2871144,7.378424242,0.786068027,2.265079365,75.37102987
SA,30+ m,2023-04-11 00:00:00,39.5,20.73857717,0.976231952,6.479934403,0.607075337,2.771933033,253.0087214,2.050653536,6.716104492,344.8195731,73.94154979,9.366405752,2.27826087,92.11778839
SA,30+ m,2023-05-09 00:00:00,39.5,20.81432431,0.941084271,6.134163855,0.519512612,3.166733899,252.4223648,2.190490987,6.779718331,329.5930912,72.56563594,16.53517795,2.806969697,81.71893932
SA,30+ m,2023-06-13 00:00:00,39,20.86865653,0.729259035,6.836675476,0.39890648,2.133089941,254.4576102,2.14243297,6.775221937,298.8199555,54.71608032,10.19082146,2.61722488,94.67748103
SA,30+ m,2023-07-18 00:00:00,39.5,20.93332834,0.664310979,6.081102582,0.551967495,1.18247098,0,2.511621715,6.802534283,308.4663968,277.1924024,35.18424461,34.50074866,83.38249505
SA,30+ m,2023-08-16 00:00:00,38,20.95209347,0.809273575,5.89133338,0.549717928,1.515417002,254.1817926,2.314181065,6.641044775,370.2019365,178.5196114,33.66532153,0,84.20220414
SA,30+ m,2023-09-05 00:00:00,39.5,21.04173257,0.642770955,5.92570275,0.452911269,1.244189024,255.1773995,2.387466854,6.686542024,356.4160455,189.2173873,39.40532184,0,85.84054308
SA,30+ m,2023-10-18 00:00:00,39.5,21.26701503,6.477109447,8.533882146,14.23668008,1.140362964,300,2.53556088,5.730210871,0,20.9500694,0,64.74664297,42.58495634
SA,30+ m,2023-11-14 00:00:00,39.5,21.43913285,1.667279407,6.671151935,0.547437443,2.88338498,250.793295,2.414540749,6.235451166,230.7198773,105.2204201,17.25223112,0,67.22921641
SA,30+ m,2023-12-05 00:00:00,39.5,21.62038555,3.005882031,7.536232655,0.980177108,3.700522604,250.0700982,2.345623602,5.5992952,132.5721536,26.96673413,1.526055836,0,51.59961146
WG,0-10 m,2014-02-14 00:00:00,2.592857143,21.25428571,31.87278315,9.012857143,34.22680402,7.681428571,1090.927637,1.995351223,6.393150287,0,0,0,0,34.32171754
WG,0-10 m,2014-02-19 00:00:00,4.494,20.7,26.29898452,9.455,26.47766441,7.606,300,1.680636295,6.403641664,14.98121016,5.8,15.43586999,21.64408542,37.85606627
WG,0-10 m,2014-03-26 00:00:00,4.927272727,22.58181818,26.59707712,9.585454545,36.14086898,7.386363636,206,2.215035286,6.183495447,51.19926504,13.32727273,14.03260908,16.09353326,34.63799776
WG,0-10 m,2014-04-23 00:00:00,4.51,20.134,0.550778,7.863,29.15398227,7.241,434.0804742,2.84697681,6.545586411,39.82314122,24.8,15.43586999,17.7018388,24.89537228
WG,0-10 m,2014-04-27 00:00:00,5,22.71555556,0.756666667,8.698888889,33.8948543,7.141111111,300,3.088827587,6.231731569,0,0,0,0,23.44499863
WG,0-10 m,2014-05-20 00:00:00,0,0,0,0,0,8.07,763.1295693,0.234103725,8.337645514,285.5049383,769.3134483,0,177.018388,0
WG,0-10 m,2014-06-25 00:00:00,4.51,23.677,0.359,9.021,34.25551558,7.2,300,3.407099916,6.195652555,39.82314122,10.53,15.43586999,17.7018388,13.59616799
WG,0-10 m,2014-07-23 00:00:00,4.51,23.242,0.565,8.516,31.33170251,6.884,300,3.303029794,6.185797904,0,0.27,0,0,25.0282293
WG,0-10 m,2014-08-13 00:00:00,4.51,23.385,0.474,9.385,34.27791904,7.466,300,3.31189592,6.1910428,0,3.6,0,0,13.49434202
WG,0-10 m,2014-09-09 00:00:00,4.51,23.437,1.195,9.771,36.13099771,8.07,300,3.348545436,6.064154905,0,1.96,5.15074356,0,16.48091882
WG,0-10 m,2014-09-25 00:00:00,4.51,23.57,1.585,9.593,36.52754448,8.037,300,3.697615895,5.976818012,0,2.66,5.935603815,0,26.30502848
WG,0-10 m,2014-10-08 00:00:00,4.51,23.695,2.211,9.598,38.01986593,8.037,300,3.081151335,5.169412864,39.82314122,10.2,15.43586999,17.7018388,5.659529337
WG,0-10 m,2014-11-12 00:00:00,4.51,22.408,1.809,9.881,32.21531472,7.823,300,2.99464819,6.315910514,39.82314122,11.66,15.43586999,17.7018388,17.88392732
WG,0-10 m,2014-12-09 00:00:00,4.51,21.078,5.462278315,8.644,25.70145903,6.504,270,2.108157222,6.463574563,0,3.7,0,5.715972937,30.60501545
WG,0-10 m,2015-01-14 00:00:00,4.51,20.418,1.963,8.416,4.98181914,0,300,1.98076335,6.785153595,140.3657076,120.5759294,15.43586999,99.76061257,66.4229652
WG,0-10 m,2015-02-11 00:00:00,4.51,20.708,5.936,8.443,32.38764559,5.813,300,1.955325198,5.914885999,39.82314122,12,15.43586999,5.97771701,19.50993465
WG,0-10 m,2015-03-11 00:00:00,4.51,20.869,1.928,8.744,27.17153268,7.055,300,1.992899219,6.556921034,39.82314122,18.5,15.43586999,19.18908864,52.34574313
WG,0-10 m,2015-04-14 00:00:00,4.51,22.204,0.29,8.741,28.43683047,7.193,300,2.907773985,6.618992408,0,1.1,0,1.63,27.3931231
WG,0-10 m,2015-05-05 00:00:00,4.51,23.315,0.535,8.746,36.37133854,7.248,300,3.425010401,6.091125675,0,0,0,0,18.27272204
WG,0-10 m,2015-06-09 00:00:00,4.51,24.026,0.298,8.97,39.45982971,7.432,300,3.477855742,5.977773361,0,6.1,18.15785966,4.63,10.29680551
WG,0-10 m,2015-07-15 00:00:00,4.51,23.028,0.445,8.762,32.71671024,7.235,300,2.934424422,6.393339065,39.82314122,10.37,15.43586999,4.9,19.37083609
WG,0-10 m,2015-08-11 00:00:00,4.51,23.893,1.003,8.914,40.83975172,7.868,300,3.747266461,6.052162182,0,1.3,0,1.23,6.286684439
WG,0-10 m,2015-09-09 00:00:00,4.51,23.821,2.314,8.883,41.28624286,8.043,300,3.378865813,5.730940386,1.9127,0.2,0,17.7018388,21.83222292
WG,0-10 m,2015-10-07 00:00:00,4.51,23.94,1.213,8.031,41.60075448,8.07,300,3.63642703,6.141828802,2.041,0.5,11.96511829,0.4,6.29974147
WG,0-10 m,2015-11-12 00:00:00,4.51,23.52,31.87278315,8.979,42.31083373,7.353,223.1,2.717761331,5.422649253,0,0,15.43586999,0,22.33918462
WG,0-10 m,2015-12-08 00:00:00,4.51,22.007,2.06,8.649,34.0802197,7.024,300,2.526473463,6.092061593,0,0.7,0,1.4,32.91650616
WG,0-10 m,2016-01-20 00:00:00,4.51,21.562,1.983,7.892,30.45437236,7.129,300,2.358791032,6.605086023,0.22,0.178,0,0.883,27.42354077
WG,0-10 m,2016-02-17 00:00:00,4.51,21.022,4.132,8.695,34.57959095,7.291,300,2.226690301,6.148391176,0,0.553,0,0,40.08957482
WG,0-10 m,2016-03-01 00:00:00,4.51,20.904,8.991556629,8.654,31.90330535,7.296,300,2.222825681,6.226225863,0,0,15.43586999,1.493512898,47.52275961
WG,0-10 m,2016-03-09 00:00:00,4.51,21.564,3.144,8.619,37.8195602,8.07,300,2.55418142,5.991291486,0,2.047,0,0,35.87768033
WG,0-10 m,2016-04-13 00:00:00,4.51,22.911,2.199,8.483,40.68415221,8.07,300,3.180840095,5.846637934,0,0.582,0,6.586,29.72996054
WG,0-10 m,2016-05-18 00:00:00,4.51,24.011,0.452,8.836,40.38674761,7.926,300,3.61420367,6.116654719,0,4.56,2.532694286,2.437391493,8.090670959
WG,0-10 m,2016-06-15 00:00:00,4.51,24.142,0.558,8.658,41.91824231,8.029,300,3.781450583,5.800098724,0,0.124,7.596279699,2.113,25.92718024
WG,0-10 m,2016-07-13 00:00:00,4.51,23.598,0.398,8.739,38.54432873,7.574,300,3.424085889,5.968422153,0,1.329,0,1.553,21.0116648
WG,0-10 m,2016-08-10 00:00:00,4.51,23.807,0.374,8.601,37.47513136,7.711,300,3.683836475,6.247145226,0,1.856,4.180061649,3.494,11.67873181
WG,0-10 m,2016-09-07 00:00:00,4.51,23.864,0.427,9.924,41.44254204,7.727,300,3.579221226,5.77249413,0,0,0,0,9.747842801
WG,0-10 m,2016-10-12 00:00:00,4.51,23.35,0.626,9.041,37.63508756,7.314,300,3.470258112,6.025107632,0,1.829,0,1.069,14.60225776
WG,0-10 m,2016-11-09 00:00:00,4.51,22.654,0.728,9.072,34.96032871,7.395,300,2.947347305,6.240442342,0,0.4428,0,1.762,19.67008312
WG,0-10 m,2016-12-05 00:00:00,4.51,21.957,1.411,8.457,34.27155214,7.927,300,2.675812238,6.381928674,0,0,0,0,27.26224943
WG,0-10 m,2017-02-08 00:00:00,4.51,20.574,1.04,8.315,24.15652591,6.584,300,1.991985426,6.713524727,28.31625489,0,2.560454787,22.81294171,54.94377778
WG,0-10 m,2017-03-14 00:00:00,4.51,21.221,1.392,8.35,30.72287134,7.535,300,2.400840025,6.427528393,0,0,13.89192357,0,51.36102445
WG,0-10 m,2017-04-19 00:00:00,4.51,21.732,0.324,8.294,28.10193007,7.64,300,2.30757807,6.815460254,21.10132774,62.98515596,0,17.7018388,30.58577563
WG,0-10 m,2017-05-17 00:00:00,4.51,23.344,0.409,7.969,31.81934707,7.218,300,3.532904607,6.457856507,0.397,3.786,8.499690193,0.209967101,19.172363
WG,0-10 m,2017-06-21 00:00:00,4.51,23.293,0.614,8.329,33.98820785,6.728,300,3.338321885,6.225580086,0.084,0,17.23304616,17.7018388,19.61664272
WG,0-10 m,2017-07-12 00:00:00,4.51,23.679,0.527,8.427,41.06180635,8.07,300,3.495085269,6.054123012,0.069,0.159,0.701602582,1.789,9.364209848
WG,0-10 m,2017-08-09 00:00:00,4.51,23.582,0.674,9.272,41.32659063,8.066,300,3.382423125,5.955454226,0.098,0,15.43586999,0.89,8.193399709
WG,0-10 m,2017-09-13 00:00:00,4.51,23.941,0.974,9.93,40.76733149,7.242,300,3.587802867,5.826859981,0.298,1.07,0,2.154,5.158696691
WG,0-10 m,2017-10-13 00:00:00,4.51,23.402,0.606,9.133,34.74422055,6.087,300,3.317188869,5.8662601,0.093,0.82,0,1.011,19.01570857
WG,0-10 m,2017-11-08 00:00:00,4.51,22.931,1.108,8.958,37.28773704,7.526,300,3.047154112,6.069544623,0.045,0.9,0,1.496,15.17606371
WG,0-10 m,2017-12-14 00:00:00,4.51,24.166,2.586,8.64,41.57209247,5.987,300,3.829795741,5.296186146,0.263,1.18,37.92969375,1.129,0
WG,0-10 m,2018-01-11 00:00:00,4.5,20.5025402,5.31055315,9.188646602,0.379124134,5.852273699,1202.208322,1.711641239,6.414023076,4.240927242,3.123880195,1.160169604,4.697893075,32.62284846
WG,0-10 m,2018-02-07 00:00:00,4.5,20.28661875,4.505032749,8.80604004,0.318831929,4.345168039,1157.551667,1.640247368,6.561429436,19.3070132,5.848785105,0.556087287,7.715496629,46.83120387
WG,0-10 m,2018-02-28 00:00:00,4.5,20.72675697,3.343309092,8.911778058,0.693023951,6.217041342,812.3020772,1.734860878,6.045286399,0,0,0,0,33.24510301
WG,0-10 m,2018-03-15 00:00:00,4.5,20.93175282,5.679800016,8.964204625,0.423995579,6.780581413,106.705737,2.037981052,5.924217751,1.789935538,3.385953612,0.101607554,7.141354726,24.31136371
WG,0-10 m,2018-04-12 00:00:00,4.5,21.74121944,1.382873584,8.812434307,0.269361939,6.732023783,540.1112656,2.273728098,6.702214372,0.208139588,3.784338406,0.958451477,8.336179112,31.45656398
WG,0-10 m,2018-05-16 00:00:00,4.5,22.92111457,1.370073319,8.834800177,38.05191869,7.242183498,59.8186158,2.810429479,6.397985545,1.342900797,3.176290582,1.827527948,11.64953695,22.86554088
WG,0-10 m,2018-06-13 00:00:00,4.5,23.58063616,0.862630737,8.89492206,0.302599537,7.107179309,0,3.210585134,6.09520261,0.6548,2.869252617,1.137957268,3.779719709,21.75085425
WG,0-10 m,2018-07-18 00:00:00,4.5,22.38932946,1.103682995,8.787404465,0.224587246,6.66351473,122.4817866,2.787860473,6.613993888,0,2.981228329,0.857768582,7.023809524,29.94416913
WG,0-10 m,2018-08-16 00:00:00,4.5,23.3568157,0.716428459,8.931597093,0.352986312,7.071328381,24.99601942,3.316690294,6.368271256,0,3.000435206,0.802209045,4.487824698,25.42052398
WG,0-10 m,2018-09-12 00:00:00,4.5,23.83047057,0.982821994,8.872369894,0.508046593,7.111558458,23.6,3.428035777,6.166542108,0,1.680001532,0.18959436,5.194054501,21.22999967
WG,0-10 m,2018-09-24 00:00:00,4.5,23.85313504,2.100122294,9.138806955,2.582769561,7.887265151,0,3.38680304,4.246883317,0,0,0,0,0
WG,0-10 m,2018-10-10 00:00:00,4.5,23.02549205,8.29949773,9.090432555,0.707710611,6.916278506,22.2,2.881135008,4.842341441,0.845992865,1.117323712,0.95254895,6.328423197,12.043648
WG,0-10 m,2018-11-14 00:00:00,4.5,22.82577535,2.588485818,8.985271202,0.487912239,6.958515133,22.2,2.979967211,5.774137511,1.688,1.051,1.872,4.067,23.97145293
WG,0-10 m,2018-12-12 00:00:00,4.5,21.59587351,2.051809134,8.303065721,0.655698479,6.390152017,20.19,2.306588693,6.183107099,26.16036112,0,0,0,29.58647712
WG,0-10 m,2019-02-12 00:00:00,4.5,20.66481975,2.963568066,8.571286854,0.588207951,7.22,83.1708899,1.785664498,6.251046575,2.767467899,4.74,5.190909091,5.113043478,26.71045502
WG,0-10 m,2019-03-12 00:00:00,4.5,21.48788778,3.096689599,8.902478247,0.715911971,7.507,303,2.57115916,6.037454632,4.453333333,1.56,2.591111111,2.565217391,14.82797888
WG,0-10 m,2019-04-09 00:00:00,4.5,22.11172467,2.750867243,8.798153418,0.521943182,7.652,304.1,2.870418215,6.103510605,0.413333333,3.2,3.108571429,2.808333333,11.55604732
WG,0-10 m,2019-05-14 00:00:00,4.5,23.7159759,1.16886951,8.844977148,0.298236413,7.229429807,319,3.740401649,6.052189918,1.145454545,0.6,3.02173913,6.886863348,7.296725819
WG,0-10 m,2019-06-12 00:00:00,4.5,23.89619427,0.841986778,8.917858428,0.262103267,7.477274777,318,3.803026493,5.892100816,0,0.99375,8.456188119,2.018181818,12.75917492
WG,0-10 m,2019-07-12 00:00:00,4.5,23.42386551,1.37024245,8.842034299,0.322719772,6.844231509,245,3.206679495,5.544689395,0.48974359,2.08,4.948837209,3.181818182,16.8713711
WG,0-10 m,2019-08-13 00:00:00,4.5,23.73191733,1.180294832,8.802644649,0.269775183,7.013105895,0,3.589306755,5.739444471,0.018181818,1.76,8.200555042,1.72173913,20.36960642
WG,0-10 m,2019-09-10 00:00:00,4.5,23.88658508,0.987403463,8.933486519,0.351433017,7.090487292,0,3.278234936,5.944310402,0,41.83807384,5.202976506,17.7018388,11.68326891
WG,0-10 m,2020-01-23 00:00:00,4.5,20.87151274,3.191409045,7.504081052,0.371765355,6.009065966,245,1.756257821,6.381774245,161.7697025,12.68611818,0,15.70628289,38.75324606
WG,0-10 m,2020-02-11 00:00:00,4.5,21.62144029,2.992767965,8.677658552,0.60211345,7.612865083,245,2.211041488,5.624561091,2.423529412,2.1,0,2.309090909,20.15858083
WG,0-10 m,2020-03-10 00:00:00,4.5,20.955258,2.870703459,8.603014095,0.469156292,6.619955098,245.9530972,1.889985216,5.854379413,33.24961196,0.336619355,5.564788293,2.792592593,46.74496085
WG,0-10 m,2020-04-14 00:00:00,4.5,23.3038697,1.329314454,8.810272733,0.52545673,7.340920976,242.258942,2.944623703,5.320034783,0.598108108,3.48519375,16.90747692,1.40952381,37.05068829
WG,0-10 m,2020-05-12 00:00:00,4.5,23.76493167,1.8011648,8.812433793,0.369665332,7.204639068,247,3.288397274,5.439008744,0.7136925,1.767251613,1.875328,1.658333333,10.96428559
WG,0-10 m,2020-06-09 00:00:00,4.5,23.5288257,2.434165962,8.757032902,0.220136498,7.288158161,244,3.05119172,5.313591102,1.11297076,2.65228,3.273441492,2.145454545,10.32004982
WG,0-10 m,2020-07-14 00:00:00,4.5,23.86359254,1.532446149,8.545085855,0.482390296,7.170999378,244,3.279228187,5.403643232,2.551458824,3.52188,12.72861535,1.8,33.24708992
WG,0-10 m,2020-08-11 00:00:00,4.5,24.05082664,1.340792233,8.566773075,0.427469609,7.007066197,243,3.267131652,5.128512885,2.109638323,2.78272,7.961951091,2.914814815,12.26413221
WG,0-10 m,2020-09-08 00:00:00,4.5,23.7266657,1.107175261,7.71414082,0.531107522,7.116922551,235.8584892,3.095411467,5.326266759,1.953544828,1.382243226,21.0370439,1.09787234,21.31293071
WG,0-10 m,2020-10-13 00:00:00,4.5,23.86313073,1.193885242,8.781402452,0.427684312,7.071729064,237.9429377,3.171663776,5.329761625,0.4702625,2.67402,1.994748718,1.277272727,13.87517757
WG,0-10 m,2020-11-10 00:00:00,4.5,22.89514044,1.744856797,8.702310315,0.412647843,6.870830344,242,2.770094094,5.684565378,0.897002667,3.036103448,2.796033333,1.864,19.48636573
WG,0-10 m,2020-12-08 00:00:00,4.5,21.97079506,1.915986544,8.715629423,0.35808957,6.758705739,243,2.332293988,5.756360491,1.118508527,5.590285714,3.118033333,0.918181818,26.06338447
WG,0-10 m,2021-01-19 00:00:00,4.5,21.26166461,3.141404573,6.997165561,0.295376504,6.852006878,245,2.106715074,6.044439499,92.32388437,0.400213636,8.057728,2.139534884,35.0624693
WG,0-10 m,2021-02-16 00:00:00,4.5,21.49196275,4.105443692,8.801249429,0.47291007,7.370488101,246,1.833516296,5.3721826,2.431498734,2.224467857,7.507869091,1.004347826,16.60948893
WG,0-10 m,2021-03-16 00:00:00,4.5,21.4081389,2.714787351,8.680584283,0.53919723,7.065317854,247,1.972048338,5.859043904,6.157913043,4.15234,1.138232558,1.133333333,25.01950728
WG,0-10 m,2021-04-13 00:00:00,4.5,22.15604263,2.056947261,8.673562905,0.454735999,7.577164557,248,2.286127521,5.714164251,1.345044156,2.9349,4.722142105,2.704347826,20.57637442
WG,0-10 m,2021-05-11 00:00:00,4.5,22.94321422,1.369101132,8.746356568,0.679708711,7.226700355,247,2.711061387,5.289389597,2.271456604,3.50014,5.033255814,2.112,18.0955656
WG,0-10 m,2021-06-08 00:00:00,4.5,24.34638833,1.062288258,8.82555319,0.586637949,7.248931282,245,3.566650684,5.210739702,1.141442105,7.84814,2.414520728,2.688888889,9.083033688
WG,0-10 m,2021-07-13 00:00:00,4.5,23.64384583,1.237705694,8.739777878,0.603508629,7.167915175,244,3.154714333,5.380980034,2.392432432,6.207144828,2.347483871,2.911111111,14.06094484
WG,0-10 m,2021-08-10 00:00:00,4.5,23.56599856,1.234692637,8.690364522,0.461613779,7.282955679,243.6398859,2.985758204,5.377187729,1.313046667,2.8262,3.282748718,1.982608696,14.90751927
WG,0-10 m,2021-09-07 00:00:00,4.5,23.67404799,1.272029042,8.196666626,0.400171936,7.229522937,242,3.105614278,5.551562404,2.862146667,7.005890323,7.243159308,1.354545455,15.36311648
WG,0-10 m,2021-10-12 00:00:00,4.5,23.8666656,1.361822741,8.863202159,0.477529738,7.301128829,241,3.174638852,5.338086908,3.943163636,2.924380645,5.212316667,1.392307692,11.72887304
WG,0-10 m,2021-11-09 00:00:00,4.5,23.12010425,1.962657082,8.607801536,0.47814859,6.740236144,242,2.792693804,5.48910874,0.645145763,8.34816,6.748581365,2.409090909,17.22172389
WG,0-10 m,2021-12-07 00:00:00,4.5,21.70790354,3.640359514,8.115892793,0.374043677,6.920442737,244,2.210145865,5.602069111,2.104808889,3.261,5.427944242,2.081818182,21.64078919
WG,0-10 m,2022-01-18 00:00:00,4.5,21.07453471,3.036594151,8.623081659,0.287362512,6.878476075,246,1.517623764,6.084257988,18.73845285,20.8704,7.165963636,10.024,62.27203654
WG,0-10 m,2022-02-08 00:00:00,4.5,20.89766157,2.116805784,8.391703695,0.223662507,6.440316667,247,1.799845889,6.336811222,70.48307236,4.523322581,3.743786667,1.914285714,35.37278688
WG,0-10 m,2022-03-08 00:00:00,4.5,21.17413327,1.367520211,7.19865364,36.40954094,7.424582612,248,1.950331129,6.3257869,130.8770583,3.242365714,2.375644444,2.339130435,35.26439673
WG,0-10 m,2022-04-05 00:00:00,4.5,22.39372774,1.176711257,8.656088696,0.397411722,7.156726438,248.8049819,2.609178025,6.02300034,5.50451954,7.270822222,0.816338028,1.783571429,24.15361542
WG,0-10 m,2022-05-10 00:00:00,4.5,23.81797645,1.128597618,8.71959278,42.28447451,7.413255927,245.6345011,3.358964188,5.60294583,0.97372,5.71762,1.666090323,2.121428571,12.86385326
WG,0-10 m,2022-06-14 00:00:00,4.5,23.19544964,1.284872466,8.827581182,0.473895275,7.274676246,246,2.816061934,5.508843392,1.518922727,1.574275862,2.586733333,2.428571429,16.94447895
WG,0-10 m,2022-07-12 00:00:00,4.5,23.2383685,1.02865429,8.740346535,0.406600035,7.196972857,245,2.870368257,5.541034948,3.890508642,3.553365517,3.076338462,3.104,18.40851441
WG,0-10 m,2022-08-09 00:00:00,4.5,22.97930543,1.175999998,8.740958364,0.439819708,7.046548125,246,2.930621481,5.817115715,1.589336364,3.337729412,1.484266667,1.953846154,20.00566803
WG,0-10 m,2022-09-06 00:00:00,4.5,23.84818502,1.099037393,8.537675544,0.371393094,7.427254032,244,3.129687126,5.593449656,5.893568421,4.36974,2.678583723,1.757142857,13.09818287
