,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count
date,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05
depth_group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep,20.439224884730006,20.970493909037344,20.66583628372934,20.900583333333334,20.949666666666666,20.967416666666665,21.095705198934674,21.137416666666667,21.243615345840244,21.231829746720468,21.11,20.193666666666665,20.16975,20.301916666666664,20.498583333333332,20.65025,20.81575,20.982462123029322,20.990503868552235,20.992541666666664,21.587623605548295,21.1755,20.634,20.642,20.71108333333333,20.7835,20.815083333333334,20.810166666666667,21.001083333333334,21.0575,21.251349573056338,21.20645264725599,21.203750000000003,20.345999999999997,20.432166666666667,20.558166666666665,20.634227036677263,20.690125,20.808798909502926,20.704333333333334,20.847833333333334,20.970416666666665,21.073,20.283710171998056,20.13914084193978,20.276112931274287,20.435120172680136,20.49836910093805,20.56069660877609,20.68629631809467,20.829496097887215,20.746561476245116,20.833349876839684,20.99694802745853,21.185827551161854,20.468261808039824,20.623343245036413,20.751763849523712,20.774831329520026,20.840528189948525,20.781913571078597,20.869248113523398,20.91533131339188,20.858575269651226,20.839340277228665,20.911348545652046,20.92599029850215,20.934144221540183,20.98748485150417,21.068273134024857,21.17483545358005,21.27199875978222,21.01970530635226,20.649278648861184,20.81784233530761,20.87568188984574,20.812772590783943,20.936346529628103,20.93253248621204,20.960520784657763,20.99775479471589,21.05623519924573,21.174243793336846,21.267767440924672,20.729428731109362,20.673764834559737,20.479454553228525,20.756246248582922,20.843177081011937,20.815059381994597,20.866826297346904,20.894306574328347,21.007070968933174,21.07752899520188,21.122241570875673,21.33360664570166,20.690569208475488,20.481041433757763,20.62406883048218,20.702192517699157,20.743526701992064,20.78475491700805,20.859472060275362,20.843439803220782,20.931903294030977,21.23660919354451,21.217766356468786,21.3071975261962,0.029828503514707512,0.27157683452823195,0.22290851801288852,0.5401156511958028,0.5549089348045558,0.5349423904600482,0.7502511551362221,0.7273720009580914,0.9061771205724548,0.7137141904724285,0.0282842712474613,0.008717797887081406,0.015607156478147087,0.0145459043491074,0.1748547280628284,0.2566945691904127,0.4612178223243657,0.6448661623861459,0.6737467801308171,0.6028886540371016,1.0662861872731397,0.36657377611243996,0.013241349377359993,0.035655761572757474,0.051197782793426995,0.15546382215808316,0.13056866364455902,0.14183362710506112,0.41658642560698045,0.5761009749456535,0.9670881376020203,0.8367543028504001,0.3672722650387134,0.03656045222185662,0.05015863723117831,0.13195411660455528,0.15611729524727788,0.2237522346257122,0.38844710012855654,0.2457758689899766,0.376216397539738,0.60658976160902,0.7705210358365727,0.027522478338728156,0.06282016718442142,0.0181916894758913,0.14046879498902784,0.10675934488607994,0.17618408026510518,0.34247380181409093,0.568040230331425,0.3382392067441422,0.39844368511691114,0.7431623203350441,0.34808090357385385,0.07193028690100634,0.06767500594477707,0.13591304479872485,0.18146371385048934,0.23870236157424018,0.17732946672265934,0.24191114147001247,0.283670650448092,0.07682189070224947,0.22153099349208613,0.2597140460071575,0.25963898156217746,0.23326106355735307,0.28891440810340774,0.38272719996913146,0.6651147397230613,0.5661372622762341,0.17661377074614534,0.04655107979789861,0.08806371532214548,0.15035395938988752,0.2678524786557777,0.26361391707830983,0.2543183634760255,0.2784118038136533,0.33266883774932954,0.34025787881601727,0.5948609674011793,0.3898637577788848,0.07158920277580237,0.050308606652040615,0.03347849132290302,0.14356962120743638,0.22551607370296578,0.22128826839893456,0.2617521547900581,0.282840195245262,0.38811704512131395,0.554183858675099,0.6394521579275706,0.4353007442549316,0.0580952905780211,0.02763977452957474,0.025553709372371124,0.11161626395957573,0.1896104073504267,0.2197984353785701,0.24261268925537155,0.2567684628916809,0.3749819227123521,0.6813671144911697,0.8908455901840039,0.7956908578706241,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0
Lower Photic,20.479999999999997,21.520000000000003,21.841500000000003,22.400000000000002,22.6535,22.988,22.721999999999998,22.980999999999998,23.0245,22.201,21.1315,20.237000000000002,20.224999999999998,20.3695,21.241000000000003,22.211000000000002,22.655,22.787,23.267000000000003,23.235000000000003,23.41,21.51,20.686,20.732499999999998,21.310999999999996,21.894,23.028,22.483999999999998,23.054000000000006,23.374,23.3635,22.596999999999998,21.546750000000003,20.463,20.538,21.262999999999998,21.528000000000002,22.250999999999998,22.642000000000003,22.146,22.951,23.002999999999997,22.695,20.332844429702348,20.19232015802565,20.34979156229295,20.941673946142323,21.243938879620103,21.71986499259691,22.439195179999995,22.455276421003376,22.509148372507212,22.82425325018124,22.571739745858384,21.449602824713885,20.558585812170616,20.88785264887316,21.069353297774246,21.61470701015063,21.598469924226446,22.084382418142646,22.92072659253109,22.948540418103242,20.98359721532198,21.946302393916163,22.070273524082975,22.449205532047248,22.582967195940007,22.73356598934182,23.26372722012307,22.55730522005738,21.873785340142984,21.202129083092068,20.76646216431877,20.938688359593435,21.043396213524275,21.2261641363141,21.627471830249355,21.780133623640598,22.63520186573403,22.79920547149565,22.88367298621655,23.11274069543379,21.513934535556366,20.824630187642924,20.7386000697548,20.567209182522486,21.120720448763574,21.91422538213383,21.93445781238029,22.409516453136284,22.890731744737455,22.87890409031875,22.729980473400314,22.7356576244023,21.645554980530243,20.768130396513307,20.54815828920843,20.776477964651246,21.72534656143653,22.20310464491324,22.42845849279155,23.476491696471648,23.121803768308176,23.1005337073431,23.87436258126657,22.64763868728762,22.396368193456833,0.008164965809277086,0.13984117975602053,0.17298121285272527,0.12229290885229462,0.16448657493343805,0.28739442505997825,0.06828046735503712,0.15623699945915506,0.0599281977777474,0.012866839377079326,0.0033747427885530874,0.031640339933557776,0.0397911212877112,0.018922355972646975,0.10450412006763657,0.7629394908291659,0.05661762583821006,0.24097256644227694,0.2680402125718374,0.3080133474741348,0.09944289260117546,0.004714045207910216,0.03864367132317201,0.005400617248672143,0.5251550035730189,0.7959369042553284,0.884279995878631,1.0333247311469906,0.22501604881035078,0.12312595177297145,0.038589722293204176,0.015846485765339778,0.021017519147394186,0.02406010991015781,0.020976176963402923,0.08920014947670558,0.27514844478329586,0.5808126490817267,0.37732391036526364,0.434286131996458,0.43380615230512615,0.03529242915351028,0.028771127502719946,0.006435311088178765,0.01998066493014269,0.017046165818011137,0.17553892312202923,0.2557035966198034,0.45882620405282964,0.1264222395459382,0.2210372931841798,0.40950052162399037,0.43943897934493953,0.03762397162832664,0.0021356659131381104,0.006891262746562731,0.05989756112602196,0.047656551137863754,0.35456635670997866,0.4809459732398514,0.900870857575916,0.6341338367313201,0.7913480136011405,0.008050067305411674,0.7505761352938681,0.6453043044399418,0.8398773469325527,0.9658136500581367,0.7132412426991812,0.26807683851871694,0.05676074095109105,0.004024477244034855,0.02648194879701918,0.03169482225925835,0.0123781967977387,0.013180304837738108,0.14088407020766397,0.4611020953492762,0.7975170335507117,0.6043533201932455,0.470764722215877,0.67353818542725,0.018471449346193748,0.01388754215764973,0.014530559688233287,0.010475859396057165,0.010868465533930588,0.0951512584269634,0.5414795941290355,0.6127051151643683,0.4286584876076185,0.3998097872423809,0.3300059294743016,0.05473804746526257,0.09530148964000666,0.01848346622318999,0.013623685997682659,0.0190752280372646,0.10917220009061299,0.3241221765102375,0.4522786534282861,0.7406490595664341,0.7786850353772492,0.713766763072822,0.7387532600831674,0.3412531827878205,0.046217532758038936,0.010038074952039594,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Mid-Depth,20.603,21.964999999999996,22.048,22.598999999999997,23.133,23.296,22.876,23.258,23.288,22.247999999999998,21.133,20.357,20.323999999999998,20.451999999999998,21.4505,23.772,22.804000000000002,23.41,23.604499999999998,23.627000000000002,23.5,21.5345,20.811,20.7975,22.261000000000003,23.500999999999998,23.883500000000005,23.694499999999998,23.322,23.621999999999996,23.409,22.659,21.625,20.504,20.618,21.455,22.441,23.334999999999997,23.262,23.433999999999997,23.575,23.182,22.808,20.436552796366062,20.256568404155882,20.46092734295344,21.22498172447224,22.184185827617448,23.17331601919259,22.588297055,23.022039496632893,23.24280565034285,23.45283611338829,22.65435876581804,21.45700746456115,20.60801173094672,21.02425102986736,21.24029360043394,22.664766642694683,23.18571659052753,23.41489277023116,23.696775076208013,23.66507000815718,21.1516056835192,23.287819545867798,22.92885147960438,23.55061825773791,23.982929243013803,23.49386867580756,23.57620104138033,22.63383639794833,21.88242209780194,21.269741833805348,20.878081766754953,20.994999787401206,21.12321549934152,22.175174451482558,23.21454280506806,23.576754498823075,23.394414329983217,23.440878444983714,23.668002853046218,23.14459473654102,21.61226953339574,20.92602497991249,20.81919509627165,20.627070336313988,21.45218521634355,22.992366604042836,22.894097208845455,22.965215194884216,23.133454667463504,23.36668507357632,22.85825357348567,22.919283037309192,21.672852444521887,20.85816685994233,20.66653254561851,21.112834548673952,21.95857409551358,23.1261484981263,23.982603427348618,23.973587834542165,24.07372474505152,24.03944664692825,24.08055981744693,22.7849497672902,22.409414662221213,0.09189970378382974,0.17958284996068025,0.054731668671396345,0.04794672969962509,0.1624157901464292,0.01074967699773095,0.06818276093624343,0.03119829055145983,0.0897898781724431,0.022997584414213776,0.004830458915397235,0.041912607490666845,0.010517475169954866,0.04211096452627667,0.07661048666251011,0.05411920998027331,0.015055453054181142,0.08511430223202489,0.058044523141004854,0.0654980915752515,0.0,0.010124228365658424,0.030349812373573995,0.048376417578999534,0.1106997942384919,0.1457890408928067,0.03283375634245312,0.04786845400562711,0.057503623074260886,0.04442221666388724,0.024698178070456978,0.03212821536005755,0.03333333333333369,0.01173787790777343,0.054934304198540874,0.10480139948175078,0.24910729504461407,0.09732534213770912,0.09366607354497901,0.2071606998336206,0.09383792173506218,0.027406406388125918,0.04825856285561055,0.04052106925635663,0.014520600472254853,0.08526959184600323,0.06857445008980892,0.22394416738908154,0.11709709051492138,0.010471666148189795,0.08910709877415562,0.11103645141781993,0.04522204129968575,0.006566384302396166,0.0035039656791507647,0.023838832706032095,0.04230313160324014,0.05692929261830258,0.22398343271849647,0.17289331350474332,0.02341511670192215,0.08172843567582437,0.059058326658538156,0.06559591844598664,0.08555329986719856,0.08287553698353575,0.06395137439714291,0.04696741048853374,0.05742083808382296,0.05918000707176694,0.01278449194001468,0.003372332923116573,0.01291602117271171,0.05564200381078348,0.01960797934529414,0.035486829053812785,0.2557991183099037,0.4122679068796384,0.052857942253778316,0.029948003998412256,0.07553472025400988,0.029843467936511808,0.004171241925202552,0.05481922499786296,0.025683602464135365,0.04055857633139054,0.024838292932817453,0.08639402606567385,0.16019585972498698,0.13899634347774625,0.0794934486476346,0.008662694524202574,0.08935555359774243,0.04252778326515183,0.04758703414651472,0.004075518941044287,0.0487293946915832,0.05496883256429378,0.06459469778498221,0.009485557614104202,0.2332207677189665,0.10867593988331602,0.017273389692506056,0.031114378582044046,0.07230020136452193,0.006535889544281801,0.05166603869646082,0.0014205860869104026,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Surface,20.84009367902427,22.4,22.290684832804295,22.9155,23.541,23.356,23.23,23.407999999999998,23.491999999999997,22.344,21.139,20.436,20.526844270583794,20.569,22.049,23.843,22.839999999999996,23.6,23.728500000000004,23.903,23.53,21.549,20.9,21.147,22.469,23.731,23.969,23.887999999999998,23.554499999999997,23.696999999999996,23.464999999999996,22.714,21.664499999999997,20.512500000000003,20.990000000000002,21.621000000000002,22.951,23.514999999999997,23.509521501426082,23.688500000000005,23.688000000000002,23.228,22.895,20.5202380383076,20.33826735312335,20.690840305194644,21.511399298186973,22.715611662727902,23.260499404349446,22.597340715,23.275022107056557,23.564406768081977,23.660046932010733,22.6598544066547,21.487154458427337,20.702490192694547,21.21877371856285,21.52861237700457,23.30046823987769,23.624793725729923,23.4647874533642,23.85868542034088,23.77249476160109,21.33902148354723,23.53035793049672,23.28527303818646,23.73168301290067,24.002741790837568,23.567815874440647,23.684524255695088,22.694151528866644,21.88148846842251,21.318093289451973,21.04430226843254,21.21687267998319,21.49837767428468,22.71606401194914,23.97214504348512,23.637088826781,23.4721952207242,23.64865212461325,23.916667688677187,23.214609746658812,21.733752793049643,20.979447418688782,20.89531004891047,20.919473499957775,22.04143080555235,23.60113244295531,23.149058084185402,23.14594440516648,23.15487802447766,23.603896433486472,22.987001608477613,23.029659419581954,21.720746176873742,20.940373037172737,20.83061160114912,21.40490334748377,22.011858426280376,23.48341039434407,24.40102551373953,24.015453889131482,24.16439281920859,24.183804766761263,24.05506258858143,22.89817489598571,22.41830809054872,0.03761196684913036,0.17638342073764007,0.0879468749023964,0.15004536351087677,0.06773313648265337,0.020110804171998127,0.04294699575575107,0.08740709353364852,0.017511900715418836,0.043767060165786326,0.003162277660168874,0.011737877907772018,0.12550860661076535,0.03071373199943829,0.2574857061836425,0.014944341180973486,0.018856180831641284,0.05830951894845345,0.06101229384312564,0.08014570065407943,0.04830458915396548,0.005676462121975591,0.011547005383792955,0.07944949478896829,0.056263270039658815,0.021317702607093234,0.02923088169119183,0.006324555320336625,0.08180091007371999,0.004830458915395518,0.0070710678118649055,0.010749676997730658,0.009559753599800463,0.015500896031448724,0.10011104945120772,0.00316227766016775,0.08412292592787464,0.007071067811864906,0.06072260311166976,0.017004901254246158,0.01032795558988676,0.010327955589885996,0.02013840995599077,0.052342286490017244,0.04236411482031997,0.010432564015507392,0.023505546327835972,0.1100876709086933,0.0023589773043309614,0.0036888882209536664,0.021852905888973727,0.07806733660981584,0.09900296650866747,0.0026719900406247175,0.026027786106427243,0.04347713007616558,0.03729972159900549,0.09792148345144723,0.14684437742886183,0.11160363665083717,0.06262230733724791,0.02254448397668541,0.02652928856355355,0.0414407000859732,0.05777664940465865,0.1926183412991023,0.014008936292816009,0.0008370490402130543,0.00928953240898411,0.003882464120420358,0.029941614589528067,0.04293566575352137,0.022079704690157874,0.015365724858775907,0.16452566262105042,0.3081801580940161,0.07021656822433128,0.086057496447391,0.008573122307973809,0.022272535169401298,0.04797772876423111,0.09386607746932862,0.08702153213179518,0.04111608264481021,0.02375836524355016,0.03746066171271676,0.10869445558762053,0.17231569125329088,0.20476008189940273,0.006301435392198488,0.0225752653995853,0.007530203379072526,0.02646264974368739,0.07955208605677645,0.05618742019695916,0.03137427478791931,0.023717077610724568,0.07659676744638706,0.0813908559709389,0.030185928635389343,0.025078229608682813,0.0793447172730621,0.009137999218015828,0.04328013273515614,0.056285288951425434,0.13576674991317614,0.04151336717363693,0.004509392233766198,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
