location,depth_group,date,feature,original_value,z_score,replacement_value
WP,0-10m,2020-10-13,turbidity,1.412998781,2.4652986563702615,0.6572144735000001
WP,0-10m,2021-07-09,turbidity,1.278575065,2.037643741969101,0.483986393
WP,0-10m,2022-10-18,turbidity,1.617513014,3.1159391788167183,0.460594649
WP,10-30m,2018-12-06,turbidity,4.097802963,3.606311427656807,0.654057258
WP,10-30m,2019-12-06,turbidity,3.742879181,3.202866555134476,0.385884601
WP,10-30m,2020-10-13,turbidity,3.614010369,3.056380283810329,0.8045727764999999
WP,10-30m,2022-06-09,turbidity,2.708914765,2.0275504361212207,0.498403365
WP,30m+,2018-12-06,turbidity,2.030955486,2.817789806170416,0.43311464349999995
WP,30m+,2019-12-06,turbidity,2.525992466,3.9629163819920996,0.6842148505
WP,30m+,2022-12-07,turbidity,1.789534098,2.259330421236067,1.100545577
SA,0-10m,2022-06-12,nitrate,82.28407286,2.102742918173715,32.025143195
SA,0-10m,2023-03-14,nitrate,105.9289333,2.938959558332142,50.808466575
SA,0-10m,2023-10-18,nitrate,83.21103448,2.135525549029125,68.1027199
SA,0-10m,2023-11-04,nitrate,122.0975648,3.510774255365292,92.51948489
SA,0-10m,2023-11-14,nitrate,101.8279353,2.793924962862293,122.0975648
SA,10-30m,2023-10-18,nitrate,208.9166078,2.410388178790748,168.42981436
SA,10-30m,2023-11-04,nitrate,280.3835874,3.6039835367027906,226.5585983
SA,10-30m,2023-11-14,nitrate,244.2005888,2.999678451948685,280.3835874
SA,30m+,2022-06-09,nitrate,324.5186914,2.393821099352241,160.1726639
SA,30m+,2023-11-04,nitrate,295.4881905,2.051756925321568,251.8899256
WG,0-10m,2022-08-11,nitrate,114.2448263,4.374965483461385,8.8090393015
WG,0-10m,2023-02-14,nitrate,103.0766222,3.8620427805640816,26.430261220000002
WG,0-10m,2023-11-04,nitrate,70.21607369,2.3528546237648005,55.245568945
WG,10-30m,2022-08-11,nitrate,111.353121,4.115406938143081,18.449001420000002
WG,10-30m,2023-02-14,nitrate,106.9616667,3.912302072216096,34.106493925
WG,10-30m,2023-11-04,nitrate,68.5394521,2.1352737322079105,52.74301016
WG,30m+,2019-12-03,nitrate,170.7851852,3.402117970041386,38.19031339
WG,30m+,2020-08-09,nitrate,146.7617689,2.6232036690779617,69.85824205
WG,30m+,2020-12-05,nitrate,137.3159627,2.316941085878711,40.048274745
WP,0-10m,2023-02-14,nitrate,144.5826667,2.101345120368297,83.651002335
WP,0-10m,2023-10-18,nitrate,165.205791,2.4993004643009495,131.270271485
WP,0-10m,2023-11-04,nitrate,249.3547513,4.123085878704024,185.4011072
WP,0-10m,2023-11-14,nitrate,205.5964234,3.278700703303501,249.3547513
WP,10-30m,2023-03-14,nitrate,238.8143143,3.0623909313267563,134.9520303
WP,10-30m,2023-10-18,nitrate,191.9167489,2.282608087558502,149.37530460000002
WP,10-30m,2023-11-04,nitrate,287.4089842,3.8703921476671166,215.0038251
WP,10-30m,2023-11-14,nitrate,238.0909013,3.0503624807761245,287.4089842
WP,30m+,2023-11-04,nitrate,344.5254603,3.1138884959957056,276.52288880000003
WP,30m+,2023-11-14,nitrate,298.7747789,2.500707369666023,344.5254603
SA,0-10m,2018-07-02,phosphate,111.3977854,3.849037959897191,14.164396445
SA,0-10m,2021-08-06,phosphate,79.03658817,2.446900170599206,17.456345404
SA,0-10m,2022-01-18,phosphate,98.917,3.3082736388159044,70.975126045
SA,0-10m,2022-05-04,phosphate,121.5427037,4.28859442057671,71.615183335
SA,10-30m,2022-01-18,phosphate,132.5721923,4.9946104818656165,43.146887095
SA,10-30m,2022-08-02,phosphate,80.80015073,2.4725282394002126,32.812406895
SA,30m+,2018-11-01,phosphate,2.613007306,-2.0349792595892553,46.525526025000005
SA,30m+,2022-01-18,phosphate,143.2331538,2.964615193171134,67.181664875
WG,0-10m,2022-01-18,phosphate,90.18703125,5.523739295842356,26.71201852
WG,0-10m,2022-08-11,phosphate,49.18675,2.3973990546460997,15.742317645
WG,10-30m,2018-06-13,phosphate,78.05292517,3.7870641313750526,26.305230305000002
WG,10-30m,2021-07-09,phosphate,81.36720968,4.010678928600798,20.09196774
WG,10-30m,2022-01-18,phosphate,57.49080288,2.39973760809799,24.75749642
WG,30m+,2022-01-18,phosphate,188.6990192,2.519907017901592,133.4048996
WP,0-10m,2021-08-06,phosphate,87.8973914,4.201852678016919,9.0477132165
WP,0-10m,2022-01-18,phosphate,70.61580529,3.1507099744501588,20.387418757
WP,10-30m,2018-12-06,phosphate,77.12628284,3.1265252969150295,43.382281265
WP,10-30m,2018-12-12,phosphate,60.76885766,2.1851198861673784,46.31314142
WP,10-30m,2022-01-18,phosphate,61.70815385,2.2391784256887344,27.36785484
WP,10-30m,2023-03-14,phosphate,66.75344643,2.529545991570944,42.98336176
WP,30m+,2022-01-18,phosphate,110.874,2.7379598303928927,63.94637885
WP,30m+,2023-03-14,phosphate,100.3922143,2.2678747028381836,71.71090613
SA,0-10m,2021-11-05,ammonium,72.87933333,4.7257973619939975,21.847044875
SA,0-10m,2022-01-18,ammonium,53.93012121,3.2242426120299927,13.854142020500001
SA,0-10m,2022-06-12,ammonium,40.29885876,2.144087577077359,14.666090885
SA,10-30m,2018-11-01,ammonium,39.08881749,2.404879295176361,5.943991518
SA,10-30m,2019-12-02,ammonium,38.22727273,2.322390181845429,20.361827435
SA,10-30m,2022-01-18,ammonium,48.56345455,3.3120340322231008,9.228366197
SA,10-30m,2023-01-17,ammonium,36.52852459,2.15974253502883,11.431000000000001
SA,30m+,2019-12-02,ammonium,61.18181818,2.393200998639628,24.15090532
SA,30m+,2021-01-19,ammonium,56.00224,2.1112681453869504,51.651555079999994
SA,30m+,2021-02-16,ammonium,78.75534545,3.3497566316979235,35.789026975
SA,30m+,2022-01-18,ammonium,75.20163636,3.156322473827238,7.6321690140000005
SA,30m+,2022-08-03,ammonium,56.36192593,2.1308464347757097,13.8245333315
WG,0-10m,2020-04-14,ammonium,60.37558974,3.6519095613236874,32.71160055
WG,0-10m,2020-07-14,ammonium,44.87982085,2.404319188692017,54.784794745
WG,0-10m,2020-08-09,ammonium,49.19399975,2.751660975966872,29.29582709
WG,10-30m,2019-12-02,ammonium,37.88636363,3.234049829480044,16.533036415
WG,10-30m,2021-01-19,ammonium,35.65184,2.9674624595853496,15.911796865
WG,10-30m,2021-07-12,ammonium,29.56765,2.2415949018367645,9.9409607855
WG,10-30m,2021-11-05,ammonium,28.36247675,2.097813040382499,14.979461539999999
WG,10-30m,2022-08-02,ammonium,30.69733333,2.376370521890771,12.32892284
WG,30m+,2023-01-17,ammonium,72.60152235,2.1911982975948843,56.436381604999994
WP,0-10m,2021-07-09,ammonium,107.8063277,6.1970850533371165,12.81927193
WP,10-30m,2021-01-19,ammonium,35.78064,2.879430869750567,15.74631111
WP,10-30m,2021-07-09,ammonium,39.07661017,3.255413297058311,20.607192985
WP,10-30m,2021-10-08,ammonium,33.93213793,2.6685660077175504,22.157245175
WP,30m+,2021-01-19,ammonium,36.82191644,2.9260859762312306,20.983527275
WP,30m+,2021-07-09,ammonium,38.06495872,3.065203576533265,16.30425614
WP,30m+,2021-10-08,ammonium,30.27358019,2.1932156308469795,24.11233053
WP,30m+,2021-11-05,ammonium,30.87776744,2.260834473508619,20.960790095
SA,0-10m,2018-03-13,phosphorus,48.45791569,2.6912286959786744,
SA,0-10m,2018-07-17,phosphorus,42.06349206,2.132077503367683,32.13777073
SA,0-10m,2018-09-24,phosphorus,47.96779669,2.648370943782593,42.49984843
SA,0-10m,2018-10-04,phosphorus,60.56436047,3.749859376194666,36.56330967
SA,0-10m,2018-11-14,phosphorus,41.64333333,2.0953373265262214,26.045254495000002
SA,10-30m,2018-03-13,phosphorus,40.41915222,2.1506335363032734,
SA,10-30m,2018-05-15,phosphorus,60.32279179,4.126619572180491,39.624589875
SA,10-30m,2018-09-24,phosphorus,39.21755364,2.031341684857739,37.473063275
SA,10-30m,2018-10-04,phosphorus,46.80353764,2.784460148426662,30.911620815
SA,30m+,2018-12-06,phosphorus,234.0724314,5.330052303502015,134.96034145
SA,30m+,2018-12-12,phosphorus,185.0606829,4.014924579065398,127.96803388000001
WG,0-10m,2018-05-16,phosphorus,57.85242629,3.144651681449988,40.076657055
WG,0-10m,2018-07-02,phosphorus,47.24817368,2.325570849747314,39.22448499
WG,0-10m,2018-12-04,phosphorus,44.69421443,2.1283010238048394,28.434968075
WG,0-10m,2022-01-18,phosphorus,53.85333333,2.835758588442738,7.715338828
WG,10-30m,2018-02-28,phosphorus,47.45720657,2.0808178392734527,
WG,10-30m,2018-03-15,phosphorus,49.28951191,2.2065048483435565,50.03622901
WG,10-30m,2018-05-16,phosphorus,52.61525145,2.434633996146391,38.79902242
WG,10-30m,2018-07-02,phosphorus,52.71996868,2.4418170759254445,39.60069504
WG,10-30m,2018-07-18,phosphorus,50.89285715,2.316486336321094,38.648945855
WG,10-30m,2018-12-04,phosphorus,60.96613632,3.007463054429374,34.980445375
WG,10-30m,2022-01-18,phosphorus,47.12,2.0576871501372804,10.2920329685
WG,30m+,2018-12-09,phosphorus,100.9438643,3.385043067311793,79.08487713
WG,30m+,2018-12-12,phosphorus,88.23062397,2.6634932576875974,70.9214271
WG,30m+,2020-04-14,phosphorus,101.6082251,3.4227493794964676,33.96037951
WG,30m+,2022-01-18,phosphorus,88.87,2.6997815398839253,36.031276605
WP,0-10m,2018-02-28,phosphorus,56.82524036,3.0380640236404814,
WP,0-10m,2018-03-13,phosphorus,59.91546362,3.2755317722602513,52.002843855
WP,0-10m,2018-05-15,phosphorus,47.18044735,2.296911333595559,52.403278189999995
WP,0-10m,2018-07-02,phosphorus,44.89109276,2.1209862192788553,54.34419193
WP,0-10m,2018-07-17,phosphorus,61.50793651,3.397905115578597,34.85333009
WP,0-10m,2018-10-04,phosphorus,43.48888688,2.013233916157235,24.88899755
WP,10-30m,2018-07-17,phosphorus,285.4166667,7.226790233051541,38.158379335
WP,30m+,2018-05-15,phosphorus,54.09747074,2.113924088378,43.163537195
WP,30m+,2018-07-17,phosphorus,66.42857143,2.994508017403369,42.8523262
WP,30m+,2018-10-04,phosphorus,56.29549207,2.2708883616827027,39.622084035
WP,30m+,2018-11-09,phosphorus,53.42958305,2.066229143620568,36.952520175000004
WP,30m+,2022-01-18,phosphorus,58.52,2.429744086114184,18.840302305
