depth_group,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-11-14,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13
Surface,10.315800007566411,22.76758272966706,1.721403595624346,0.8479311598771289,2.8448690128561176,9.58,,,1.255712522631252,7.383333333333333,12.888888888888888,11.6,4.177777777777777,1.8727272727272732,0.7794871794871793,3.6025641025641026,3.2121212121212106,10.450980392156863,3.2918374999999997,2.329473684210526,1.2342657952069713,1.6696886227544916,5.341724137931034,2.5357291666666666,2.616257777777778,6.73621188630491,2.662014492753624,21.49504641350211,25.55106280193237,6.150415584415586,4.537345911949684,23.85769298245614,9.968468468468467,10.86828888888889,9.761788888888889,29.55584444444445,23.98305025275052,16.179488888888887,17.726697435897435,51.32797623222287,8.875052083333332,57.521042145593874,10.243028571428574,13.546242424242424,17.357934156378604,12.557098484848487,50.50404396794456,17.10386440677966,63.3354366197183,82.28407285546416,77.75874509803921,54.150451679586574,105.92893333333335,122.09756479076479,14.107875000000002,7.711969696969696
Mid-Depth,12.63453871134266,39.66011218112474,1.825407539453896,4.63969307743052,28.86072260968183,21.2,,7.738005007462642,13.420179176986522,12.58,16.0,36.93333333333333,10.4,,0.2153846153846151,2.448717948717949,3.818181818181817,6.529411764705882,1.0788374999999992,2.070643274853801,,1.1396287425149705,10.225586206896551,5.394187500000001,10.681413333333332,11.082155038759687,0.7376666666666672,38.489392405063285,23.41289855072464,14.197688311688314,78.19266666666665,74.55628169014084,8.373513513513513,10.6224,14.679566666666668,79.81553333333335,15.2284406779661,8.311044444444445,24.98987692307692,91.22061016949154,36.30703125,37.44294252873564,4.552457142857143,13.37859090909091,44.86106172839507,15.74247727272727,104.31153086419756,14.103186440677968,68.32247887323943,96.53464864864866,85.78629411764705,77.30746666666668,7.975150943396226,244.20279365079364,17.980625,50.44338235294119
Lower Photic,7.875022424644044,33.860497165092944,33.026590688318905,32.141387949323786,74.67124742148361,49.7,0.97,15.043488561862445,92.88185639929574,11.48,10.666666666666666,102.26666666666668,8.399999999999999,3.145454545454546,21.446153846153848,43.34615384615385,37.45454545454545,37.70588235294117,100.75335403726709,44.45917,141.71198795180723,136.96310975609757,152.54696610169495,66.10857803468208,35.762080000000005,19.65967441860465,10.68013043478261,31.206101265822785,33.034637681159424,28.567818181818183,164.6050476190476,151.85543661971832,176.22960563380283,180.39303030303032,53.32967213114755,246.5282,27.23115254237288,10.769933333333334,40.65110769230769,97.97213559322034,56.71116483516484,227.55744827586207,107.8094328358209,251.6784545454545,235.47373809523808,31.837022727272725,156.76782716049382,12.977932203389832,236.63515492957745,59.45194594594594,84.4845294117647,84.97920000000002,7.140056603773584,316.56438095238093,94.97145762711864,237.8975
Deep,7.447886347632629,33.4462389496621,40.462872672131724,37.44071785819359,67.97380227355939,106.5,120.0,130.1298733229552,145.2565971093461,55.925,8.666666666666666,210.26666666666665,13.066666666666666,0.2363636363636368,13.907692307692306,19.756410256410263,66.99999999999999,59.47058823529412,125.22006211180124,52.130903333333336,160.37584337349395,126.97762195121948,213.31069491525423,143.88337572254332,132.91017647058823,25.835488372093025,3.624188405797101,37.92913924050633,11.22536231884058,92.16845945945946,199.7320317460317,205.4661408450704,237.9442535211268,141.4978787878788,189.73754098360655,247.6347,164.84908771929824,34.37526666666667,31.8672,62.71416949152543,98.5392967032967,214.8390574712644,156.6936119402985,184.28254545454544,189.63302380952385,154.5738481012658,324.5186913580247,39.89381081081081,253.46642253521128,105.50627027027028,100.10570588235294,43.66986666666668,114.57017142857143,295.4881904761905,73.96671186440678,290.61897058823536
