location,index,Unnamed: 0_level_0,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,mean_ph,mean_ph,std_ph,std_ph,measurement_count,measurement_count
,,date,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2017-12-13,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2017-12-13,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2017-12-13,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-14,2014-02-19,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-05-05,2015-07-15,2015-08-11,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2020-01-23,2020-03-10,2020-04-14,2014-02-14,2014-02-19,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-05-05,2015-07-15,2015-08-11,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2020-01-23,2020-03-10,2020-04-14,2014-02-14,2014-02-19,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-05-05,2015-07-15,2015-08-11,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2020-01-23,2020-03-10,2020-04-14,2014-02-26,2016-03-08,2014-02-26,2016-03-08,2014-02-26,2016-03-08
SA,0,depth_group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,1,Deep,8.484700718079319,7.779073999520548,8.000584567736249,8.328409090909092,7.906742424242423,8.390530303030303,8.986852167271845,7.415909090909091,8.680652558504152,8.542768855818862,8.427575757575756,8.429166666666667,8.12371212121212,8.359090909090908,8.10469696969697,7.950227272727272,8.062424242424242,8.204166666666666,7.86159090909091,8.008712121212122,7.890293943110866,7.559772727272726,8.067121212121211,8.483030303030302,8.24159090909091,7.803030303030303,7.858712121212122,8.04651515151515,7.919469696969698,9.183939393939394,8.157704831629365,8.39401515151515,8.110530303030302,8.398787878787878,7.98090909090909,7.957348484848485,7.767803030303028,9.026818181818182,7.730151515151514,8.427121212121213,9.413030303030302,8.085833333333333,7.86181818181818,8.367121212121212,9.220462929248448,8.719200621442546,8.398874439808028,8.112837313427859,7.936285110960304,7.945360313298534,7.9965853439214705,8.049588217364281,7.821106937115162,7.766714092746718,7.912838746289986,8.46777111563057,8.186175639011905,8.073915780625926,7.619377198728706,7.821089163971652,7.746593821711352,7.503307276393602,7.1446744764502,7.7957832785920145,8.079211865088844,7.300672442745069,7.154176085024995,6.4797759669039285,6.981227903224448,7.178490029670394,6.755970982421244,6.997399778976487,7.611545059139501,7.601533319941902,7.813735599496027,7.800332578414722,8.01813157031061,8.044658000041581,7.163887473659273,6.821691548001204,7.055353744288192,6.818276756363099,6.2046426265934125,6.905632785602112,8.121347648368031,7.39700155642692,7.52901286788019,7.726128169603262,7.293737360979855,7.250936763111105,6.718536309788487,7.018226676340134,6.635874307531373,7.08640517640342,6.552496912347763,7.479832725263178,7.304393970958902,7.220624496024356,6.257852135300104,6.99960471317375,6.546955771762196,6.230406397695668,6.874552264568025,6.179677355282586,6.007619517222573,6.033430455329412,8.520064604855639,6.72316821273082,7.54433030858441,0.1373580122298501,0.0340611430905969,0.0419186653371046,0.1523575553601614,0.1686661626135319,0.2388128633346279,0.1085729594338861,0.2847331096359251,0.2738557599069935,0.4127530446060812,0.0120155022521861,0.0181101129338333,0.0224429424582802,0.0160086556673902,0.137100199294037,0.0444433396327327,0.1853387626765026,0.1778827195226168,0.1161331078952027,0.1017387616067524,0.0268002022620541,0.1328665394898855,0.092652251102926,0.029419589825697,0.0327022695227477,0.0831500148161439,0.0432230948768817,0.0534346980459977,0.0916881451945451,0.1295479987598571,0.1854228082801373,0.1950842031542951,0.1057992838160469,0.0073315621631273,0.0425563034230998,0.0612105808601356,0.0327059464345388,0.0153177033080039,0.0243101057377635,0.058592805728322,0.138195701626541,0.1501249479600242,0.2089346300967834,0.0213386762789804,0.1147901207690935,0.0918531774458926,0.0917180134098807,0.0761257868866245,0.0211806510586645,0.0501859950103052,0.1615070211934873,0.1891761518196304,0.107758945276672,0.0807037386098687,0.3115075110319006,0.1352463312069418,0.029794740144645,0.0271486781145249,0.132574574268071,0.07129142288797,0.0893297143057791,0.1413566879652598,0.1804574858813841,0.0696557510133783,0.1058997246372532,0.1412959780904012,0.1517035867513055,0.3268154932976576,0.1965884212828322,0.1813023931600445,0.2851852517656553,0.3608195183788227,0.2320529498655542,0.089138201074851,0.0951847524956093,0.0396886923530471,0.0577684053067349,0.0647311435030987,0.1575921832563734,0.222687016102881,0.19223364081361,0.2634352660069075,0.3653528851218429,0.3202527260715605,0.069576295669588,0.1239252229334459,0.0873397736722018,0.0494918551945926,0.1077142331057703,0.1324230030422581,0.2461714674951009,0.1761674668380103,0.3202389278447628,0.2489355795318482,0.4501021862889378,0.2468713577329149,0.1932324946795411,0.1717395456008278,0.3759393765584907,0.2084578174666019,0.330406727131446,0.3864202129899473,0.2355456970935494,0.4616774403969606,0.4473943837965164,0.4650504997817848,0.159602755657928,0.5025807462366763,0.295320449419281,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,2,Lower Photic,8.80875,7.970499999999999,8.331,8.860000000000001,8.817,9.204,9.010000000000002,9.321000000000002,9.731000000000002,9.599,8.479000000000001,8.470000000000002,8.139,8.438999999999998,8.57,8.315999999999999,8.641,8.678999999999998,8.338000000000001,8.464,8.625,7.770999999999999,8.048,8.495000000000001,8.273,7.929,8.241,8.482000000000001,8.393,9.693,8.818999999999999,8.881,8.267,8.409,8.056999999999999,8.186,7.939,9.192,7.948,8.75,10.023,9.042,8.600999999999999,8.495000000000001,9.288681834139968,8.808821776085846,8.659646438533736,8.298800437755183,8.002166700168837,8.225453284911206,8.759926899,8.608454635697694,8.185289126242427,8.304270154516896,8.725811512873936,8.599289191534112,8.242238519389108,8.269856682906076,8.065357496298699,8.110585970494906,8.019252729276438,7.976717050978488,7.8774683659772124,8.507401135709161,8.327680282359578,7.7724100204737,7.700576955467073,7.164699306723898,7.748027104810413,7.952292236419207,7.606617912186901,7.743321887740012,7.882296218648578,7.790979522307735,7.991451356988105,7.97985216959203,8.339260539791429,8.227443168228294,7.508044724665043,7.328359039502503,7.834496882963904,7.571098429885856,6.846809061609268,7.610040771435601,8.205830431552096,7.648760690556466,7.664514325812971,7.755379972720448,7.419239627668167,7.629428319188326,7.353183471888464,7.511261952516783,7.402694098589746,7.8695547209986145,7.459437624701636,8.162074171824395,7.533497179858929,7.213929122819954,6.842219082819604,7.411533569919653,7.242870635532194,6.604859041917547,7.433627216531202,7.194161639013544,6.6796068048101205,6.7797028742921785,9.400332529415476,7.271787700404606,7.865226781201402,0.0282658510102444,0.1689855352126655,0.2155844768685042,0.1093414631123779,0.2412030034823136,0.2238650387076006,1.872444516574241e-15,0.7765801096259592,0.1081614020290455,0.1081614020290461,0.0191195071995998,0.0047140452079102,0.0218326971917505,0.0159513148186735,0.0567646212197545,0.1869759342803239,0.01728840330652,0.0629726572057712,0.1791213120888869,0.1800740588387643,0.2560056422989327,0.0324722103412201,0.0139841179756025,0.0126929551764395,0.106254411673116,0.1346146764328137,0.2325916784601049,0.1796168762177491,0.1008904796741936,0.0675030863491933,0.0395671019352635,0.0392852813828961,0.0312872000806863,0.0144913767461891,0.0067494855771053,0.0254732975660569,0.0593389510449172,0.095312352003528,0.0923519836759824,0.1169045194450013,0.1832454334734941,0.0632104070193788,0.0556676646617124,0.0611464544261473,0.0114483459409039,0.0054021380168505,0.0873093978462306,0.2239075766883322,0.091716431763579,0.189337596086022,0.0934218857395488,0.0328106840937862,0.1569394534055998,0.2864834930181145,0.006472346638302,0.0061376138844372,0.0099407235072575,0.1468625244428212,0.085499258657319,0.155420038352898,0.178576440356679,0.2831953907749605,0.2818812288783888,0.3062737652968174,0.0630521120358694,0.3007097697217075,0.2824562954921679,0.3634871589873685,0.4077333684608501,0.3024453917100003,0.1419783951492675,0.0983399607588448,0.0477338894799053,0.0655128523320502,0.0393691623440649,0.0938606219322231,0.0624712941556855,0.0936473591282841,0.1441640974237579,0.3031791818956864,0.2781890988943502,0.2666297692752282,0.1888199261122057,0.0694782355211981,0.0304067340452808,0.0728097030602731,0.0728633470418356,0.0044226522515895,0.1455146032538123,0.1723063706158792,0.294055771649755,0.2494195792724449,0.1398710022467,0.1961538097205002,0.1381449405024548,0.1139530503199362,0.0850021414223487,0.0926497173832112,0.2307357309386506,0.1293538930996516,0.1167362477843773,0.0938373951835729,0.2336327403767911,0.1668995437450774,0.1943384631493269,0.2359887415454019,0.1026909890906211,0.0845560873333055,0.03580035159179,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
