location,index,Unnamed: 0_level_0,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,mean_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,std_temp,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,mean_temp,mean_temp,std_temp,std_temp,measurement_count,measurement_count
,,date,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2017-12-13,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2017-12-13,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-18,2014-03-26,2014-04-22,2014-05-19,2014-06-24,2014-07-22,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-13,2015-02-10,2015-03-10,2015-04-14,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-11-11,2016-01-19,2016-02-16,2016-03-01,2016-04-12,2016-05-17,2016-06-14,2016-07-12,2016-08-09,2016-09-06,2016-10-11,2016-11-08,2016-12-05,2017-02-07,2017-03-13,2017-04-18,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2017-12-13,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-14,2014-02-19,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-05-05,2015-07-15,2015-08-11,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2020-01-23,2020-03-10,2020-04-14,2014-02-14,2014-02-19,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-05-05,2015-07-15,2015-08-11,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2020-01-23,2020-03-10,2020-04-14,2014-02-14,2014-02-19,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-05-05,2015-07-15,2015-08-11,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2020-01-23,2020-03-10,2020-04-14,2014-02-26,2016-03-08,2014-02-26,2016-03-08,2014-02-26,2016-03-08
SA,0,depth_group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,1,Deep,20.441551738464373,21.01063808710936,20.66855098477049,20.99924242424242,21.05348484848485,21.07992424242424,21.24153783549198,21.29742424242424,21.421086751556015,21.467100365661487,21.12462121212121,20.19439393939394,20.176893939393945,20.305909090909097,20.531136363636367,20.6980303030303,20.87621212121212,21.0689393939394,21.08113636363636,21.183636363636364,21.748565435402423,21.36431818181818,20.638484848484847,20.64598484848485,20.725151515151516,20.83318181818182,20.852954545454548,20.864469696969703,21.07159090909091,21.13462121212121,21.35894400464632,21.37280303030303,21.409469696969698,20.359015151515152,20.448181818181816,20.57977272727273,20.648030303030303,20.717575757575755,20.85636363636364,20.7614393939394,20.93454545454546,21.053030303030305,21.201515151515157,20.908685248937186,20.29292117647401,20.115812740417397,20.27849406022767,20.39089836215005,20.478883309169262,20.56912464818173,20.7074876742559,20.895598871292023,20.79615820121716,20.886285770818407,21.100684129810304,21.34848891258049,20.496594781807104,20.6101112283476,20.781646093611258,20.81963741835721,20.911966944415376,20.83351881493023,20.941336049420617,20.98607116600324,20.861395591701694,20.9243775319908,20.96450511988979,21.020885273841063,20.992283404305155,21.07127958435399,21.11999166335087,21.27074877578288,21.501875063508702,21.099721950993366,20.65961150723865,20.831462046159047,20.91615465896217,20.93310838098945,20.98233890788356,20.986901956747715,21.06558508094619,21.09516175265877,21.171577356621206,21.287797147488224,21.414312478631164,20.752829789988457,20.689235340859398,20.484888386366865,20.789974039058368,20.899117134833773,20.880725246295256,20.94544761634553,20.96581485429999,21.090495369490505,21.15101931072091,21.25323473593189,21.51537942984412,20.70566967242512,20.49154892367017,20.61518950744179,20.723242603468865,20.793855790424576,20.842219013918942,20.906705594148463,20.900620520799524,21.005573641110438,21.210566850422744,21.364073189646643,21.528558963123277,0.021829686145224,0.1519766177576823,0.2433394620754229,0.4825592397969599,0.4983968768455988,0.4702758610878146,0.6505748351478247,0.6184439697522678,0.8009246643235561,0.5796197229754653,0.0139151987457148,0.0081251040619374,0.0098170493975768,0.012212051389271,0.1633312166720936,0.2280064491126096,0.4776710424754934,0.5904956095815317,0.6339252426932637,0.5988347671963267,0.6645395030866185,0.1963493937234959,0.0105272271193558,0.0357558560375955,0.0358970791095921,0.1157742616201014,0.1130434338708704,0.0971980283234014,0.414221548621014,0.6091628247372345,0.8804151545506167,0.7021270378961897,0.2010642230465727,0.0258642114021955,0.0376558809213826,0.128234135496339,0.1610470340805665,0.1960278346993403,0.3760673122947848,0.2151327235559223,0.3273119565233094,0.6033843345021938,0.6852572430682433,0.2466676889579127,0.023196631646004,0.0357233411384328,0.019199215905279,0.0793846448473674,0.1186260396040649,0.1909126298110273,0.4105262400425359,0.5274323538502111,0.3251240139969244,0.3735888540368682,0.6819028220864193,0.1718793064831019,0.0291196095889228,0.0638711664385555,0.1286866878756639,0.1424779949764384,0.1689600767581271,0.1216255957211301,0.1803989575255805,0.2384876130462504,0.0777769394209868,0.1454577002639966,0.1691680161810738,0.1457866659161054,0.1517431562809888,0.1856291730175749,0.3459399292470417,0.5811491015903372,0.3902916262354483,0.098105095463599,0.0448712992746667,0.0766622664294659,0.1090897888772285,0.1770048679090407,0.1793722638964187,0.1724773785612402,0.146929091028836,0.2368108626776945,0.2080249957265582,0.5759751503267758,0.1819583840601685,0.0428303758204643,0.0346666369264075,0.0311424858547952,0.0984011295473215,0.150926341882271,0.1559127803540549,0.1782256969719353,0.221031699194088,0.3300116657682321,0.4582806381856333,0.538610964196277,0.1848401483632126,0.042446959143524,0.0211256579636646,0.0199781702450415,0.1058339501220719,0.164939909673048,0.1863815446854389,0.2186414026287793,0.2492807106067333,0.3482340992277872,0.6556207849137534,0.7992079835229566,0.6935232462115,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,2,Lower Photic,20.48,21.520000000000003,21.842,22.4,22.654000000000003,22.997,22.722,22.981,23.025,22.201,21.131,20.237,20.225,20.369,21.24,22.211,22.655,22.787,23.267000000000003,23.235000000000003,23.41,21.51,20.686,20.732,21.311,21.894,23.028,22.484,23.053000000000004,23.374,23.364,22.597,21.546,20.463,20.538,21.263,21.528,22.251,22.642000000000003,22.146,22.954,23.004,22.695,21.971324115781748,20.332573311857,20.191629611233147,20.34979156229295,20.939183357766613,21.24861990815593,21.71986499259691,22.439195179999995,22.45664567510169,22.50914837250721,22.82425325018124,22.571739745858384,21.449602824713885,20.558585812170616,20.88785264887316,21.068945156218007,21.61179392160413,21.59846992422645,22.07190712065769,22.92072659253109,22.94854041810324,20.98359721532198,21.946302393916163,22.069566129616632,22.4497737157579,22.59068701149853,22.73356598934182,23.26372722012307,22.55730522005738,21.87396259143295,21.202129083092068,20.76622462600214,20.938718685518783,21.04343107862851,21.2261641363141,21.635146854114293,21.77977259339487,22.63520186573403,22.79920547149565,22.88367298621655,23.11274069543379,21.513934535556366,20.82401081396794,20.7386000697548,20.56657232825661,21.12027963243515,21.911274915704876,21.93445781238029,22.409516453136284,22.89073174473745,22.87928640486259,22.73009417710439,22.7356576244023,21.64657819269556,20.768130396513307,20.54856773758646,20.77647796465125,21.72534656143653,22.20310464491324,22.42845849279155,23.476491696471648,23.15871335337293,23.1005337073431,23.93011531465962,22.64763868728762,22.3964662927465,0.008164965809277,0.1398411797560205,0.1733205123463458,0.1222929088522946,0.1648029125956218,0.2800813373924717,0.0682804673550371,0.156236999459155,0.0600462784488387,0.0128668393770793,0.0031622776601688,0.0316403399335577,0.0397911212877112,0.0196920739836561,0.1042433051407453,0.7629394908291659,0.05661762583821,0.2409725664422769,0.2680402125718374,0.3080133474741348,0.0994428926011754,0.0047140452079102,0.038643671323172,0.004216370213557,0.5251550035730189,0.7959369042553284,0.884279995878631,1.0333247311469906,0.2252924025941993,0.1231259517729714,0.0389301368550833,0.0163639169448448,0.0217050941281323,0.0240601099101578,0.0209761769634029,0.0892001494767055,0.2751484447832958,0.5808126490817267,0.3773239103652636,0.434286131996458,0.4371930669369975,0.0356526452189889,0.0287711275027199,0.2525333662870695,0.0067562420537518,0.0200171083862614,0.0170461658180111,0.1737804874985425,0.2632316300221213,0.4588262040528296,0.1264222395459382,0.2232087433099165,0.4095005216239903,0.4394389793449395,0.0376239716283266,0.0021356659131381,0.0068912627465627,0.0598975611260219,0.046970059366198,0.3522728169864809,0.4809459732398514,0.9071711829521786,0.6341338367313201,0.7913480136011405,0.0080500673054116,0.7505761352938681,0.644443076230946,0.8406268644683679,0.9726444226428116,0.7132412426991812,0.2680768385187169,0.056760740951091,0.0040168115310881,0.0264819487970191,0.0318428426322715,0.0123677679500143,0.0131710772866953,0.1408840702076639,0.4693011246024469,0.7978210747173374,0.6043533201932455,0.470764722215877,0.67353818542725,0.0184714493461937,0.0138875421576497,0.0146569374486994,0.0104758593960571,0.0101370602444224,0.0912938515843237,0.547842021720073,0.6127051151643683,0.4286584876076185,0.3998097872423809,0.3303946817191625,0.0545756525130745,0.0953014896400066,0.0178056780892091,0.0136236859976826,0.0191768217918007,0.1091722000906129,0.3241221765102375,0.4522786534282861,0.7406490595664341,0.7786850353772492,0.6436538912271217,0.7387532600831674,0.1832236000407598,0.0462175327580389,0.0101408362928518,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SA,3,Mid-Depth,20.603,21.97,22.048,22.599,23.133,23.296,22.876,23.258,23.29,22.249,21.133,20.357,20.323,20.451,21.45,23.772,22.804,23.409,23.603,23.627,23.5,21.534,20.811,20.798,22.258000000000003,23.499,23.884000000000004,23.694,23.322,23.622,23.409,22.659,21.624,20.504,20.618,21.455,22.441,23.335,23.262,23.432,23.575,23.182,22.808,22.442656658235443,20.436552796366065,20.256593756312583,20.46092734295344,21.22498172447224,22.184185827617448,23.17331601919259,22.58838491,23.022039496632893,23.24280565034285,23.45309175460323,22.65445147699692,21.45700746456115,20.60797782834327,21.02425102986736,21.24029360043394,22.664766642694683,23.18571659052753,23.41489277023116,23.696775076208013,23.66507000815718,21.15303414762065,23.28963210304729,22.92885147960438,23.55061825773791,23.982929243013803,23.49386867580756,23.57620104138033,22.63383639794833,21.88242209780194,21.26967256850358,20.878081766754956,20.99446653770507,21.12307115703946,22.17472233805529,23.21454280506806,23.581186706274742,23.394414329983217,23.43973852220048,23.668386636279827,23.14459473654102,21.61226953339574,20.9261216310288,20.81919509627165,20.62708532308785,21.45218521634355,22.990012113870712,22.894234991310334,22.967314874927716,23.13345573819465,23.36575426807469,22.85825357348567,22.919283037309192,21.672852444521887,20.85816685994233,20.66615562444602,21.112834548673952,21.95857409551358,23.12381909326664,23.982603427348614,23.973309219520424,24.07372474505152,24.03944664692825,24.080549242520046,22.7849497672902,22.409414662221213,0.0918997037838297,0.1828782229912699,0.0547316686713963,0.047946729699625,0.1624157901464292,0.0107496769977309,0.0681827609362434,0.0311982905514598,0.0915302014516396,0.0246981780704566,0.0048304589153972,0.0419126074906668,0.009486832980505,0.0425440947723653,0.0760116950066091,0.0541192099802733,0.0150554530541811,0.0846496045800307,0.060194130389377,0.0654980915752515,0.0,0.0096609178307928,0.0303498123735738,0.0487168690838531,0.1126252389317974,0.1431743304118756,0.0330655913803663,0.047888759989514,0.0575036230742608,0.0444222166638872,0.0246981780704569,0.0321282153600575,0.0340587727318531,0.0117378779077734,0.0549343041985408,0.1048013994817507,0.249107295044614,0.0973253421377091,0.093666073544979,0.207246498429071,0.0938379217350621,0.0274064063881259,0.0482585628556105,0.0643129026245657,0.0405210692563566,0.0145164046937346,0.0852695918460032,0.0685744500898089,0.2239441673890815,0.1170970905149213,0.0105673409583439,0.0891070987741556,0.1110364514178199,0.0452332907471462,0.0064397174893436,0.0035039656791507,0.02379346045221,0.0423031316032401,0.0569292926183025,0.2239834327184964,0.1728933135047433,0.0234151167019221,0.0817284356758243,0.0590583266585381,0.0640420001918622,0.0881979387002202,0.0828755369835357,0.0639513743971429,0.0469674104885337,0.0574208380838229,0.0591800070717669,0.0127844919400146,0.0033723329231165,0.0128856534401998,0.0556420038107834,0.0190040195959554,0.0356666113638176,0.2556930683735401,0.4122679068796384,0.0418912466784918,0.0299480039984122,0.0756128207055614,0.0296963438581032,0.0041712419252025,0.0548192249978629,0.0256716399646883,0.0405585763313905,0.024819606198922,0.0863940260656738,0.1592534753610947,0.1389812580784306,0.0792834202955817,0.0086627380257368,0.0897159215814077,0.0425277832651518,0.0475870341465147,0.0040755189410442,0.0487293946915832,0.0547436960619985,0.0645946977849822,0.0094855576141042,0.2390585774276977,0.108675939883316,0.01714084156654,0.031114378582044,0.0723002013645219,0.0065212114016525,0.0516660386964608,0.0014205860869104,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
