location,depth_group,date,temp,chlorophyll_a,ph,dissolved_oxygen,secchi,biochemical_oxygen_demand,total_dissolved_solids,turbidity,nitrate,phosphate,ammonium,phosphorus,nitrogen
WP,10-30m,02/12/2019,20.5641775,1.738845648,8.089643328,6.161,6.56586433,0.583215756,280.9379813,0.43562627,29.66666667,30.7,20.5,21.2173913,44.36112131
WP,30m+,02/12/2019,20.46270458,0.605149118,7.924065485,3.549657064,9.221979814,2.05555828,249.50071,0.607255419,90,51.36666667,26.71212121,28.97101449,81.74326997
SA,0-10m,03/12/2019,21.21877372,4.514567171,8.708772872,7.488,6.05,2.5,304.6,0.672002472,11.6,10.3,6.955555556,15.86956522,0
SA,10-30m,03/12/2019,20.95605184,3.249838349,8.431908143,6.6255,7.391440228,3.32454251,286.2299633,0.626175499,24.26666667,15.8,11.73333333,14.7826087,27.69320396
SA,30m+,03/12/2019,20.61175797,1.20292137,8.077628898,4.131578947,4.68483018,3.448967364,306.9,0.907566856,10.42222222,48.3,13.73333333,28.33333333,175.2424521
WG,0-10m,03/12/2019,21.48788778,3.096689599,8.902478247,7.507,7.475,3.1,273.6919427,0.715911971,22.26666667,7.8,12.95555556,12.82608696,0
WG,10-30m,03/12/2019,20.98522736,2.337515627,8.722606036,6.6725,9.589548761,2.930479549,273.4024884,0.365236944,14.48888889,4.966666667,13.73333333,15.28985507,25.84443298
WG,30m+,03/12/2019,20.30703121,0.443893239,7.8995904,2.527819002,8.840194604,2.274043121,303.546875,0.134849634,47.63333333,92.3,8.4,37.7826087,164.340867
WP,0-10m,03/12/2019,21.08422184,2.822212452,8.476287765,7.044,6.525,2.7,283.3073827,0.519735455,15.6,7.8,9.066666667,13.91304348,0
WP,10-30m,03/12/2019,20.75592261,1.632889477,8.340356163,6.103,10.48679465,3.076444676,273.9865229,0.256433451,25.6,11.3,8.955555556,13.04347826,45.14876716
WP,30m+,03/12/2019,20.50224871,0.592664853,8.154294246,4.781538462,11.89399926,2.687603898,303.9615385,0.423205244,132.0444444,47.3,7.251851852,22.53623188,130.1223961
SA,0-10m,06/12/2019,23.62479373,1.336600742,8.81140297,7.246239339,5.65,2.5,264.9666667,0.414957305,1.061538462,3.40625,20.02702703,17.59090909,0
SA,10-30m,06/12/2019,22.39209326,1.246773769,8.337141942,5.810254978,6.440776083,5.732661854,256.3368655,0.493542577,0.215384615,2.78125,15.97297297,13.27272727,29.36491948
SA,30m+,06/12/2019,20.94790514,0.584382952,7.73142458,2.153849291,5.931876223,2.800506404,269.8715953,0.857869968,16.42051282,28.25,15.11711712,36.07575758,132.3611765
WG,0-10m,06/12/2019,23.89619427,0.841986778,8.917858428,7.477274777,6.9,2.8,252.1729857,0.262103267,0,4.96875,34.89189189,10.09090909,0
WG,10-30m,06/12/2019,22.62908153,1.305586538,8.668444497,6.216973675,8.511353532,3.8457872,252.5841172,0.309547614,0,4.1875,17.81981982,11.37878788,30.17701708
WG,30m+,06/12/2019,20.35233132,0.424841495,7.867812677,1.513949867,8.937403203,1.962860084,265.3592915,0.196503954,13.14769231,31.96875,15.2972973,34.95454545,149.6042584
WP,0-10m,06/12/2019,24.13348713,1.132614405,8.847199265,7.040495497,4.45,2.5,254.5768457,0.567299342,0.061538462,2.15625,16.51351351,16.45454545,6.271068561
WP,10-30m,06/12/2019,22.54169946,0.995133502,8.573035962,5.728029993,0,3.979205786,253.1321477,0.915645167,0.6,2.15625,22.18918919,18.04545455,48.84531973
WP,30m+,06/12/2019,20.57945833,0.467544813,8.021591028,2.895296128,6.045659774,2.717915355,265.3395261,0.89495246,7.266666667,17.9375,10.61261261,31.83333333,128.904159
SA,0-10m,07/12/2019,23.44526641,2.348391235,8.783167603,6.945812312,4.625,3.4,245,0.657448253,3.41025641,9.9,5.209302326,18.63636364,21.07249154
SA,10-30m,07/12/2019,22.74339995,1.697767296,8.249591816,5.752847556,5.471962786,3.701443628,246.3724996,0.569042766,3.217948718,5.9,7.186046512,16.13636364,23.81552235
SA,30m+,07/12/2019,20.8701373,0.653862778,7.461561364,1.967102974,5.894346091,2.21169716,250.3600246,0.532502254,27.61965812,79.9,12.37984496,35.45454545,144.3409234
WG,0-10m,07/12/2019,23.42386551,1.37024245,8.842034299,6.844231509,6.975,3.9,245,0.322719772,2.448717949,10.4,24.74418605,15.90909091,0
WG,10-30m,07/12/2019,22.845684,1.904745242,8.686065735,6.092388116,6.600614678,3.212155118,245.6446601,0.326244971,1.551282051,8.566666667,10.82945736,13.63636364,12.45183353
WG,30m+,07/12/2019,20.35319205,0.467427642,7.400739239,1.373322725,7.091738499,1.513438869,245.9626661,0.302840403,32.26923077,103.7,8.627906977,42.54545455,163.1847885
WP,0-10m,07/12/2019,23.59404283,1.487389829,8.82551483,6.830180703,4.725,3.6,245,0.547627219,1.615384615,15.4,10.44186047,12.95454545,23.85258976
WP,10-30m,07/12/2019,22.76034493,1.498952531,8.43590423,5.830423445,5.935666439,3.243604891,246.1806893,0.523569415,4.243589744,7.4,14.97674419,15.45454545,26.7538744
WP,30m+,07/12/2019,20.52587071,0.467713808,7.696609912,2.578330344,6.233355771,1.863412433,246.0092891,0.936106298,16.1025641,32.06666667,11.13953488,21.13636364,135.6413491
WG,0-10m,23/01/2020,20.87151274,3.191409045,8.805572536,7.351676188,7.825,2,245,0.371765355,6.058823529,5.25,17.42163281,0,35.84803687
WG,10-30m,23/01/2020,20.86979451,3.310553043,8.574417648,5.850998496,7.448618527,1.52240042,245,0.385010241,1.892156863,3.416666667,12.83028853,0,10.46740093
WG,30m+,23/01/2020,20.43290154,0.630549048,7.489793396,1.820455952,8.254220019,2.570808099,245.6255483,0.170822155,68.83917607,91.13333333,55.75703304,0,165.8383516
WP,0-10m,23/01/2020,20.95408275,1.600476792,8.3683143,6.335848093,7.075,1.7,245,0.43335014,0,0,12.60641788,5.090909091,35.90200515
WP,10-30m,23/01/2020,20.83208604,3.753473028,7.775332048,6.228039468,7.773540842,0.939914072,245,0.427886749,1.425585042,3,0,0,56.15607755
WP,30m+,23/01/2020,20.79264298,0.935136633,7.307213913,2.572416625,7.861821806,1.392960997,245.6255483,0.394611726,46.73380867,48.43333333,12.77438007,15.29780751,88.62440592
WG,0-10m,14/04/2020,23.3038697,1.329314454,8.810272733,7.340920976,6.825,2.8,242.258942,0.52545673,2.990540541,17.42596875,18.60029073,7.047619048,18.92627332
WG,10-30m,14/04/2020,21.87288608,2.762309871,8.332273048,6.638708107,6.60404478,2.392160408,245.9385094,0.483905314,0.697792793,7.91471875,10.05866667,8.476190476,11.07984198
WG,30m+,14/04/2020,20.41314359,0.575118666,7.447060125,1.214793058,10.16456414,0.902527604,246.5792688,0.109872318,68.12976636,87.55709514,8.576444444,90.78403078,194.4356079
SA,0-10m,14/07/2020,23.73168301,3.360208299,8.605098356,7.464983796,4.9,4.2,243,0.566474175,1.764614379,14.8919,9.695127273,10.07142857,1.146570281
SA,10-30m,14/07/2020,23.00019599,2.725141466,7.515392998,5.943328549,3.632845933,4.017407228,244.4394085,0.552958049,0.173568627,10.0004,16.4971168,10.96428571,15.28794805
SA,30m+,14/07/2020,21.0672018,0.739271272,6.403035337,2.385170833,9.358839695,2.250337455,251.7550278,0.436923153,151.0439157,53.4804,17.68985639,29.17241379,196.4839423
WG,0-10m,14/07/2020,23.86359254,1.532446149,8.545085855,7.170999378,6.975,2.5,244,0.482390296,12.75729412,17.6094,25.12182595,9,2.638453524
WG,10-30m,14/07/2020,22.9360401,2.130949825,7.949274181,6.243563517,5.073744657,3.858270216,244.3558011,0.505947955,3.452087146,13.8049,9.539006061,8.702380952,0
WG,30m+,14/07/2020,20.42497345,0.542680977,7.088054839,0.941336567,8.992317645,1.505095593,247.3298771,0.111854924,87.06424251,94.02399028,12.64678843,24.79022989,194.2674788
SA,0-10m,09/08/2020,23.56781587,1.482193204,8.616837645,7.003987218,6.325,2.8,242,0.486840568,5.799586207,11.64492581,17.28782222,4.638297872,0
SA,10-30m,09/08/2020,23.11371733,1.227953686,8.189896827,5.820273418,5.326140854,3.80017766,243.4547922,0.446896842,7.325793103,15.85266774,13.42382222,5.489361702,20.67431074
SA,30m+,09/08/2020,21.12222612,0.562686358,7.143706132,1.288306507,10.36641347,2.466238764,253.4598623,0.465698202,118.4831714,46.32197903,8.414933333,11.23404255,223.2976483
WG,0-10m,09/08/2020,23.7266657,1.107175261,8.674087764,7.116922551,6.525,1.1,235.8584892,0.531107522,9.767724138,6.911216129,21.92509402,5.489361702,8.393548577
WG,10-30m,09/08/2020,23.29114175,1.395793322,8.174964034,6.277635913,5.206702005,3.698704755,241.0979105,0.483696088,4.120758621,4.281377419,18.43271111,4.354609929,10.90728959
WG,30m+,09/08/2020,20.42876201,0.5011921,7.537952578,0.77386458,10.32337304,0.952073436,247.3977021,0.141646752,63.43597884,91.71903405,16.87352768,15.75650118,218.7798106
WP,0-10m,09/08/2020,23.87986421,1.577897417,8.81324821,7.216914038,4.1875,2.5,242,0.857117951,7.325793103,2.177506452,15.85671111,6.127659574,22.02027243
WP,10-30m,09/08/2020,23.22818854,1.242032842,8.563318567,6.167695022,0,4.717767725,242.1789943,1.414417639,15.10944828,0.599603226,7.842488889,4.319148936,24.79716511
WP,30m+,09/08/2020,20.7448394,0.521413979,7.803309847,2.327368141,9.272539307,1.909779839,247.3720228,0.883769448,120.8398885,15.43189355,5.896177778,8,181.7523444
SA,0-10m,12/08/2020,21.89535406,2.346159693,8.149125623,6.66343494,5.45,2.2,243.4204056,0.626169631,3.87703876,12.22875,24.75375,4.818181818,36.3801716
SA,10-30m,12/08/2020,21.87819234,2.455044709,7.925365742,6.540350451,5.750027474,2.492709208,245,0.674514677,11.76835659,8.734821429,15.456,5.272727273,24.0123222
SA,30m+,12/08/2020,21.28189707,1.797066234,7.604494835,4.896233301,5.917062841,2.335461942,246.2830147,0.71016843,22.7475814,14.55803571,21.35933333,6.181818182,73.43272492
WG,0-10m,12/08/2020,21.97079506,1.915986544,8.715629423,6.758705739,6.6875,2.2,243,0.35808957,5.592542636,27.95142857,15.59016667,4.590909091,5.757080512
WG,10-30m,12/08/2020,21.97265749,2.185201717,8.232150933,6.591815352,7.315635446,2.395107449,243.0046193,0.34789939,3.076470284,9.705357143,10.58127778,4.439393939,13.02490862
WG,30m+,12/08/2020,20.46240177,0.553225718,7.103750576,0.774443041,7.292740386,1.735967379,246.9628723,0.118461274,37.68290476,98.08880952,15.83762963,16.87137331,172.985114
WP,0-10m,12/08/2020,21.95473399,1.646676239,8.243954793,6.426168502,6.5875,2.8,242.5818196,0.479047916,5.592542636,4.07625,15.59016667,6.068181818,24.69663347
WP,10-30m,12/08/2020,21.91587969,2.145423316,7.796133931,6.294784984,5.803390346,2.873373752,243,0.496037806,9.881302326,9.317142857,19.34683333,5.613636364,32.01495589
WP,30m+,12/08/2020,20.92948888,0.945023032,7.18560411,2.608387749,5.414858009,3.405747532,246.4743278,0.694097684,64.88415709,28.10283214,20.8495,8.409090909,156.3662128
SA,0-10m,06/09/2020,23.28527304,2.768513302,8.626713765,7.420047205,5.5,3.1,244,0.452840771,2.588304094,4.5654,11.45839627,11.40909091,28.26120559
SA,10-30m,06/09/2020,22.4992088,3.402511952,7.957018758,5.98492347,5.632646414,3.418043954,244.0475562,0.326207932,1.94122807,5.6524,6.127757576,10.95454545,11.60329686
SA,30m+,06/09/2020,21.04309848,0.771143587,7.143050986,2.936851687,8.585598141,2.608296862,251.4480418,0.179283618,48.29503667,51.8499,4.956848485,23.06136364,124.9591902
WG,0-10m,06/09/2020,23.5288257,2.434165962,8.757032902,7.288158161,5.775,2,244,0.220136498,5.564853801,13.2614,16.36720746,10.72727273,0
WG,10-30m,06/09/2020,22.58309183,2.490265988,8.384104039,6.512467709,4.876116724,3.067473876,245.3996359,0.25236187,2.329473684,10.18156667,8.599676768,10.5,0
WG,30m+,06/09/2020,20.41670746,0.532506866,7.251659306,1.046184112,8.507633299,1.838070617,247.0049248,0.043073091,30.40800043,82.73277778,5.867555556,30.37777778,163.3543646
WG,0-10m,03/10/2020,20.955258,2.870703459,8.603014095,6.619955098,5.575,2.5,245.9530972,0.469156292,18.26730909,1.683096774,27.82394146,13.96296296,57.52387997
WG,10-30m,03/10/2020,20.96116985,3.171813586,8.546706253,6.552046816,8.43368736,1.442160128,246,0.457530054,15.36134949,8.696,1.842230303,10.13580247,26.08562648
WG,30m+,03/10/2020,20.41517796,0.882079791,7.491364076,1.421775914,9.538908589,1.563414778,246,0.242914424,96.36167249,76.75038172,1.779781818,28.11260756,184.47431
WP,0-10m,03/10/2020,20.93998544,2.396216709,8.603281669,6.50039218,6.05,2.8,246,0.477088743,19.60852121,6.942774194,1.451927273,13.03703704,44.3818618
WP,10-30m,03/10/2020,20.850389,2.726269388,7.44611381,6.043340554,8.964135625,1.35689284,246,0.406261261,39.3944589,3.261,0,9.518518519,61.20020972
WP,30m+,03/10/2020,20.66387142,0.940918313,7.831297505,4.239926113,9.784555752,1.068457422,246,0.460988908,65.44569255,10.72974194,0,9.814814815,115.2159562
SA,0-10m,11/10/2020,22.68513225,1.854445439,8.456654151,7.389346681,4.2,3.1,242.2948632,0.503968876,1.829413333,4.497931034,7.540166667,12.72,0
SA,10-30m,11/10/2020,22.59557081,5.046970214,7.866688543,6.475708492,3.233260833,3.594597679,242.5372907,0.629196396,7.43568,5.060172414,5.527666667,13.52,0
SA,30m+,11/10/2020,21.41201756,3.069406934,6.972956275,2.62924935,6.606813438,2.973823607,249.2876481,0.436817227,84.33612824,34.29672414,7.8085,18.63083333,137.4442767
WG,0-10m,11/10/2020,22.89514044,1.744856797,8.702310315,6.870830344,8.3,2.1,242,0.412647843,4.485013333,15.18051724,13.98016667,9.32,0
WG,10-30m,11/10/2020,22.76446788,2.258229494,8.101267293,6.710834195,5.57977289,3.584511823,242,0.419286449,3.00968,12.18189655,4.677944444,9.653333333,0
WG,30m+,11/10/2020,20.45423113,0.507914903,6.621282574,0.759476056,7.794320011,2.007615887,247.3186068,0.14686607,64.31527634,95.60810536,11.20643735,29.67277778,188.2800611
WP,0-10m,11/10/2020,22.91241783,1.512338062,8.355568705,6.905031464,6.8,2.5,237.0074578,0.509981191,3.00968,6.184655172,2.039333333,12.92,0
WP,10-30m,11/10/2020,22.70289363,1.986383687,7.625021721,6.395052306,2.909928173,4.0200806,240.5823954,1.041894674,7.583213333,4.497931034,6.466833333,14.72,17.00359665
WP,30m+,11/10/2020,20.87063862,0.664695713,6.939224729,2.440344791,7.783327655,2.54395005,247.3466617,0.822136612,82.77626698,13.38134483,9.0965,14.43433333,163.7542136
SA,0-10m,13/10/2020,23.6845226,1.362731185,8.632666992,7.022828493,6.8375,3.1,239.6650822,0.38176812,2.6279375,7.3916,7.496820513,5.136363636,0
SA,10-30m,13/10/2020,23.41996413,2.185159787,7.78645615,6.380729446,3.768637359,4.6802076,241.2102958,0.54245639,3.87275,7.9351,4.359384615,5.136363636,0
SA,30m+,13/10/2020,21.25345412,0.672927528,6.689885725,1.270121733,7.558158847,3.06000552,252.5245372,0.421453001,104.9959769,56.15231613,12.12041026,13.77272727,186.6537501
WG,0-10m,13/10/2020,23.86313073,1.193885242,8.781402452,7.071729064,6.65,2,237.9429377,0.427684312,2.3513125,13.3701,9.97374359,6.386363636,0
WG,10-30m,13/10/2020,23.48347041,1.564374397,8.184670038,6.288348781,4.50384753,4.32280559,240.5303583,0.506898449,1.5214375,7.3916,8.487589744,4.946969697,0.507531818
WG,30m+,13/10/2020,20.4440584,0.547041851,6.828852532,0.745759882,7.461723987,1.938100325,248.0241102,0.207215845,64.75405716,95.64820789,13.64669943,16.50242218,186.6642818
WP,0-10m,13/10/2020,23.83322046,1.724355133,8.588388001,7.054449248,3.3875,2.5,233.4510648,0.683549571,3.1811875,3.0436,7.166564103,4.909090909,37.14945425
WP,10-30m,13/10/2020,23.19804607,1.200587118,7.732985986,5.852343986,0,5.684397561,238.6072499,1.544985448,22.68325,3.5871,9.478358974,5.818181818,47.14185114
WP,30m+,13/10/2020,20.73435889,0.561745124,6.84249058,2.081826037,8.527933481,3.030071463,247.7046837,0.85295303,92.0335106,46.23373333,8.267418803,11.53787879,179.8017611
SA,0-10m,02/11/2020,21.33902148,1.890767829,8.714403032,7.648947033,5.75,3.4,243.6932082,0.618164367,11.23529412,11,0,12.90909091,0
SA,10-30m,02/11/2020,21.06831568,3.902692202,8.42587713,6.879656867,3.6360889,1.810416274,246.1608607,0.795310598,7.705882353,6,0,17.22727273,0
SA,30m+,02/11/2020,20.8940434,0.8892087,8.088750314,5.455079952,5.097542266,2.066595842,248.0245581,1.037939864,48.58823529,15,0,16.31818182,64.48117838
WG,0-10m,02/11/2020,21.62144029,2.992767965,8.677658552,7.612865083,5.825,2.8,245,0.60211345,12.11764706,10.5,0,11.54545455,6.133822783
WG,10-30m,02/11/2020,21.27546639,3.241183314,8.34161374,7.069069939,4.39578211,2.013484469,244.9910947,0.620076278,3.784313725,6.833333333,0,10.71212121,0
WG,30m+,02/11/2020,20.3895551,0.792678693,7.308767433,1.202058453,8.750522329,1.820213619,245.8203739,0.153531289,63.8496732,85.5,0,32.68181818,173.2511399
WP,0-10m,02/11/2020,21.44657093,1.99834675,8.428390093,7.528303248,5.55,3.1,241.3315705,0.818593881,8.588235294,9.5,0,10.18181818,6.455136669
WP,10-30m,02/11/2020,20.99283334,3.239871208,8.049631398,6.659653368,5.608696125,1.856838266,245,0.554646175,7.411764706,6,0,13.13636364,8.520775094
WP,30m+,02/11/2020,20.58296592,1.336690999,7.572871758,2.989191682,7.322190219,2.114898912,245.9216037,0.595341624,34.17647059,41.16666667,0,20.63636364,121.820776
SA,0-10m,08/11/2020,24.00258445,1.674829308,8.697487095,6.979406405,6.1,2.2,243,0.477792412,2.199748503,10.6526,18.032,19.09259259,0
SA,10-30m,08/11/2020,23.28680813,1.676763583,8.047594306,5.818721684,4.67622545,4.07618509,244.1896511,0.507241328,0.874598802,10.6526,12.144,24.09259259,18.32782215
SA,30m+,08/11/2020,21.06118203,0.738226733,6.934358422,2.254273946,8.608613031,2.5117709,252.1459357,0.526358421,131.9703659,54.1326,9.936,17.24074074,182.2915402
WG,0-10m,08/11/2020,24.05082664,1.340792233,8.566773075,7.007066197,5.9,2,243,0.427469609,10.54819162,13.9136,33.87644444,14.57407407,3.042525329
WG,10-30m,08/11/2020,23.32186501,1.771633663,8.023138562,6.122822187,5.27137259,3.317412342,243.4602454,0.429558148,3.17152495,18.44276667,22.64562963,6.528495441,24.85694097
WG,30m+,08/11/2020,20.42517421,0.525162804,6.694096483,0.825649062,7.95516815,1.412101996,247.8273201,0.12850229,62.11790052,96.82754444,23.43614815,32.58024691,193.3318873
WP,0-10m,08/11/2020,23.90387283,2.03935315,8.778173245,7.035147387,4.425,2.2,242.0875896,1.0976227,2.994838323,17.7181,20.792,13.44444444,20.36114884
WP,10-30m,08/11/2020,23.16328748,1.626811912,7.976503584,6.011559569,1.262042069,4.11636869,243.0702476,1.283849829,6.307712575,7.9351,19.60622222,12.42592593,26.33531849
WP,30m+,08/11/2020,20.74615346,0.545145627,6.95862806,2.534397343,6.12944063,2.213121091,247.5828106,1.016706785,69.68936419,32.0665,17.848,13.41481481,162.0615123
SA,0-10m,05/12/2020,23.53035793,2.074522138,8.711675064,7.420083736,6.1,3.6,247,0.339207368,3.2918375,2.524645161,18.73913725,15.58333333,0
SA,10-30m,05/12/2020,22.61796725,2.351633441,8.078192184,6.084891852,5.61483852,3.267603734,247.8180466,0.50891505,2.1853375,1.998677419,15.97726118,16.625,20.57112993
SA,30m+,05/12/2020,21.00469089,0.861814194,7.307791526,3.406433666,10.1947445,1.777538886,250.7494791,0.554232408,112.9867081,10.41416129,17.99260235,15.58333333,158.2861361
WG,0-10m,05/12/2020,23.76493167,1.8011648,8.812433793,7.204639068,7.58,3.1,247,0.369665332,3.5684625,8.836258065,9.37664,8.291666667,0
WG,10-30m,05/12/2020,22.46405179,2.84958215,8.391390682,6.385976421,6.296035175,2.655234428,248.3036858,0.359249446,1.6320875,5.505129032,20.93698719,7.458333333,12.52816288
WG,30m+,05/12/2020,20.4187861,0.541537907,7.061816324,1.113349296,9.33609872,1.15290425,247,0.081635069,49.26888339,62.95030309,14.76648505,28.03525641,213.5231907
SA,0-10m,19/01/2021,21.31809329,2.684077607,8.102161822,7.066336863,4.83,2.3,229.7943286,0.497584687,0,2.519863636,33.20464,5.813953488,26.54944431
SA,10-30m,19/01/2021,21.23590083,3.797246317,7.865449263,6.761469779,5.106901616,1.313954875,244.409428,0.595260015,1.69984058,0,25.36072,5.930232558,20.71173912
SA,30m+,19/01/2021,21.15177657,1.800301916,7.646729756,6.353289721,1.834466923,0.784901176,246.9521511,0.907861762,7.15215942,82.73277778,25.72635225,6.162790698,42.30846759
WG,0-10m,19/01/2021,21.26166461,3.141404573,8.758439426,6.852006878,6,2.5,245,0.295376504,5.227811594,4.002136364,26.56475606,10.69767442,41.74766743
WG,10-30m,19/01/2021,21.25753895,3.57126779,8.293177025,6.762873539,7.054676574,1.394399104,245,0.316233386,2.234381643,2.519863636,12.42983889,4.418604651,28.1785298
WG,30m+,19/01/2021,20.46199535,0.741702142,6.863070506,0.957728055,7.487545508,1.003732578,246.6714815,0.085935684,9.901227743,150.9601444,39.89238123,15.25823973,163.328503
WP,0-10m,19/01/2021,21.201203,1.836276954,8.13234088,6.488935678,5.9025,3.4,244.8324792,0.401222315,8.755782609,0,31.14384,7.093023256,54.11233073
WP,10-30m,19/01/2021,21.15283841,3.169541622,7.967246142,6.390457725,6.57280076,0.610649534,245,0.430683497,7.793608696,51.96285295,14.51261667,4.418604651,40.18340298
WP,30m+,19/01/2021,20.80436988,1.68714726,7.431983492,3.251401769,4.932086527,1.06843354,245.9464411,0.52960335,12.9252029,79.16159848,21.09541182,10.14348995,115.7044139
SA,0-10m,16/02/2021,21.04430227,3.379432069,8.412557159,7.026148467,6.275,1.7,246.1698608,0.482661366,19.44078481,6.463767857,7.2864,7.413043478,16.71871702
SA,10-30m,16/02/2021,20.8221532,3.22378936,8.07182891,6.199681646,8.546181488,0.979792998,247.2812962,0.489340695,32.04648101,4.134482143,18.1424,5.347826087,52.11671646
SA,30m+,16/02/2021,20.6675003,1.803537598,7.80999911,5.543697011,6.953944763,1.314315081,249.2899483,0.943463906,34.56762025,14.03394643,30.09337116,6.97826087,102.0851875
WG,0-10m,16/02/2021,21.49196275,2.928095962,8.801249429,7.370488101,6.15,0.6,246,0.47291007,12.15749367,11.12233929,37.53934545,5.02173913,7.279059379
WG,10-30m,16/02/2021,21.04812418,3.183403346,8.354203118,6.680911305,4.631823904,1.158065048,246,0.403896425,5.994708861,15.19858929,14.2784,4.586956522,0.266413724
WG,30m+,16/02/2021,20.43033471,0.669458712,7.428982951,1.153236029,7.68235063,1.178880911,246.4764759,0.092521698,33.47035406,97.25548748,21.93800404,16.72769726,165.9863707
WP,0-10m,16/02/2021,21.51366727,1.923152461,8.688711421,7.468965259,5.95,1.7,243.8871228,0.624460274,4.594075949,1.805196429,16.91982698,5.891304348,8.62927275
WP,10-30m,16/02/2021,21.06248433,2.864144776,8.187516708,6.799931108,4.712544803,1.518656818,245.4352846,0.527364942,2.633189873,0,9.6784,7.086956522,4.317931472
WP,30m+,16/02/2021,20.76095224,1.867895941,7.837722907,4.437524358,7.80626139,1.245959619,246.5557336,0.66620687,35.39828895,13.10223214,21.34132364,5.673913043,99.00122669
SA,0-10m,16/03/2021,21.21687268,3.135489515,8.617984164,7.037071882,4.75,2,247.8457622,0.658519329,25.97869565,22.9357,24.28754957,7.854166667,54.20217273
SA,10-30m,16/03/2021,20.96659261,1.928300333,8.198215218,6.277560643,8.252431534,1.576119955,248.0647653,0.553283455,24.05434783,17.5007,8.386976744,5.5625,43.91775831
SA,30m+,16/03/2021,20.86468499,1.21637949,7.789264655,5.322789326,6.587102673,1.843728986,249.2446318,0.778153328,22.13,33.2622,13.32930233,5.041666667,70.20463445
WG,0-10m,16/03/2021,21.4081389,2.714787351,8.680584283,7.065317854,6.55,1.4,247,0.53919723,30.78956522,20.7617,5.691162791,5.666666667,9.805053709
WG,10-30m,16/03/2021,21.04769103,2.795538902,8.604949605,6.632947587,8.900319441,1.103149101,247,0.455604285,14.88624188,29.09536667,8.287131783,5.631944444,45.06638691
WG,30m+,16/03/2021,20.44010567,0.631718113,7.615181758,1.175181684,8.065132588,1.193837014,247.2920864,0.122977615,64.70156296,109.8002466,16.18551049,17.78358944,176.0302577
WP,0-10m,16/03/2021,21.40675894,2.010027969,8.027194263,7.244941371,6.3,2.2,247.1786602,0.498384678,13.14971014,3.9132,2.695813953,9.208333333,11.68774767
WP,10-30m,16/03/2021,20.96439646,2.558747931,7.813785533,6.502108486,8.414660968,1.956305217,247,0.404553597,13.14971014,6.0872,2.39627907,4.520833333,28.72084722
WP,30m+,16/03/2021,20.71680612,0.981118292,7.601725029,4.245999848,8.344193633,1.717964352,247.0199384,0.562414383,69.24979469,47.82507796,7.288682171,9.416666667,112.9394692
SA,0-10m,13/04/2021,21.49837767,3.146443226,8.617276118,7.409080996,4.525,1.7,247.8586698,0.528073708,2.701584416,21.74,30.04465789,11.34782609,36.84232573
SA,10-30m,13/04/2021,21.08325112,2.588917998,8.414834347,6.465828007,8.013177928,1.132452897,248.8674536,0.540600776,13.62288312,13.5875,17.62526316,18.29076087,38.719079
SA,30m+,13/04/2021,20.96862324,1.53428506,8.028846863,5.391036711,5.735314798,1.41463566,251.8331141,1.187045864,60.36813882,32.0665,23.72631579,17.25815217,95.29531363
WG,0-10m,13/04/2021,22.15604263,2.056947261,8.673562905,7.577164557,6.6,1.4,248,0.454735999,6.725220779,14.6745,23.61071053,13.52173913,0
WG,10-30m,13/04/2021,21.23135707,2.391512554,8.591104951,6.841397622,9.260561557,1.36341719,247.5400371,0.330542582,23.77777489,15.218,7.90877193,13.23188406,26.226066
WG,30m+,13/04/2021,20.4517805,0.580367388,7.784081613,1.192092072,8.246310141,0.803245523,248,0.066013185,25.11027,95.6014552,24.74826901,33.68176329,166.3100332
WP,0-10m,13/04/2021,21.96442469,1.893753695,8.594334824,7.496495111,5.425,2.8,247,0.53048353,7.012623377,4.348,15.42210526,12.86956522,21.68634837
WP,10-30m,13/04/2021,21.16438685,3.323234236,8.224476629,6.926773673,8.017785491,1.32392115,247,0.430804456,9.024441558,5.435,14.40526316,14.60869565,20.68452683
WP,30m+,13/04/2021,20.75290385,0.92896661,7.735926141,4.153220715,8.673504425,1.133014287,247.0221651,0.44442325,37.16633427,37.02812903,21.47231579,17.18266908,109.1028598
SA,0-10m,09/07/2021,23.64865212,1.69370758,8.460061441,7.399537558,5.625,2.5,242.0271953,0.579258968,12.09773333,26.61396774,17.57741176,11.77272727,0
SA,10-30m,09/07/2021,23.119472,2.467475693,7.756325731,6.236337704,2.948444538,3.907118876,243.0521123,0.738374228,9.884733333,18.72445161,17.95623529,11.77272727,14.70656276
SA,30m+,09/07/2021,21.15284104,0.84574937,6.772355248,2.534214195,8.122185188,2.1373002,252.4615052,0.5710951,121.5336066,47.17930645,25.31568495,16.95118577,179.6520618
WG,0-10m,09/07/2021,23.67404799,1.272029042,8.776783341,7.229522937,7.25,1.4,242,0.400171936,14.31073333,35.02945161,31.6229897,6.772727273,0
WG,10-30m,09/07/2021,23.20207652,2.072977851,8.249780785,6.461957416,4.396198089,3.816650625,243.1768677,0.515400434,15.17134444,25.38670968,11.72669281,6.772727273,5.304912329
WG,30m+,09/07/2021,20.47637078,0.56381477,7.085259329,0.916739259,7.142940229,0.887905122,248.4431681,0.097157904,49.24576673,118.3661183,34.16113113,27.93706632,186.1072487
WP,0-10m,09/07/2021,24.21437585,1.324488276,8.416691005,7.325909734,3.625,3.4,242,0.645965059,29.4329,8.257693548,23.13041379,14.72727273,15.37997686
