depth,2014-02-19,2015-09-09,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-10-12,2016-11-09,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-01-11,2018-02-07,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2018-11-14,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13
80.0,N/A,N/A,N/A,N/A,N/A,41.09,16.17,39.31,35.71,74.44,307.63,15.62,15.55,42.27,2.653,25.75,16.57,13.46,35.37,30.17,40.15,11.83,9.84,36.188042386543515,50.15465363870607,39.682843093410106,43.105518795261304,54.22171490315494,88.5,95.7,N/A,99.47867488567614,96.83134047330871,55.83,74.0,221.60000000000002,27.066666666666663,3.145454545454546,29.599999999999998,39.756410256410255,137.45454545454544,21.823529411764703,134.74711111111114,88.73202395209582,176.6276397515528,35.23833666666667,152.64367469879517,92.97298780487804,229.81442372881358,102.69343352601157,109.99911764705882,80.5532,13.245927536231886,17.760025316455696,107.25673333333334,38.9143116883117,23.466150943396222,75.17966197183098,129.47608450704223,93.21424242424241,85.25491803278689,58.42320000000001,70.893649122807,121.80594520547946,133.6652,55.21247457627119,83.4617142857143,153.7907816091954,93.27629850746268,166.17618181818182,178.04111904761905,146.73030379746837,148.02511111111113,116.45164864864866,166.19318309859156,137.206,133.30070588235296,134.55040000000002,96.23388571428572,126.87866666666666,62.71416949152543,71.9225
100.0,N/A,N/A,N/A,N/A,N/A,46.2,19.38,43.33,59.05,93.71,415.53,32.54,26.0,34.81,2.653,20.93,17.96,9.73,34.39,18.85,38.46,13.33,13.22,63.52475131527403,60.23493688085657,44.467024509569406,40.82132486902432,53.864517828598984,86.2,97.6,90.50012691826588,87.98421843213455,91.61436153550197,42.01,69.33333333333333,223.60000000000002,49.06666666666666,4.781818181818183,12.061538461538461,52.192307692307686,49.27272727272727,61.82352941176471,189.36032748538014,112.3196886227545,215.3895031055901,42.393703333333335,145.1781325301205,106.73676829268291,243.31747457627122,107.29852023121389,121.45464705882354,81.23412307692307,21.58476811594203,194.44893333333334,166.27006666666668,65.85170270270271,75.38250793650793,55.85487323943662,144.43721126760565,86.50818181818182,101.94311475409835,68.75053333333334,15.978610169491526,93.91608219178082,96.04419999999999,94.22128813559324,N/A,194.99836781609199,111.77301492537313,135.9989090909091,145.89992857142857,125.44068354430378,148.02511111111113,94.32164864864865,121.93318309859154,114.4778918918919,129.39541176470587,92.0608,120.26074285714286,110.01771428571428,64.9646779661017,80.3839705882353
150.0,N/A,N/A,N/A,N/A,N/A,23.75,19.79,38.19,38.14,89.0,390.53,36.64,39.33,38.83,2.653,29.1,20.25,13.56,49.09,19.08,11.72,6.33,12.04,59.61950718259824,56.782785085599556,46.443099442330855,40.54722159787588,52.792926604931104,8.85,64.2,87.19764805120842,86.58489329865992,N/A,53.22,38.666666666666664,212.93333333333334,51.06666666666667,14.236363636363638,8.523076923076921,66.16666666666667,65.63636363636363,70.64705882352942,189.61915789473687,105.69394011976048,185.42465838509318,40.62330333333333,151.31054216867471,98.91030487804876,208.05950847457626,78.1329710982659,94.11758823529411,50.59258461538461,14.528826086956522,25.043316455696203,59.308400000000006,28.567818181818186,1.7536981132075469,10.657342105263156,8.373513513513513,7.671733333333333,8.778233333333333,7.644909090909091,N/A,15.687711111111112,37.24649230769231,1.6788275862068973,N/A,15.05857471264368,7.7138857142857145,5.331318181818182,9.8901975308642,4.174522727272728,10.249684210526317,21.229796610169494,33.71136666666666,1.539478260869566,7.995354838709678,31.90837209302326,13.403264150943397,207.67073015873015,20.193625,17.771060606060605
200.0,N/A,N/A,N/A,N/A,N/A,43.72,19.12,58.06,55.56,82.24,511.58,15.1,48.88,33.61,1.115,16.0,12.24,9.96,19.07,14.93,4.53,2.95,3.37,19.834832580963646,50.568911854136914,49.251205925728705,36.89251131589671,50.64974415759536,86.7,95.5,96.00425836336161,90.18315792759469,92.45280457907805,5.32,93.99999999999999,141.6,37.733333333333334,7.872727272727272,16.523076923076925,41.80769230769231,59.27272727272727,101.23529411764707,142.5120233918129,92.17741317365271,181.30105590062115,39.00043666666667,84.12066265060241,60.04786585365853,103.78594915254237,43.59482080924856,41.66341333333334,4.220139534883721,N/A,4.313949367088607,54.8824,11.323662337662336,2.5887924528301878,1.3394473684210526,1.794324324324325,4.721066666666667,5.0899,3.621272727272728,N/A,8.311044444444445,31.8672,0.9157241379310344,N/A,11.497425287356325,1.3910285714285717,6.840181818181819,3.8795802469135805,10.71293181818182,6.755473684210526,11.102508474576272,30.760700000000003,N/A,3.141032258064516,25.21790697674419,18.831377358490567,55.21961904761905,6.9156249999999995,1.6765151515151508
250.0,N/A,N/A,N/A,N/A,N/A,49.3,23.42,44.44,N/A,80.62,485.26,29.72,44.03,24.36,0.73,2.31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.2138560502604925,53.05446114672197,49.97923353253555,46.02928702084464,57.97228418599252,95.0,106.0,95.8041081289945,75.89005120710384,99.62615061856232,52.52,102.0,251.6,55.06666666666667,8.781818181818183,21.6,21.935897435897438,50.18181818181817,134.76470588235296,150.01810526315788,62.75908982035929,99.37881987577639,28.304270000000006,8.273437908496732,3.7899281437125754,6.8679310344827575,3.1811875,0.9442133333333333,1.1322325581395352,N/A,1.512683544303797,35.600434782608694,5.57561038961039,3.42388679245283,4.25128947368421,2.990540540540541,2.5080666666666667,4.352233333333333,12.47327272727273,N/A,6.343933333333333,11.371415384615386,1.6788275862068973,N/A,19.637195402298858,0.12645714285714318,4.828363636363637,4.426,4.677477272727272,3.8436315789473685,11.477593220338985,25.59703333333333,N/A,8.566451612903224,16.983488372093024,9.645339622641508,31.142945454545455,4.702624999999999,1.0059090909090895
255.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,42.23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
260.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.58,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
265.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
268.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,428.68,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
270.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,78.41,N/A,8.69,34.33,1.37,N/A,N/A,N/A,N/A,0.58,N/A,1.16,0.83,5.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
272.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,26.94,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
276.0,N/A,N/A,N/A,N/A,N/A,29.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
280.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,33.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.699450443160806,57.358888894980076,60.20476590196727,111.0,110.0,137.13513152580433,79.88812301703135,117.32661487183522,61.73,49.33333333333333,206.26666666666668,72.4,7.50909090909091,5.753846153846155,19.243589743589745,40.18181818181817,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
310.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.6036616545299007,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
315.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,55.540010439307025,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
