,2014-02-19,2014-03-26,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-04-14,2015-05-05,2015-06-09,2015-07-15,2015-08-11,2015-09-09,2015-10-07,2015-12-08,2016-01-20,2016-02-17,2016-03-01,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2016-12-05,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-01-11,2018-02-07,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-09-24,2018-10-10,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-01-23,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05
0.0,4.36211,5.328,0.65778,0.4895831241870023,0.33,0.52,0.39,0.76,1.01,1.97,1.53,1.88,1.82,5.44,1.31,0.23,0.42,0.29,0.37,1.0424186462775051,1.84,1.1096756323945756,1.37,1.87,4.01,2.86,3.03,1.76,0.41,0.37,0.3,0.27,0.34,0.59,0.6,1.33,0.99,1.46,0.27,0.38,0.57,0.4,0.66,1.24,0.53,0.79,2.42,5.3203634523898,2.96318295899185,2.91413486157179,5.32424066936195,1.31660518920453,1.07190512012444,0.760828110101345,1.05227064439797,0.389485360949413,0.864357586753048,1.7679510500388,2.60115607259428,1.02162417931326,1.28579997837096,2.84217673165632,2.47346637027897,1.3947227999399,1.14255437795957,0.685145190535737,1.35741718417906,1.08859357635375,0.492740560643206,2.94685447318742,2.26628796774341,2.69326979125094,1.25766831735105,1.79436379238559,1.78838152416685,1.35835229234796,1.31931669208224,0.9092810626797263,1.0050502141083,1.66151467024573,1.65349797716716,2.86363582237953,2.14600918711208,2.32201475766857,1.48209275390704,1.08695202562904,0.896460849020596,1.180897099182843,1.14094126306096,0.638590483474449,0.918052144276014,1.25113449031463,3.28587253143912,2.78387791878771,2.11118747428892,1.2151115619393509,1.05452420465482,0.93065106509256,0.999466068502312,0.95786460387643,0.9265524871106476,0.344558089052493,0.847039713152161,0.709705704487763,1.15442665306924,1.5582021480126866,1.87877690770586,1.045587148,0.738160893962182,0.688605192456625,1.0377591218892486,1.12604502590852,1.01971282714593,1.07957605814289,18.2554471798986,2.65438942542525,2.35238603797865
1.0,4.218782,4.778755555555556,0.94,0.7,0.3,0.52,0.39,0.73,0.97,1.56,1.42,1.8,1.85,5.67,1.32,0.25,0.41,0.26,0.38,0.64,1.69,0.97,1.84,1.73,4.19,2.66,3.13,1.38,0.39,0.39,0.34,0.23,0.33,0.61,0.61,1.32,0.97,1.46,0.31,0.46,0.54,0.52,0.72,0.9,0.45,0.84,2.235,5.29055826560508,3.3506055959985,3.07544271967186,5.38966129311577,1.32512571715961,1.14894886585092,0.767505580123595,1.07005221450498,0.52160573447991,0.894027502268445,1.90196364755705,4.3011396620563,1.63927180578972,1.62917105571472,3.03026431231176,2.60350555600147,1.75763824353222,1.1510804499561,0.730713383632775,1.35783794180188,1.10156493914852,0.660632237393734,3.06065359916783,2.50437764580608,2.7397358349099,1.24613332904226,1.7903798462209,1.83221947956246,1.33861762404942,1.32353756584631,0.9383869146412027,1.05425887918297,1.65115450830507,1.69113146251568,2.90659211131178,2.44710311894195,2.47047124067834,1.64681091368045,1.1624889811706,1.02318164318409,1.0814712486465,1.15959264187057,0.887858990649653,0.992119444470951,1.42862865274534,3.39707458642992,2.81520701330487,2.10147979822712,1.1902910254558732,1.08314220914963,0.975401778750507,1.12732224796715,0.975772660131088,0.969540775686145,0.604388051561966,1.10602802724806,0.805782962592712,1.45864254667815,1.94976192062141,2.04293350464957,1.266249955,0.738525730870502,0.814728683850716,0.939990366646287,1.27984247226817,1.04463479636965,1.16662039981623,17.3269565081897,2.71617460952009,2.42425779578272
2.0,4.075454000000001,4.229511111111112,0.46,0.72,0.3,0.52,0.39,0.74,0.965,1.98,1.56,2.45,1.7,5.5,1.27,0.24,0.41,0.26,0.38,0.63,1.68,1.005,1.77,1.81,4.035,2.66,2.99,1.51,0.36,0.4,0.3,0.27,0.33,0.59,0.62,1.36,1.01,1.31,0.3,0.45,0.5,0.52,0.62,0.91,0.52,0.91,2.05,5.27052468466504,3.71929125234517,3.21027007190197,5.4658139428626,1.33364624511469,1.2220065147791,0.779323930842868,1.08535456602005,0.628124610368053,0.92162069471772,2.0116496726659,5.97657405244081,2.14597873744764,1.89690314197351,3.15262542589081,2.73834037423367,2.10266329601818,1.15995108986661,0.772655837792508,1.35903101361575,1.11922653351226,0.828523914144262,3.14388367015632,2.70836555477213,2.78534790338012,1.24479471406195,1.78872834924489,1.92240244991651,1.34236517301501,1.32850107809461,1.02940670973678,1.10153422690832,1.6582862741289,1.74038942144496,2.96081170631562,2.79620985339187,2.5937412142063,1.79827544981498,1.23256621745526,1.04851848385986,1.14836981774576,1.17936617167267,1.0697852866527415,1.0789896790827,1.59637385579927,3.51629375846011,2.85712126575981,2.09725861041587,1.0967988742142956,1.11113050613543,1.01992010777238,1.22697083007775,0.993600900199281,1.04263147188726,0.827342731052815,1.32523213934221,0.906290941164837,1.71938142057172,2.0054512664249,2.17656549352643,1.447616444,0.74426076479129,0.916081335220506,0.99991940598607,1.43933892477823,1.07893802827033,1.25651045929354,16.9785937452856,2.77978776191135,2.48728274880675
3.0,3.9321260000000002,3.6802666666666672,0.48,0.74,0.3,0.51,0.41,0.76,0.96,2.02,1.58,2.35,1.66,5.9,1.54,0.23,0.43,0.27,0.38,0.64,2.26,1.04,2.17,1.87,3.88,2.71,3.015,2.52,0.39,0.45,0.31,0.27,0.33,0.6,0.67,1.35,1.02,1.32,0.29,0.42,0.51,0.53,0.61,0.94,0.6,0.99,2.69,5.26121959509174,4.0718897481429,3.31840516607675,5.55249891967034,1.34685279669576,1.29104500058074,0.796927673311853,1.09805796974255,0.710701808937571,0.947141539120747,2.09621696376391,7.57733479163591,2.54187760621274,2.06837507187909,3.21028567413642,2.8788791336765,2.42669796984898,1.16830756737103,0.810861463718403,1.36095781422496,1.14092798584543,0.952396128251912,3.20486196485668,2.88118130141408,2.82937573176818,1.25367321778991,1.78927515395523,2.05541940374954,1.36990340606264,1.333862840916745,1.05158056137344,1.14656938200841,1.66541803995273,1.80021288542933,3.02503917418367,3.22656764065442,2.69233322243177,1.93567209488162,1.29721902071575,1.06666377444555,1.20636303424247,1.20040119825186,1.25171158265583,1.17809017353971,1.75683558728697,3.64063719081866,2.91235477499153,2.09789784181307,1.0371790790159254,1.1388653315102,1.06435667023887,1.3001572241543,1.01097034803115,1.1118401217549,1.01404635886792,1.50727700097029,1.01088345661319,1.93822986283942,2.06127815078426,2.2809027312028,1.591086529,0.754955834086809,0.993634805770293,1.05066727029029,1.60321483375682,1.12199204830202,1.34768013826283,17.2641262168718,2.84428708895025,2.54248544210491
4.0,3.788798,3.1310222222222226,0.47,0.745,0.34,0.53,0.42,0.85,1.02,2.045,1.64,2.5300000000000002,2.14,5.93,1.75,0.24,0.5,0.28,0.38,0.69,2.6,1.085,2.54,1.88,3.92,3.0866666666666664,3.04,2.22,0.43,0.49,0.35,0.29,0.3666666666666667,0.61,0.71,1.33,1.07,1.3,0.31,0.39,0.53,0.535,0.63,0.93,0.66,1.15,2.98,5.26366572828261,4.41105090350272,3.394359122464405,5.63865611007299,1.36287435620781,1.35603125692759,0.820225133306284,1.107960292491555,0.775067683734164,0.972161685123197,2.16227497178581,8.8863491873777,2.85054263400539,2.23984700178467,3.21635561060893,3.01755878143557,2.72328952393879,1.17450291039115,0.845011623288406,1.36442361708077,1.16321952363693,1.05141328141076,3.24219458110647,3.0310293702241,2.86941797357656,1.27295873757485,1.79244118564127,2.21300792682408,1.427927639622905,1.33922460373888,1.07683930600785,1.18831535094568,1.68693021909118,1.86271412186418,3.09160206267309,3.65692542791697,2.77239276059982,2.06026012527748,1.35805138959144,1.08074005490172,1.25553865199044,1.22177958360352,1.37785513654659,1.28086996137727,1.90880666400396,3.76857589701495,2.96758828422325,2.10171203188348,1.1828986404059971,1.16576446243976,1.10813293851339,1.3540469557384,1.02677535168962,1.17455881784509,1.17048651841828,1.65932847046407,1.11499523334565,2.12059287876678,2.11543951706605,2.36408375010098,1.704868229,0.768439286454402,1.05330923895188,1.09425319896053,1.76125658770676,1.1700126060321,1.4355679159818,18.1002722135955,2.90716959876281,2.5943035692764
5.0,3.64547,2.581777777777778,0.46,0.75,0.36,0.54,0.44,0.96,1.07,2.07,2.52,2.71,1.97,6.23,1.83,0.29,0.58,0.28,0.48,1.15,2.4,1.13,2.29,1.82,4.26,3.4633333333333334,3.09,2.34,0.47,0.575,0.37,0.34,0.4033333333333333,0.63,0.78,1.25,1.08,1.6,0.32,0.36,0.57,0.54,0.64,0.95,0.67,1.24,2.66,5.27779786134217,4.73554320278621,3.47031307885206,5.73346949958253,1.38186146882027,1.4169322174914,0.847866914028669,1.11786261524056,0.809401401709597,0.994644545643988,2.21116970198617,10.1120099428523,3.04593641041795,2.295060926565,3.15634332175034,3.16168660446787,3.00304827158938,1.18210849400082,0.874691058938923,1.36788941993658,1.18988952479102,1.11484585521432,3.2480294654311,3.1448467576144,2.90906326756207,1.30251382950079,1.79657751621627,2.41495224796198,1.48595187318317,1.3451222966227,1.10874402547524,1.22855878177855,1.72001389401908,1.93679409488892,3.16904294115424,4.1773270671952,2.82690587582158,2.17323839797902,1.41366697598282,1.0864151841728,1.295478934534,1.24288382150439,1.45312771958558,1.39929853763276,2.04207043796725,3.89477324617734,3.03933746223665,2.1139620859855,1.3360211365814807,1.19266359336932,1.15116363595874,1.37497775779612,1.04240198084757,1.234812756398,1.28747508829162,1.76535079815151,1.22320289275477,2.25587028144885,2.16933463201858,2.41543191608896,1.776963021,0.786901800368472,1.08239159976112,1.12861695865963,1.93103048308838,1.22902729920063,1.52896409240027,19.4026556084094,2.96880012717946,2.63532943590854
6.0,3.827385,2.0325333333333337,0.47,0.77,0.39,0.57,0.5,1.44,1.89,2.5,2.08,2.9450000000000003,2.06,6.23,1.93,0.31,0.61,0.3,0.5,1.2349999999999999,2.69,1.23,2.28,2.31,4.27,3.84,3.12,2.35,0.48,0.66,0.42,0.41,0.44,0.65,0.79,1.51,1.09,1.34,0.34,0.38,0.66,0.55,0.675,0.96,0.67,1.19,2.81,5.30098776948346,5.04097273265697,3.51065198606763,5.83285771872354,1.40381813670599,1.47371481594393,0.880619666152845,1.12497421384345,0.82258425639396,1.01622615276073,2.2395544404804,11.1675832550571,3.13243619565817,2.29168548143525,3.03890152179654,3.31748099483792,3.2588734741072,1.18913911551479,0.900353123584375,1.37291085049103,1.21792979135006,1.15728148979171,3.246279137229,3.23450283211554,2.94623916674751,1.34245295210331,1.80321188626557,2.64439190948404,1.57497276302501,1.35086892102522,1.14371101606354,1.26609763925803,1.76186496054641,2.01889384638279,3.25029348571451,4.74639157834948,2.86127069716711,2.27379044325516,1.46523772982734,1.08800602606992,1.32623917698368,1.26411463013524,1.4706642486815233,1.52502587152178,2.16456611053226,4.02291637564,3.12106675960779,2.13003539996835,1.4470929661534946,1.21790376724638,1.19353447001841,1.3735555017531,1.05647353064888,1.2907165031927,1.37166027611263,1.83646992236298,1.3326709340027,2.35023745846397,2.22169327444403,2.44046845891863,1.812881499,0.807238151850318,1.092809534099275,1.15513054699953,2.09426690879872,1.29463230369466,1.62243235997509,20.9223735485838,3.03241493726961,2.67207597243445
7.0,4.0093,1.4832888888888895,0.49,0.79,0.4,0.61,0.55,1.51,2.32,2.72,2.04,3.18,2.11,5.99,2.73,0.33,0.62,0.32,0.51,1.32,2.66,1.53,2.03,2.27,4.28,3.61,3.28,2.37,0.51,0.74,0.47,0.49,0.48,0.66,0.82,1.5,1.04,1.36,0.36,0.4,0.7,0.56,0.71,0.96,0.65,1.69,2.77,5.33027339441052,5.32684274451899,3.52613971863513,5.90476696132632,1.42713163473554,1.52634598595692,0.928361338472578,1.12769307929415,0.833473959198208,1.04321742860102,2.2411734668493,11.4168833480719,3.18692304518322,2.28731992356799,2.87548030565385,3.47327538520797,3.4645417877689,1.18669818042644,0.919949489167102,1.3795021360817,1.24154078853716,1.18936476341142,3.25875325264378,3.31691419138283,2.9687780967809,1.39315180189713,1.80852753903539,2.89398931944962,1.68482406809992,1.35420010850704,1.18076206470475,1.2948278479787,1.81779924202785,2.08977421008026,3.31960833244494,5.352275860168875,2.87343580160045,2.34820331382046,1.51377387219742,1.08397341444039,1.34615038580266,1.28720753644005,1.4882007777774666,1.64087915376235,2.31811388627065,3.87555693967734,3.207182577491875,2.13708869554623,1.5924913056900138,1.24266824627576,1.23681339483413,1.37220929635619,1.06724050414967,1.328477337487,1.43031820853686,1.90918254365024,1.43811557140374,2.42121603453972,2.27450153904937,2.45961499742599,1.834396347,0.832541059582705,1.10322746843743,1.17401726632892,2.22426419889587,1.35752271024706,1.69293263878404,22.5215415233225,3.09602974735976,2.72095217380198
8.0,4.191215,0.9340444444444449,0.52,0.79,0.43,0.65,0.61,2.19,2.72,2.57,1.76,2.95,2.14,6.17,2.83,0.39,0.6599999999999999,0.35,0.53,1.3,2.65,1.6,2.18,2.18,4.37,3.76,3.34,2.47,0.53,0.74,0.51,0.57,0.57,0.66,0.86,1.66,1.06,1.38,0.37,0.42,0.76,0.55,0.74,0.97,0.65,1.09,2.775,5.36475483659464,5.59265806296062,3.49354379057382,5.95979000592376,1.45069200700898,1.57479266120214,0.996968198492555,1.12535702493133,0.831607645648727,1.07331156719744,2.19581358665094,10.9205556753006,3.15687684947562,2.26541366353999,2.64470997084817,3.62906977557802,3.62241838827953,1.17452738413347,0.931615914102257,1.38753075504082,1.26504294231257,1.20658659232132,3.27495356040041,3.38072399639647,2.97847450614932,1.45424849252824,1.81090280794274,3.18909777500306,1.81915510967507,1.35603216657373,1.22162835212242,1.31601507452373,1.89187932193585,2.16605443222685,3.38625179827022,5.95816014198827,2.85580298804984,2.3943500412869,1.55740197721744,1.07123365218648,1.35366196349269,1.31366472340331,1.50573730687341,1.76602985742174,2.51708326433677,3.792942093440675,3.29329839537596,2.13690544469029,1.7343309015848871,1.26394403947484,1.28339460706632,1.35842359267146,1.07596971160496,1.34822722201034,1.45013254597943,1.97109877102085,1.55115477040989,2.4566602597578,2.33092092829635,2.46036547468481,1.819620731,0.859179274122793,1.1134974317163,1.18200804673387,2.33221585069175,1.42451467182636,1.7423953087007,23.9766862682077,3.17119149293031,2.77568807963289
9.0,4.37313,0.3848,0.56,0.81,0.44,0.68,0.64,2.01,2.93,2.67,1.96,2.9,2.18,6.3,2.77,0.41000000000000003,0.7,0.37,0.54,1.76,2.67,1.62,2.13,2.09,4.37,3.91,3.42,3.07,0.55,0.76,0.61,0.6,0.71,0.66,0.88,1.5,1.07,1.39,0.37,0.43,0.8,0.56,0.75,0.98,0.66,1.19,2.78,5.42538591701858,5.83829028333672,3.50799403933304,5.99624504077071,1.4857381147531799,1.61901075087223,1.0422503962704326,1.12641977988323,0.842232124096355,1.10151123905233,2.17345543799609,10.0353913129986,3.16339072011536,2.24350740351199,2.46853778881481,3.70092022544822,3.736280889489625,1.15982553486018,0.948870691831728,1.39543636730579,1.2750127144252,1.196273556361265,3.28762674673617,3.45945003612577,2.98733231344511,1.5255491482602,1.83723992050885,3.38779758364039,1.9243832600807251,1.35711127389398,1.24688780340585,1.33762501857446,1.93949220418833,2.20040299146669,3.44116829986681,6.58239838870082,2.87950495008283,2.45677908039973,1.60365312621759,1.08403005622982,1.35845112307965,1.33697479664615,1.51509961281079,1.83887258807586,2.64295787112775,3.71032724720401,3.37576741795296,2.14053045478679,1.842986621918292,1.29569394623026,1.32260751359889,1.36159518027914,1.07947331045488,1.36564030067422,1.48996605769558,2.02388703113122,1.63256927260262,2.49002288710332,2.36331806129145,2.48085615602217,1.840315805,0.875687715365468,1.12702872465494,1.20040668010622,2.3891610635315,1.47497942193564,1.78737088264823,25.2828668387209,3.22134340344513,2.8353785556462
10.0,4.555045,0.4785333333333333,0.67,0.81,0.46,0.68,0.75,2.1,3.12,2.58,1.9,2.83,2.24,6.46,2.84,0.43,0.7,0.39,0.56,1.77,2.715,1.64,1.92,2.11,4.34,3.87,3.5,2.39,0.56,0.76,0.62,0.64,0.7,0.67,0.97,1.48,1.04,1.4,0.37,0.43,0.84,0.6100000000000001,0.78,0.99,0.67,1.3,2.78,5.50377822342212,6.06944870377842,3.56425230547663,5.93432738112835,1.52078422249738,1.6588876778095,1.08753259404831,1.1293311836513,0.860736798070447,1.13012900699361,2.21171298253316,7.66327043792094,3.2041860185714,2.24106941123127,2.31773477991727,3.68121984554647,3.85014339069972,1.13096108986039,0.963563282582118,1.40306755821893,1.25979168786204,1.18596052040121,3.32140833332533,3.55275815454621,2.98088056369989,1.60428025860395,1.87549013368603,3.49948692248305,2.02961141048638,1.35525726082876,1.2634979316529,1.355421409875015,1.96991677416708,2.18155501789696,3.4821645680402,7.36406842411755,2.92543277289551,2.51035505732122,1.65147699029715,1.11390646584195,1.34777329751962,1.35672014916752,1.52753250647823,1.8563641362255,2.70441724934237,5.2278072272607,3.46524210511134,2.14241809022646,1.967048245268872,1.32370897766741,1.35642076465479,1.38176506492581,1.07584400612153,1.36678619772599,1.53124037880584,2.06439062616229,1.67996779456404,2.49925345846693,2.37219442436458,2.52559762101347,1.892881385,0.887539280420792,1.1370389831712,1.21976592016145,2.39163765996547,1.50780490359934,1.81204079252448,26.2909947920333,3.25241322692302,2.91426273547929
11.0,4.73696,0.5722666666666667,0.69,0.82,0.49,0.72,0.8,2.15,3.15,2.64,1.85,3.015,2.29,6.57,2.83,0.47,0.69,0.42,0.59,1.72,2.76,1.6349999999999998,2.4,2.1,4.34,3.89,3.62,2.33,0.56,0.77,0.64,0.68,0.76,0.69,0.99,1.5,1.05,1.42,0.38,0.44,0.84,0.66,0.8200000000000001,0.99,0.68,1.53,2.83,5.5810152739857,6.28651870808337,3.63696635098116,5.93401644488995,1.56191801546927,1.69448598683885,1.11921712929294,1.13365151233532,0.881273075022959,1.15820268516713,2.23467021141578,5.4141330361886,3.2478231925698,2.24257697639313,2.18250964800834,3.62981870544661,3.91422055858654,1.10902551324224,0.984618086105904,1.41278552348972,1.25379285991723,1.17261354931054,3.34588243267398,3.63062716244827,2.98376350570015,1.69633849789389,1.93104695197191,3.58987807750654,2.15163027933396,1.35465268455788,1.27126351679724,1.37321780117557,1.99123387538865,2.15862926022842,3.51328237318379,8.24717146203026,2.98691936450502,2.59903270112071,1.70046147560417,1.15767711206182,1.34651120730588,1.37456075175348,1.54611130450519,1.85355312862175,2.7285522777009703,6.74528720731739,3.54137413717296,2.1494219377339,2.104164955798083,1.37324789738692,1.38421809589507,1.40031232425063,1.0718892890546,1.37414333692574,1.58260876417671,2.09572562293847,1.71060382638071,2.51650727344093,2.37484274679009,2.5509761056054,1.940779678,0.89944190102491,1.15055864402377,1.24816037890609,2.42142900941543,1.53873898185861,1.84103019634937,27.1181003148398,3.26560661727495,2.97474067881665
12.0,4.918875,0.6659999999999999,0.73,0.82,0.54,0.7,0.81,2.11,3.18,2.7,2.21,3.2,2.32,6.89,2.86,0.5,0.7,0.44,0.6,1.79,3.26,1.63,2.26,2.14,4.22,3.82,3.65,2.9,0.61,0.79,0.65,0.73,0.76,0.7,0.98,1.93,1.04,1.91,0.39,0.44,0.9,0.63,0.86,1.0,0.7,1.78,2.84,5.63851410787263,6.48720908090587,3.76863512562688,6.04660042069253,1.60583209163747,1.7259214532355,1.12498913240423,1.14069194649045,0.908403228598694,1.18785352457241,2.2115258915349,4.89698244215868,3.29149195166431,2.24971231205913,2.07020296160993,3.52532452907809,4.01159844626598,1.11077977447149,1.02588197879475,1.43054633455438,1.2618589547762,1.14673373563349,3.36443297389607,3.60153292397229,3.024429096661165,1.78769709888763,2.01557646033026,3.64598191176979,2.324640545394495,1.35048388025887,1.26046874249378,1.37586795592466,1.98463353806612,2.12425077424183,3.54091075406428,9.11997499175101,3.09580469958803,2.78668454932414,1.74944596091119,1.22613370018497,1.32343414542644,1.37994081488058,1.57819543833875,1.81629637885565,2.75268730605957,9.24765127778481,3.59330711879398,2.1696654737704,2.155699516989701,1.45674986177171,1.40455439573851,1.41522672088979,1.05802257745956,1.40047971214178,1.65963562548586,2.11064294640382,1.71938048356722,2.54215919932963,2.35839527080476,2.54265880067531,1.98372072,0.909512244055174,1.17106967309087,1.28620594164559,2.45566902481781,1.5561288161207,1.87618849917911,27.7753666047648,3.25982072773,3.00861997571269
13.0,5.10079,0.7597333333333334,0.74,0.82,0.56,0.705,0.87,2.15,3.21,3.76,2.52,2.59,2.36,6.91,2.8899999999999997,0.65,0.705,0.51,0.6,1.79,3.0999999999999996,1.64,2.21,2.18,4.26,3.82,3.72,2.37,0.61,0.8,0.66,0.79,0.77,0.7,1.02,1.44,1.06,1.96,0.39,0.44,0.95,0.58,0.87,1.02,0.7,1.495,2.8649999999999998,5.67827731244104,6.66923027021273,3.91451846940431,6.31773947159012,1.65453255411202,1.75330465602203,1.13076113551552,1.14857188675629,0.938026552590892,1.21734529558813,2.17045740451333,5.06368676173151,3.3365427710503,2.262664654991805,1.97284815050223,3.38329443186395,4.08405591364345,1.12170768415931,1.07191337225704,1.44964627842213,1.27627834682046,1.13769017006775,3.34595988242108,3.5974543194585,3.06509468762218,1.89523499925108,2.10010596868861,3.67967969998292,2.49765081145503,1.34823174336941,1.2487212664118,1.37539129868119,1.97446796782303,2.08689278996735,3.5564742148684,9.86879237201323,3.21142704941894,2.94992018169398,1.7992504098181,1.30315028732852,1.31725148374464,1.38736095578601,1.620824034117285,1.75856412446591,2.73993225068629,11.5339177037708,3.63208736823846,2.194797476175725,2.226828682052499,1.5559489092901,1.41928798216194,1.42817327244166,1.04873062849816,1.43145430314429,1.74379131691661,2.11554804338134,1.71258112375431,2.57290346858175,2.33769783296407,2.52604201516692,2.025801904,0.918589427165076,1.19721395777259,1.33323744342924,2.50441060651936,1.57380408999477,1.91526718444356,28.3380628987612,3.24280378250646,3.03439939842525
14.0,5.282705,0.8534666666666666,0.76,0.79,0.57,0.71,0.95,2.14,2.41,3.17,1.92,3.0,2.38,6.81,2.92,0.65,0.71,0.52,0.61,1.8,2.94,1.645,2.2,2.22,4.2,3.81,3.81,2.64,0.63,0.84,0.66,0.81,0.8,0.71,1.01,1.67,1.05,1.87,0.4,0.44,1.0,0.58,0.85,1.04,0.74,1.21,2.8899999999999997,5.7088185372063,6.83028727665935,3.99874202526572,6.58887852248771,1.70888084782422,1.77674617422104,1.13596145413139,1.15335155787356,0.9601254229108,1.23752574047792,2.05271309625935,5.13109578307783,3.38128167804042,2.27561699792448,1.8760461192043,3.26644231823248,3.99251446898716,1.13773003009572,1.1013427629729,1.45464547851762,1.30291300303414,1.1460417403128,3.34506979683224,3.24939006504033,3.10365323913712,2.05713736471778,2.18463547704696,3.72245456639766,2.56866166117478,1.34220269474938,1.23754907424412,1.37737351897312,1.98362493300407,2.08878275855598,3.54337916448059,10.4725809482171,3.29097410524972,3.06894439646447,1.85546077798621,1.38475659047467,1.40905203921632,1.39550248002515,1.66345262989582,1.72663808800783,2.74921318077073,11.88760262917275,3.64041922082005,2.21992947858105,2.2466415833635365,1.67151895550977,1.42990869850587,1.42896124541904,1.05140759638773,1.46537048331723,1.83073389360979,2.12381152388744,1.71821906889137,2.62837377130205,2.34789182009301,2.50247524756547,2.056033019,0.925645923485537,1.23279376711931,1.38835506188946,2.59027623297763,1.61295103951242,1.96636704143017,28.8637066924036,3.20642816659022,3.05301870331801
15.0,5.46462,0.9472,0.77,0.8,0.59,0.7,1.02,2.13,2.84,3.24,2.46,2.89,2.42,6.66,3.65,0.69,0.72,0.53,0.62,1.81,2.93,1.65,2.22,2.805,4.05,3.84,3.79,2.62,0.73,0.89,0.68,0.82,0.8,1.3,1.02,1.49,1.07,1.88,0.41,0.44,1.0266666666666666,0.57,0.84,0.93,0.86,1.37,2.915,5.73171110721087,6.96808510090112,4.08296558112713,7.17052493334579,1.76997879000711,1.79635658685513,1.13539182285943,1.15687647950776,0.978131601668283,1.25073503644958,1.8528752999409,5.43476874569144,3.42379667272093,2.29826876187253,1.78566609449043,3.14421041260119,3.79960087965688,1.1644251728183,1.12511895150192,1.45121409855227,1.33873476293655,1.16369526625237,3.36291730943639,2.9150444614539,3.14795406974722,2.25424148506076,2.30217986091281,3.75642327328496,2.5848655110003,1.33170480918396,1.22601124443784,1.37495233843044,1.99514493381789,2.10491347200478,3.51582271752274,11.0576500553599,3.344566450027545,3.16082107445153,1.91288766407049,1.47597545210004,1.55834482413522,1.39530966137691,1.72047699761593,1.68994721131465,2.7593156113662,12.2412875545747,3.61677718536306,2.24937256345889,2.0937518937504787,1.81069068033979,1.43583089451733,1.42297339103156,1.05978343261115,1.50844850897192,1.92720783969158,2.12022943846357,1.72043880639595,2.70017334739307,2.36915032326443,2.46124992801939,2.079062867,0.933160902437728,1.27363264325328,1.44954572728961,2.67065887800213,1.65820736629159,2.01091714118944,29.3685223192122,3.1586463814201853,3.0536834402474
16.0,4.237797666922168,1.0409333333333333,0.79,0.8,0.59,0.72,1.63,2.09,2.79,3.3333333333333335,2.4924999999999997,3.33,2.41,6.525,3.35,0.72,0.74,0.54,0.64,1.8,2.51,1.66,2.21,3.39,3.92,3.87,3.9,2.63,0.81,0.91,0.69,0.86,0.81,0.72,1.03,1.52,1.13,1.82,0.4,0.43,1.0533333333333335,0.56,0.84,1.11,0.88,1.61,2.94,5.74855998420396,7.08031717766127,4.0662759319013,7.53324202523507,1.82233375988672,1.81224647294689,1.1666793308481,1.1681266281254299,0.994693093197756,1.27441777170516,1.67332164976314,5.55399120689803,3.48495889075291,2.31185951893787,1.72998111745172,2.99795182299042,3.55883168787206,1.17913761078783,1.15590897989778,1.45070111014907,1.38917116783262,1.19683564167811,3.35246686213543,4.14469831455628,3.1444010027534866,2.4384933842085,2.51651770564637,3.71801144669265,2.55231419219016,1.3739809110059,1.23500788525937,1.38668168178269,2.03443487758723,2.11737361371047,3.49951261030477,11.519855101671,3.39815879480537,3.10417624618124,1.9529964800741,1.54504670107059,1.7098352819312,1.46782667230714,1.77306793441248,1.69983424645459,2.76306380237879,11.3697023069373,3.59725489506248,2.26280330840531,2.0699294093828877,1.93019996085191,1.430914946866,1.41468254708131,1.097210151871415,1.53183313761695,1.99428811831292,2.14262020445917,1.71631930832914,2.7617586503527,2.39675255654896,2.45496700475423,2.090452641,0.928076708111996,1.32602490834733,1.55117834134627,2.73000914890758,1.73267660542211,2.16130663053921,29.8194892269602,3.11086459625015,3.05434817717679
