depth,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,depth_group
14.0,304.0,305.0,321.0,319.0,245.0,244.953177816586,245.176873077052,247.0,244.0,243.126097190177,243.0,242.0,241.0,242.68393705251,245.0,243.803840129875,247.0,248.048060951761,248.0,246.0,247.0,243.0,244.0,242.607162233329,242.0,242.00746787973,245.0,247.0,246.965508937195,248.0,249.0,248.627567452259,246.0,246.0,246.0,244.0,242.0,242.687850003293,245.0,247.0,248.0,249.0,250.0,249.216651126564,249.0,247.0,246.0,300.0,244.465340409928,246.0,Mid-Depth
15.0,304.0,305.0,321.0,318.0,245.0,245.678805920695,246.024371590562,247.0,244.0,243.990608928199,243.0,242.0,241.0,241.939345503059,245.0,243.872903435285,247.0,248.010145338783,248.0,245.9932641844,247.0,243.0,244.0,242.022702113125,242.0,242.328983263559,245.0,247.0,247.234933721417,248.0,249.0,249.053005352546,246.0,246.0,246.0,244.0,241.994039577979,243.019800195042,245.0,247.0,248.0,249.0,250.0,250.018550651538,249.0,247.0,246.0,300.0,245.045734912095,246.0,Mid-Depth
15.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid-Depth
16.0,304.0,305.0,321.0,318.0,245.0,246.014902181711,246.000037067331,247.0,244.0,244.0,243.0,242.0,241.0,242.0,245.0,243.92645165971,247.0,247.849475988905,248.0,246.270001294383,247.0,243.0,244.0,241.998948977935,242.0,242.73347258768,245.0,247.0,247.955975436397,248.0,249.0,249.0,246.0,246.0,246.0,244.040833664689,242.148945374466,243.0,245.0,247.0,248.0,249.0,250.0,250.0,248.983384123878,247.0,246.0,300.0,245.0,246.0,Mid-Depth
16.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid-Depth
17.0,304.0,306.0,321.0,318.0,245.0,246.0,246.0,247.0,244.0,244.0,243.0,241.999826363193,241.0,242.0,245.0,244.001248018951,247.0,247.213464880265,248.0,247.040678590691,247.0,243.0,244.0,242.0,242.0,243.003308649284,245.0,247.0,248.019333436875,248.0,249.0,249.0,246.0,246.0,246.0,243.495870596848,243.005488758015,243.0,245.0,247.0,248.0,249.0,250.0,250.0,248.054340022371,247.0,246.0,300.0,245.0,246.0,Mid-Depth
17.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid-Depth
18.0,305.0,306.0,321.0,319.0,245.0,246.0,246.0,247.0,244.0,244.035719946305,243.0,241.971287066321,241.0,242.0,245.0,244.0,247.0,247.152926885544,248.0,247.0,247.0,243.0,244.006061594944,242.0,242.0,243.028557801051,245.0,247.0,248.0,248.0,249.0,249.0,246.0,246.0,246.0,242.971689476706,243.0,243.0,245.0,247.0,248.0,249.0,250.0,250.0,248.0,246.984753115167,246.0,300.0,245.0,246.0,Mid-Depth
18.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid-Depth
19.0,305.0,306.0,321.0,319.0,245.0,246.0,246.0,246.999249370384,244.027105187414,243.614307693732,243.0,242.81208111379,241.0,242.0,245.0,244.0,247.0,247.896446550609,247.991200151684,247.070824854417,247.0,243.0,243.787307521914,242.030944536144,241.978621682416,243.000166118973,245.0,247.0,248.0,248.0,249.0,249.0,246.0,246.0,246.0,243.0,243.0,243.0,245.0,247.0,248.0,249.0,250.0,250.0,247.951103278913,247.444956270967,246.0,300.0,245.0,246.0,Mid-Depth
19.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mid-Depth
20.0,305.0,306.0,323.0,319.0,245.0,246.0,246.0,246.981581923243,243.303784255765,243.092217019262,243.045920343546,243.010583829046,241.0,242.0,245.0,244.001910201022,247.0,248.010028350701,248.228526301331,248.002689877375,249.0,243.0,242.961016322134,241.371546215094,242.291514066563,243.000019222596,244.961020962961,247.0,247.966744784396,248.0,249.272690967136,248.988852308621,246.0,246.0,246.0,243.0,243.0,243.0,245.0,246.992019818781,248.0,249.0,250.0,249.980022155633,249.507786470251,248.022346022614,245.978648039722,300.0,245.0,246.0,Mid-Depth
21.0,305.0,,322.0,320.0,245.0,246.0,245.961899770527,246.943198366781,242.986697355981,243.047907879691,242.514281474545,242.996493490699,240.993765961458,242.0,245.0,244.948161770714,247.0,248.0,248.939248340666,248.146625021657,250.0,243.0,242.996446838586,240.973412318425,242.886867175929,243.0,245.868333819508,247.0,248.214761578483,248.0,250.035617133227,249.031667041538,246.0,245.970075301598,246.0,243.0,243.0,243.0,245.0,247.24141135231,248.0,249.0,250.0,250.834342121516,250.173814601373,248.0,246.193597988755,300.0,245.0,246.0,Lower Photic
21.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Photic
22.0,305.0,306.0,323.0,322.0,245.0,246.0,246.609514188217,246.900823803901,243.0,243.924262305763,241.919188077675,243.086251103261,241.169613383681,242.0,245.0,245.000273154683,247.0,248.0,249.757934491869,248.975971672686,250.0,243.028823859493,243.100849039718,241.463608806927,244.027508690691,243.0,246.0,246.96464137576,248.953274699831,247.944395001691,249.998161011106,249.760619665322,246.0,246.46360262383,246.0,242.954021160902,243.0,243.0,245.0,248.044097971144,248.0,248.997050720287,250.0,251.000716989606,251.285736357232,247.981387038489,247.222195277407,300.0,245.0,246.0,Lower Photic
22.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Photic
23.0,306.0,306.0,325.0,324.0,245.0,246.0,247.022105100233,247.148072263392,243.0,243.956850892961,242.449803236414,243.829508170609,241.309302661897,242.0,245.0,245.020243022542,246.960072252529,247.966943232671,250.002887092462,249.003060753986,250.0,244.489018749475,244.003243143311,242.038857603924,245.059283328699,243.0,246.0,247.773052219729,249.0,248.816310066256,250.224731930313,250.004367988039,245.969651069865,247.1929475887,246.0,244.058507736988,243.0,242.990488352138,245.0,248.0,248.0,249.002773842508,250.0,251.05389464762,252.051286731954,248.837357502765,247.979675517829,300.0,245.0,246.0,Lower Photic
23.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Photic
23.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Photic
24.0,306.0,306.0,325.0,324.0,244.960075331969,246.0,247.0,247.631240575549,243.0,244.532057198522,243.184432684272,244.782457492604,241.263931922692,241.97510278506,245.0,245.25194519241,247.636791705607,248.572059504468,250.0,249.053481929669,251.0,244.9907366107,244.145825194404,241.971197544974,245.398541188212,243.0,246.0,248.002596274638,249.0,249.000556480283,251.040517663012,250.178286714431,246.526208652724,247.898077773101,245.981486269865,246.083508996325,243.0,243.107351799335,245.0,248.0,248.0,249.398993713638,250.0,251.765463935387,252.044761917873,250.010718108252,248.807305431471,300.0,245.0,246.0,Lower Photic
25.0,306.0,306.0,325.0,326.0,245.572696851364,246.0,247.0,248.48528350997,242.966500291958,245.035176802674,243.843579970639,244.543795729145,240.952674263918,242.794615214553,245.0,246.01508488634,248.029059946685,249.027110056282,250.0,249.873626602794,252.0,250.950714412014,245.298767694726,242.989518299428,246.025826477698,243.0,246.0,248.0,249.0,249.0,251.022430213091,250.967339328157,247.03793140992,248.967207251265,246.255399472194,246.916878346335,243.0,244.010841570299,245.0,248.0,248.0,249.940309641467,250.0,251.966202163615,254.043611813902,253.152081044794,248.900661810173,300.0,245.0,246.0,Lower Photic
26.0,307.0,306.0,326.0,326.0,247.297902806029,245.962914624325,247.0,249.387414626579,243.293391209217,245.851141326842,245.721165025123,243.766618007491,241.769213540601,243.006089934635,245.0,246.0,248.0,249.0,250.0,250.018102222837,252.0,252.0,246.006958336639,244.194495172845,246.248320448568,243.0,246.0,248.0,249.0,249.0,252.024197169832,251.647903917302,248.771910774618,248.950623468563,247.042431496816,247.676232166944,243.0,244.205560656535,245.0,248.0,248.0,250.010096796737,250.0,252.607350928238,254.982140040702,253.455520123313,250.643706195182,300.0,245.0,246.0,Lower Photic
26.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Photic
27.0,306.0,307.0,326.0,326.0,251.608033297853,246.777690451517,247.0,250.315832915818,245.587695088792,247.455454114729,248.155298042246,244.638547354485,241.993834340237,242.955075881221,245.0,246.0,248.0,248.993109860558,249.996323226147,249.970924992836,252.0,252.0,247.407566074374,245.768799956489,246.992758315103,243.0,246.0,248.0,249.0,249.0,251.97738888221,251.958770691027,250.441857963221,249.836867380556,247.0,247.990745033093,243.019197439123,245.63850676451,245.0,248.0,248.0,250.0,249.962107102535,253.01414821134,255.0,254.041488910419,252.900842224621,300.0,245.0,246.0,Lower Photic
27.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Photic
27.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lower Photic
28.0,306.0,307.0,326.0,326.0,253.980073362265,247.034139157096,247.0,251.065844019952,246.110606550887,248.146363875718,250.656670294604,247.520801655027,242.336384687181,243.825390409036,245.0,246.0,248.0,249.266168266706,250.16113447514,250.4280799771,252.0,252.001264905127,250.99841322435,247.283118423557,247.064843124602,242.988952841056,246.0,248.0,249.0,249.0,252.422806033912,252.486469216534,252.03480334335,250.168685292752,247.018878650475,248.454185879539,243.243131863927,245.984855454743,245.0,248.0,247.998964652384,250.0,250.687547659161,253.24042362586,255.0,254.0,254.378332700974,300.0,244.99025737292,246.0,Lower Photic
29.0,307.0,307.0,325.0,326.0,254.031210432816,247.936786371182,247.0,251.502390235699,247.675344490304,248.989755362179,252.302681926721,250.137593230222,243.038010823698,243.982093453066,245.0,245.978262583662,248.0,250.055107671531,250.758560338006,251.05567768826,252.0,252.008811938663,251.862029824321,248.270682947383,248.635613999419,242.90144199395,246.0,248.0,249.0,249.0,253.036657573923,253.05159086186,252.0,251.012251237009,247.981155103947,250.150065875145,243.080243327128,247.383085551861,245.0,248.0,248.094334916157,250.0,251.413289764099,254.054835853759,254.998476541751,254.0,255.062782404483,300.0,245.360484116809,246.0,Lower Photic
30.0,309.0,307.0,325.0,326.0,253.715765529652,248.658023213922,247.0,251.539296443467,250.2708148785,250.019163416208,253.012033855586,253.08449381607,243.016356550995,244.355122369626,245.0,246.338528584895,248.0,250.0,251.001924816054,251.0,252.0,251.295570008261,252.951882978989,249.435615228797,252.129630602815,243.042089168598,245.995231313929,248.0,249.0,248.941023351607,253.0,253.033753694791,252.0,251.163807996289,248.554750537081,251.027306722249,243.712626597745,248.98672221765,245.0,248.0,248.960471631454,249.998843097447,251.966715997785,254.0,255.031830695835,253.99019953969,255.749878273338,300.0,246.041473313704,245.979301834914,Lower Photic
31.0,309.0,308.0,325.0,326.0,252.89310779462,251.704847807994,247.0,251.396415734576,251.017930114623,250.844451516514,253.0,253.0,243.902302876804,245.047135203768,245.0,246.990184079829,248.0,250.0,251.118251324937,251.0,252.0,250.986634899359,252.873850205438,251.927697011047,252.006002683605,243.594281118055,246.072943785696,247.99145404353,249.0,249.819245735192,253.011786153141,252.611890458928,252.0,251.813637138969,254.140437884092,252.220148061586,243.798771979569,249.002210688559,245.0,248.0,249.002869986689,249.969367148193,252.816024132841,254.0,255.955172846497,254.295973920617,256.042054180694,300.0,246.0,246.348456699344,Deep
32.0,309.0,309.0,325.0,326.0,251.828443971192,252.021271210267,247.0,251.158183369513,251.81933999989,251.090872171158,253.0,253.0,244.871680898498,245.0,245.0,247.001402851307,248.0,250.0,252.044078869392,251.0,252.0,251.0,253.008725199972,252.82559413086,251.971607288185,244.550402976708,246.900407637222,248.353646311122,249.0,250.004678922727,252.484135557534,251.942829234918,252.017253700509,251.978726891868,254.79090330674,253.035485266389,247.609258899734,248.996650717009,245.0,248.0,249.0,250.348086431663,253.003339487916,254.05684560485,256.001362193682,255.061152283999,256.0,300.0,246.0,247.002590261712,Deep
33.0,308.0,310.0,325.0,326.0,250.695216818275,252.0,247.0,251.001039345443,252.028305038885,251.879573993998,253.03503259674,253.0,252.770351198017,244.978070019975,245.0,247.0,248.0,250.0,252.0,251.0,252.0,251.0,253.013390463559,253.484141387542,252.272228267829,246.007246165234,247.005118203849,249.043466332273,249.0,250.0,251.940691884,251.956668895393,252.915153680564,252.917449698499,252.420064770915,253.395651911345,251.684002064997,249.826949729389,244.978194759208,248.0,249.0,250.988836267802,253.0,253.614953977715,255.994106368443,255.0,256.0,300.0,245.99986746785,247.0,Deep
34.0,308.0,,325.0,326.0,250.059455126233,251.921974729609,246.994883466411,250.949682124526,252.050748412269,252.021081329102,252.372343887265,253.0,253.894894859712,245.433284315219,245.0,247.0,248.0,250.0,252.0,251.0,252.0,251.0,252.6632835459,253.121271396289,253.021299277591,247.699909161023,247.0,249.0,249.0,250.0,251.019420438754,252.352666416428,253.0,252.853184980474,251.971638068869,253.998530357513,251.970550977135,250.25974980645,245.564393911085,248.0,249.0,251.004110644536,253.0,252.948867033907,255.275121262799,255.0,256.0,300.0,246.019758075607,247.0,Deep
35.0,308.0,310.0,325.0,326.0,249.985441486091,251.060105075983,247.258307256346,250.99711372542,251.303542561768,252.0,251.970241221749,252.977477124815,254.632819312698,246.043767280449,245.0,247.0,248.0,250.0,252.0,251.0,252.0,250.940912759033,251.947821936777,253.111754817206,253.0,249.581868655674,247.0,249.0,249.0,250.0,250.584873890905,253.009106725587,253.0,251.966654133112,252.082815818268,254.000325631392,251.980251563348,251.632568794851,246.062359331817,248.0,249.0,250.993645429651,253.0,253.0,254.983652332558,255.0,255.958039025319,300.0,246.969299066445,247.0,Deep
36.0,308.0,310.0,325.0,326.0,250.0,251.048250868303,248.034728354019,251.009888962515,250.977954951902,252.0,252.0,253.399009270174,255.017957167844,246.327884837712,245.0,247.0,247.95605002029,250.020879181272,252.0,251.0,252.0,251.659028377173,252.0,253.0,253.068405922644,251.579012954845,247.0,249.0,249.0,250.0,249.961160999683,253.008332788728,253.0,251.084573998347,253.002093154997,254.0,252.380943711506,252.667580075023,246.0,248.0,249.0,251.020753072484,253.0,253.0,255.0,255.0,256.331165097856,300.0,247.152024972154,246.946204395884,Deep
37.0,307.0,310.0,325.0,326.0,250.0,250.321478873002,248.0,251.019571246561,251.0,252.0,252.0,254.05224614263,255.0,247.978675214109,245.0,247.0,248.730056887404,249.364674736191,252.0,251.0,252.0,252.026134062674,252.0,253.0,253.925567786994,253.150040270403,247.0,249.0,249.0,249.936685169612,250.0,253.0,253.0,251.0,253.00086799313,254.0,253.023895633321,253.292358738711,246.0,248.0,249.0,251.290940071956,253.0,253.054927226378,255.0,255.0,257.037130761365,300.0,247.976253921924,247.778049636396,Deep
38.0,,311.0,325.0,326.0,250.0,249.976929764115,248.0,251.056591307477,251.0,252.0,252.0,254.0,255.006529516375,248.832253283872,245.0,247.0,249.018296803646,248.978992118839,252.0,251.0,252.0,252.0,252.0,253.0,254.0,254.073020704238,247.0,249.0,249.0,250.741989442402,250.015256143746,253.0,253.0,251.0,253.0,254.0,253.446796887067,254.647044201836,246.0,248.0,249.0,251.748427443074,253.0,252.51921457399,255.0,254.974502375493,257.010708847943,300.0,250.487333322124,247.956187160303,Deep
39.0,306.0,311.0,325.0,326.0,250.0,250.0,248.0,250.911233426499,251.070223989032,252.0,252.0,254.0,254.834901835337,250.847819353386,244.991944522627,247.0,249.0,249.0,252.0,251.0,252.0,252.0,252.0,253.0,254.0,254.165724112489,247.0,249.0,249.0,251.000819519484,249.626208680372,253.0,253.038567027364,251.0,253.0,254.0,254.048137618244,255.060740080244,246.0,248.0,249.0,252.040003861107,253.0,251.948397725511,255.032231810602,254.203709271679,256.297252466521,300.0,255.827031670923,248.874582411572,Deep
40.0,306.0,310.0,326.0,326.0,250.0,250.0,247.998921041073,250.651722028162,251.982181981671,252.0,252.0,254.0,254.977834971171,251.501546391815,245.056815192828,247.0,248.959941788647,249.0,252.0,251.0,252.0,252.0,252.0,253.0,254.0,253.907878388389,247.0,249.0,249.0,251.0,249.002328303031,253.0,252.341317605652,251.0,253.0,254.0,254.0,255.026002187276,246.0,248.0,249.0,252.0,253.0,252.0,254.513661515968,253.991202400087,255.97831473088,300.0,254.890017838046,249.987044922451,Deep
41.0,306.0,310.0,326.0,326.0,250.0,250.0,248.128070370509,250.317797166664,252.0,252.0,252.0,254.0,254.927387657997,252.761362511955,245.695092878366,247.0,249.672127965592,249.0,,251.0,252.0,252.0,252.0,253.025603177922,254.0,253.515048029922,247.0,249.0,249.0,251.0,249.437371448259,253.0,251.965602797056,251.0,253.009752003762,254.0,254.0,254.871877834415,245.983309137749,248.0,249.0,252.0,253.0,252.0,253.933421028315,254.0,255.859140867901,300.0,253.978365906594,251.127445339172,Deep
