depth,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,depth_group
42.0,306.0,310.0,325.0,326.0,250.0,250.0,249.027135972089,250.068144517234,252.0,252.0,252.0,254.0,254.030848056115,253.016994523762,246.153169335346,247.0,250.881874601433,249.0,,251.0,252.0,252.0,252.0,252.600851038557,254.0,253.150903382066,247.0,249.0,249.0,251.0,250.025491475181,253.0,252.0,251.0,252.446457101854,254.0,254.0,254.265739410913,246.29908510225,248.0,249.0,252.0,253.0,252.0,254.0,254.000584658656,255.070447984622,300.0,254.0,252.041331756215,Deep
43.0,306.0,309.0,325.0,326.0,250.0,250.0,249.0,249.960018103421,252.0,252.0,252.002435400121,254.002131672512,253.997804128215,253.0,247.274675521902,247.0,251.000721609472,249.000516549393,,251.0,251.0,252.0,252.0,252.206612402455,254.0,252.763363289892,247.0,249.0,249.0,251.0,250.0,253.0,252.0,251.0,251.944501203745,254.0,254.0,253.987295312327,246.994828016662,248.0,249.0,251.998286491804,253.0,252.0,254.0,253.847338331553,255.045901447746,300.0,254.0,252.826361970232,Deep
44.0,306.0,309.0,325.0,326.0,250.0,250.0,249.0,249.955131165492,251.972674288536,252.0,252.006323714311,253.984543249242,254.0,253.0,247.667457789085,,251.0,248.974624871992,,251.0,251.0,252.0,252.0,252.923839398295,254.0,252.391617332972,247.0,249.0,249.0,251.0,250.0,253.0,252.005420564222,251.0,252.0,254.00568657494,254.0,254.0,247.001782703782,248.0,249.0,251.957028021083,253.0,252.0,254.005854657611,252.977898582404,254.365249437935,300.0,254.0,253.84990658569,Deep
45.0,306.0,308.0,324.0,,250.021253028402,250.044625739487,249.0,249.999836245582,251.143235152142,252.0,251.178797683555,253.250693860475,254.0,253.0,247.979645813538,,251.0,248.065716420634,,251.0,251.0,252.0,252.0,252.111841044339,254.0,252.127039818646,247.0,249.0,248.963351144745,251.0,250.0,253.007418839519,251.411002322218,251.0,252.0,253.737902004807,254.0,254.0,247.0,248.0,249.054361048332,252.371209577238,253.0,252.064787992475,253.615756934978,252.80652367947,253.987297679543,300.0,254.0,254.0,Deep
46.0,306.0,307.0,324.0,,249.649374361424,249.604332092648,249.0,,250.979759121,252.0,250.903698906747,252.986788045073,254.03546276337,253.0,248.072369059383,,251.0,247.997967818006,,,251.0,252.0,252.0,252.0035151175,254.050290544045,251.977938146708,247.0,249.0,249.282478598388,251.0,250.0,253.014431815844,250.976981448619,251.0,252.01010701257,252.970217612812,254.0,254.018149475307,247.0,248.0,249.921025059158,252.99930853388,253.0,251.276973494955,252.990066688742,251.941388459341,253.567757082726,300.0,254.0,254.0,Deep
47.0,306.0,307.0,324.0,,248.996966782636,248.964531032781,249.0,,,252.019735497437,,253.0,,253.053750571478,248.829312373797,,251.0,248.0,,,,252.0,252.0,251.892062868622,253.675039226784,251.966555093341,247.0,249.0,249.979953663328,251.0,249.964566853642,,251.073268862922,251.0,251.414939312036,253.0,254.0,253.411508500713,247.0,248.0,250.013065961079,253.000410553702,252.987667581469,250.962327768845,253.054441231626,,252.989053603062,300.0,253.900317172687,254.0,Deep
48.0,306.0,307.0,324.0,,248.995442096391,249.0,,,,251.470650061275,,253.0,,,249.094206306341,,,,,,,,252.0,251.098199368154,252.957516216809,,246.99928859957,249.0,250.015358903117,,250.832777436892,,250.384453781702,251.0,250.992995016353,253.0,254.017927755175,253.053976640356,247.0,,250.0,252.968783945324,253.322953683319,251.0,251.307914539673,,252.694355335251,300.0,252.660826665031,254.022421693249,Deep
49.0,306.0,,,,,,,,,,,,,,249.845604967333,,,,,,,,252.0,,253.0,,247.011627970295,249.0,250.0,,,,249.530609126503,251.0,,,253.835984489336,252.431860934991,247.0,,,253.194522462557,254.077726865776,251.0,,,251.564243534297,300.0,251.963329973397,253.662080321144,Deep
50.0,306.0,306.0,323.0,,,,,,,,,,,,,,,,,,,,252.0,,253.0,,,,,,,,,,,,,,247.0,,,253.890596235021,,,,,,,,,Deep
51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep
52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep
53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep
54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep
55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep
56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep
57.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep
58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Deep
