depth,2014-02-19,2014-03-26,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-04-14,2015-05-05,2015-06-09,2015-07-15,2015-08-11,2015-09-09,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-01,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2016-12-05,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-09-12,2018-10-10,2018-11-14,2018-12-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2020-01-23,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05
11.0,N/A,227.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,319.0,318.0,245.0,245.0,245.0,246.0,245.671771788008,247.0,244.0,244.0,243.0,240.042053971126,240.0,242.0,243.0,245.0,246.0,247.0,248.0,247.0,245.0,244.0,244.0,242.0,240.956583537107,242.0,244.0,246.0,247.0,248.0,249.0,247.000342322472,246.0,245.0,246.0,244.0,242.0,241.0,244.0,246.0,247.0,248.0,249.0,250.0,249.0,247.0,246.0,300.0,244.0,244.0
11.88,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
12.0,N/A,227.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,319.0,318.0,245.0,245.0,245.0,246.0,246.020068394972,247.0,244.0,244.0,243.0,240.002401696037,240.0,242.0,243.0,245.0,246.0,247.0,248.0,247.0,245.0,244.0,244.0,242.0,241.036457271014,242.0,244.0,246.0,247.0,248.0,249.0,247.0,246.0,245.0,246.0,244.0,242.0,241.0,244.0,246.0,246.999149780522,248.0,249.0,250.0,249.0,247.0,246.0,300.0,244.0,244.0
12.9,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,319.0,318.0,245.0,245.0,245.0,246.0,246.000910560952,247.0,244.0,244.0,243.0,240.0,240.0,242.0,243.0,245.0,246.0,247.0,248.020451602915,247.0,246.0,244.0,244.0,242.0,241.561741700562,242.000000000001,244.0,246.0,247.0,248.0,249.0,247.0,246.0,245.0,246.0,244.0,242.0,241.0,244.0,246.0,246.971887280828,248.0,249.0,250.0,249.0,247.0,246.0,300.0,244.0,243.989586177523
13.91,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
14.0,N/A,227.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,320.0,318.0,245.0,245.0,245.0,246.0,246.0,247.0,244.0,244.0,243.0,240.0,240.0,242.0,243.0,245.0,246.0,247.0,247.95666869894,247.0,246.0,244.0,244.0,242.0,242.01254355521,242.0,244.0,246.0,247.0,248.0,249.0,247.0,246.0,245.0,246.0,244.0,242.0,241.0,244.0,246.0,247.090565482226,248.0,249.0,250.0,249.0,247.0,246.0,300.0,244.0,244.012685179897
15.0,300.0,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,320.0,318.0,245.0,245.0,245.0,246.0,246.0,247.0,244.0,244.0,243.0,240.0,240.0,242.0,243.0,245.0,246.0,247.0,247.370033586848,247.0,246.0,244.0,244.0,242.0,242.022649137609,242.0,244.0,246.0,247.0,248.0,249.0,246.980644317599,246.0,245.0,246.0,244.0,242.0,241.0,244.0,246.0,247.673559275322,248.0,249.0,250.0,249.0,247.0,246.0,300.0,244.0,244.484677718419
15.88,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
16.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,320.0,318.0,245.0,245.0,245.0,246.0,246.0,247.0,244.0,244.0,243.0,239.966698699926,240.0,242.0,243.0,245.0,246.0,247.0,246.955577202931,247.0,246.0,244.0,244.0,242.0,242.0,242.0,244.0,246.0,247.0,248.0,249.0,246.995699838889,246.0,245.0,246.0,244.0,242.0,241.0,244.0,246.0,248.040188868607,248.0,249.0,250.0,249.0,247.0,246.0,300.0,244.0,244.984661288306
16.83,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
17.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,320.0,N/A,245.0,245.0,245.0,246.0,246.0,247.0,244.0,244.0,243.0,240.251645127071,240.0,242.0,243.0,245.0,246.0,247.0,246.991845634743,247.0,246.0,244.0,244.0,242.0,242.0,241.997284168097,244.0,246.0,247.0,248.0,249.0,247.490067419761,246.0,245.0,246.0,244.0,242.0,241.0,244.0,246.0,248.00939759859,248.0,249.0,250.0,249.0,247.0,246.0,300.0,244.0,245.018985636278
17.79,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
18.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,304.0,304.0,320.0,319.0,245.0,245.0,245.0,246.0,246.0,247.0,244.0,244.0,243.0,240.895082850824,240.0,242.0,243.0,245.0,246.0,247.0,247.0,247.0,246.0,244.0,244.0,241.96734844212,242.0,241.988205915898,243.98365938723,246.0,247.0,248.0,249.0,247.985547206243,246.0,245.0,246.0,244.0,242.0,241.0,244.0,246.0,248.0,248.0,249.0,250.0,249.0,247.0,245.999795516115,300.0,244.0,245.000054911834
18.75,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
19.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,320.0,319.0,245.0,245.0,245.0,246.0,246.0,247.0,244.0,244.0,243.0,241.025168087717,240.0,242.0,243.0,245.0,246.0,247.0,247.0,246.976879448455,247.0,244.0,244.0,242.060022099721,242.0,241.984376233251,243.96282541643,246.0,247.0,248.0,249.0,248.003943929862,246.0,245.0,246.0,243.998358677117,242.0,241.0,244.0,246.0,248.0,248.0,249.0,250.0,249.0,247.0,245.9712184259,300.0,244.0,245.0
20.0,300.0,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,303.0,304.0,320.0,319.0,245.0,245.0,245.0,246.0,246.0,246.664673637375,244.0,244.0,243.0,240.997081206733,240.0,242.0,243.0,245.0,246.0,247.0,247.0,247.097693659868,247.0,243.941798183069,243.951291256451,242.364910066387,242.0,241.955110713398,244.448352629055,246.0,247.0,248.0,249.000381003413,248.105392755526,246.0,244.977276225845,246.0,243.944086307401,242.0,241.0,244.0,246.0,248.0,248.0,249.0,250.0,249.0,246.990452060004,246.086736879933,300.0,244.0,245.0
20.74,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
21.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,304.0,304.0,320.0,319.0,245.0,245.0,244.999304691429,246.0,246.0,248.535275689638,244.0,244.0,243.0,240.950569382875,239.971642330706,242.0,243.0,245.0,246.0,247.0,247.0,247.700412795652,247.0,244.347203346177,244.169693007703,242.612146894013,242.0,241.907997375319,245.004428866725,246.0,247.0,248.0,249.024496983259,248.636971952604,246.0,244.991353377607,246.0,244.213755755811,242.0,241.0,244.0,246.0,248.0,248.0,249.0,250.003113908838,248.984641169275,246.949214555586,246.688845240014,300.0,244.0,245.0
21.85,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
22.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,304.0,304.0,320.0,319.0,245.0,245.0,244.989939035959,246.0,246.0,252.561494872717,243.997783886452,244.0,242.990612618197,241.383083235407,240.064786767052,242.0,243.0,245.0,246.0,247.0,246.985448314391,248.035934294839,247.0,244.754144485954,244.839544090051,242.929594464561,242.0,241.927250027105,245.027730216675,246.0,247.0,248.0,248.944257245281,249.000351054724,246.0,245.545019486337,246.0,244.84759203468,242.0,241.0,244.0,246.0,248.0,248.0,249.0,250.0240709882,248.998943210601,247.410614253452,247.053554778311,300.0,244.0,245.0
22.8,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
23.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,304.0,305.0,321.0,321.0,245.0,245.0,244.974413810255,246.0,246.0,253.671547147176,243.879404962533,244.0,242.976744503947,241.970263517773,240.74592925589,242.0,243.0,245.0,246.0,247.0,247.004357941974,248.000433431379,247.0,246.387082423656,245.02413039019,242.976582172442,242.0,241.956817894989,245.0,246.0,247.0,248.0,248.3787794695,249.011149502468,245.959033930068,246.014459176587,246.0,245.519422408172,242.0,241.0,244.0,246.0,248.0,248.0,249.0,249.4676694014,249.311768261936,247.987765125051,247.0,300.0,244.0,245.0
24.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,223.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,304.0,305.0,321.0,321.0,245.0,245.0,244.959016212187,246.0,246.0,252.836658348376,244.332803504028,243.982399073799,243.286184652932,242.009297242214,241.053895672768,242.0,243.0,245.0,246.0,247.0,247.524431419658,248.0,248.0,249.788200156538,245.112002969562,243.235561426416,241.985316161626,242.015352119886,245.0,246.0,247.0,248.0,247.962438624532,249.00014542594,246.125185070441,245.982972094442,246.0,245.992003058156,242.0,240.996064002315,244.0,246.0,248.0,247.982390306957,249.0,248.889311631439,249.789513990806,247.988232432718,247.0,300.0,244.0,245.0
24.62,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
25.0,300.0,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,224.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,304.0,305.0,322.0,321.0,244.930936014714,245.0,244.950033439623,246.0,246.0,251.277931748807,247.980890244974,244.051381643811,243.829343942449,241.999712959068,241.0,242.0,243.0,245.0,246.0,247.0,248.021224561888,248.0,248.0,250.313063788338,245.691606443907,244.353864666574,242.001249984948,242.1860205799,245.0,246.0,247.0,248.0,247.988568412079,249.0,246.554968940345,245.954949269558,246.0,245.978118587537,242.0,240.950189223339,244.0,246.0,248.0,248.03451618798,249.0,249.327142535349,250.00344266635,248.0899905847,246.992765596087,300.0,244.0,245.0
25.66,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
26.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,224.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,304.0,305.0,321.0,321.0,245.213403940118,245.0,244.953851243675,246.0,246.0,249.170917244657,251.020429794119,244.656943989694,244.0000452475,241.947315926068,240.957308543804,242.0,242.997212336613,245.0,246.0,247.0,247.98697958173,248.0,248.0,249.803974061923,246.777681282661,245.078527456386,242.420051415361,242.447658706877,245.0,246.0,247.0,248.0,248.0,249.0,247.727587536837,246.983838516025,245.994528590243,246.057032779505,242.0,241.219903317286,244.0,245.94746471856,248.0,248.536442039764,249.0,249.979337720642,250.010256184613,249.130905121803,247.00164927455,300.0,244.0,245.0
26.68,300.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
27.0,N/A,226.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,227.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,N/A,N/A,N/A,N/A,304.0,305.0,321.0,321.0,249.671366218088,245.0,244.970753023796,246.0,246.0,247.432502753462,251.111565353485,245.505776389298,243.905028146551,242.119941156875,241.134140280196,242.0,243.007743739416,245.0,246.0,247.0,247.981778977551,248.0,248.0,249.187724186669,247.886793609832,245.787850295179,243.237898203811,242.781100297281,245.0,246.0,247.0,248.0,248.0,249.0,249.944852448761,247.922531526158,245.918730331657,246.76876000698,242.0,241.792313091777,244.0,246.285829533709,248.0,248.990862462406,249.0,250.029673308587,250.00015634071,250.242260666934,247.344007360381,300.0,244.0,245.0
