depth,2014-02-26,2014-03-26,2014-04-22,2014-06-24,2014-07-23,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2018-01-11,2018-02-07,2018-02-28,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-01-23,2020-02-11,2020-03-10,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-11-14,2023-12-05
24.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.272253364032254,0.247395598150803,0.292516437972138,0.359264784383147,0.718763080066413,N/A,2.81364984394743,0.459021021009154,0.407564219494769,0.996474283451484,0.445131112571143,0.350686755967297,0.220645421304841,0.395779820364271,1.92729796814953,3.49986066514047,0.517336775257337,0.471782904509615,0.736802192247895,0.372741698319556,0.494452994803303,0.41748169161673,1.04646425491368,4.16203629029248,4.77638421997213,1.070643472515,0.465361791638734,0.486756922976179,0.44299478822588,0.312770689407497,0.37090514667846,2.75145201456467,3.54816262575611,1.38877052020614,1.61928884888589,2.40997501425431,0.574155628924044,0.605086490473075,0.390190663406139,0.250955090775905,0.247984109349723,0.350685435243749,N/A,2.3531233992881,0.492001695555972,0.448169753542302,3.63494538680759,1.1793349679731,1.54270282943886,0.626844924115876,0.387321013624135,0.337897453344721,0.28385473979607,0.241809297742387,0.293460875304889,0.371844689386738,2.38704093358044,1.77408501049736,1.92772188380129,0.634870325721271,0.467767523509904
25.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.309741474244117,0.220513717226006,0.293222445357662,0.378107876732759,0.693587857762521,N/A,2.03874590617541,0.529526362864946,0.409582667890463,0.870190906847386,0.444734557927354,0.397930593134678,0.190783191035536,0.349201325860961,1.90729393532605,3.36295478696077,0.691282974047621,0.534596505135191,0.715305774958154,0.414843253495007,0.369757026347788,0.40441648513468,0.978517056896827,5.7217193703191,5.01646123779831,1.18260699736611,0.479341345788725,0.458499414696042,0.416549933281049,0.308424970078012,0.36389266426106,2.7816081609232,2.5448398963475,1.31443273008809,2.02662691779865,3.26950902127215,0.611277243654044,0.617163356885753,0.412303154275996,0.241503728104349,0.253481695282656,0.333601121507103,N/A,1.29294937118125,0.537752142180604,0.469612368254712,3.7447980612709,1.2358868538666,1.45548180014647,0.596925142864489,0.407816442600956,0.359840902911722,0.257278829862887,0.27823576957781,0.399041262137499,0.355183480811367,2.03660594861463,1.72774685216354,1.70274556604085,0.673053752545044,0.45820130650186
26.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.297388049542068,0.246742493272675,0.345287425612939,0.392243117926981,0.484532969681162,N/A,1.12608272229468,0.487634679686826,0.405536422504371,0.613750687161194,0.42424862746332,0.458956123021409,0.17499476321209,0.296585416296513,1.75050413875117,4.52537430286225,0.773492012425352,0.719747705047373,0.759093542988095,0.460411573093173,0.325239619612806,0.384492115472014,0.953236520843195,5.79817912518331,4.96151208508387,1.34739026665642,0.540019169389067,0.427616204754933,0.410162350959911,0.307983784859013,0.368635804686509,3.64547926545435,1.33913721611326,1.3075929202058,2.24607038801438,4.60856762708905,0.716439572126268,0.645953679442009,0.381988443778575,0.287887201462923,0.257647856048796,0.325121632808505,N/A,1.18466413451058,0.537237766368761,0.509779136069697,3.40896620437225,1.06879028202357,1.58231281987366,0.599133684430656,0.43881820958926,0.353867215993593,0.269231782925071,0.284153296481624,0.907852018668757,0.340124385664111,1.62891643600187,2.10233256753324,1.13498139364181,0.717212777761186,0.436240894219693
27.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.300401831197815,0.243450303554797,0.326996044767382,0.350799514351106,0.35366891164403,N/A,0.772439390776677,0.326241927633661,0.408763140014632,0.446300265473881,0.41809546922947,0.419499641302935,0.208508281020541,0.266429464123902,1.58976472109166,5.67989126899391,0.684998115739719,0.772742820705867,0.850358052537254,0.426413365894143,0.332810958303623,0.371172116590459,0.949427936711145,5.04648607849322,5.06838759025389,1.21715120900816,0.475613751577891,0.448827925974297,0.418984265234524,0.3046687593912,0.340138593517371,4.07439929932601,0.926120989252087,1.34753786255757,1.9659638674027,5.36621114694582,0.659169883488675,0.587115508892196,0.362675638010969,0.377803735734434,0.237935710591881,0.351838947238535,N/A,0.931211832513334,0.524094936815375,0.508292531581617,2.75922203348876,0.917549982424941,2.08792768465728,0.581757122947379,0.429104217981731,0.334394080172438,0.287010180990323,0.264905582188895,0.994017104439863,0.372887789926764,1.41309802918025,1.82744222970694,1.01315305924484,0.707326543046655,0.48536410905923
28.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.345302817928715,0.229755651237414,0.272009821860742,0.304859899672186,0.308029234550689,N/A,0.683137453226156,0.288140138039294,0.397051052443574,0.431338672086632,0.437898669350697,0.351102494762788,0.263295535459699,0.252747892313743,1.4883073307773,5.30204302364342,0.581658542665092,0.785796345371258,0.790082421184989,0.455447731563136,0.309307567306614,0.36364329363894,0.819228311627777,3.3644378392596,4.8479426165526,0.946604356612048,0.423379900632804,0.465801935470879,0.456872325007287,0.296838343657878,0.304260925925348,3.90525479067008,1.08845199295979,1.56550091151788,1.6684188483759,4.98220549573856,0.578519505169867,0.614340711373063,0.38503108902479,0.435920063826444,0.221052129674338,0.395848622585859,N/A,0.627919388552876,0.653934438498436,0.485149015266726,3.4770075161218,0.851341052751689,1.96163605474076,0.543051521253497,0.437151626958628,0.348873932022081,0.306475185004293,0.277617231644032,0.551264717071943,0.438082064726957,1.30068617031138,1.05100085300075,0.836736053971693,0.660181022460531,0.464029999115902
29.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.29886152127144,0.289338308564218,0.288985322738384,0.285315198698842,0.265226659768366,N/A,0.742851917104838,0.339292093720992,0.336439076748795,0.490406176232676,0.440971787614926,0.388674149868018,0.216331141392899,0.243629959694351,1.60351372151673,4.28571781128914,0.549986622358809,0.874190802172155,0.661047357509898,0.417766496359665,0.318027613072208,0.365670076429887,0.790689079204891,1.87719809645638,6.59207194701033,0.858453559687056,0.440796686629669,0.436433448974107,0.442726983418801,0.292499134811825,0.305188534562618,3.06390739503612,0.994173072822702,2.04407624321115,1.49874143352356,4.13618075144666,0.696231367019138,0.794553809913962,0.394342771713679,0.460141863967682,0.214264930187757,0.376004854055383,N/A,0.424561052900718,0.685452849742647,0.483790493366917,4.96641298272719,0.688135954901205,1.00764047070565,0.563378788663601,0.448374618303419,0.380454823669263,0.288236077789164,0.2868889790552,0.420665126287604,0.455392237927006,1.33518544086449,0.834513511618806,0.629245406690251,0.635858959565845,0.421487175301922
30.0,2.0,2.0,2.0,9.0,1.0,1.0,2.66,3.0,1.0,1.0,0.255382134238963,0.312287601769605,0.274132525088312,0.270579125750302,0.237315476330895,N/A,0.67768218278615,0.365141626786445,0.266977845535104,0.469239499939446,0.413577578082131,0.403680009497122,0.177732838717018,0.241318052497773,1.79551490617046,4.93045139351557,0.554054707976558,0.913062553848633,0.597455278235864,0.491312775279595,0.347340993990944,0.371847253486346,0.930654720700463,1.29628107184054,8.63611801354603,1.07772074677874,0.454153565653209,0.450089431325491,0.387969975790031,0.289948046532129,0.333419571778122,1.90936464262102,0.641862131592342,2.06637832714551,1.37968685866429,3.57207749393624,0.844347737819526,0.865305703906983,0.362442823992421,0.472869831696983,0.214333610114837,0.302456337278634,N/A,0.426234822785383,0.774536630568315,0.503545739949358,4.49148241963997,0.579120451091452,0.368810555843921,0.635279790174681,0.422439955233274,0.38177231769783,0.246378390845632,0.261578472378331,0.4073764833919,0.408627301952036,1.3230850823081,0.924238841006297,0.569595095228744,0.615773414689538,0.417787644103144
31.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.252065332341205,0.282155205495288,0.258141402796451,0.262599068657567,0.243923691585108,N/A,1.00020511685097,0.514904184992481,0.278548521463182,0.372353469247818,0.391204919667358,0.400841664399723,0.185944373566872,0.251411122993764,1.92645053738396,5.34663690464491,0.589499576572926,0.897399463062132,0.464553907480505,0.436295664772253,0.32939602573329,0.381628142430178,1.02632880090141,1.22739951788948,7.18658788269321,1.32221916730442,0.429473091771936,0.557648363727063,0.365905459611333,0.306955399923401,0.375798423588768,1.6581963985649,0.434051511462817,1.51615929259586,1.26123414931222,3.04056319040991,0.847155050867935,0.79075565383902,0.356663124731344,0.420423595527232,0.222041125220856,0.254976659064185,N/A,0.50143135749035,0.924977918466475,0.54504359408509,3.43425800474989,0.92396513603331,1.08342741797676,0.646818041646873,0.402189122349101,0.384165375072839,0.251454126789509,0.241295918793717,0.40845107547417,0.407795037273502,1.28619253128351,1.14414269973513,0.462052303148276,0.56128852713418,0.435248757577905
32.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.284350430459658,0.266407833649384,0.286731610989191,0.277305460098175,0.267073424087055,N/A,1.60927946470659,0.827560546664198,0.334454388772869,0.3224161244384,0.384412902419463,0.378477282535318,0.206185797312258,0.250512107388181,1.96946001973728,4.19422044603397,0.641343759085293,0.925085114993856,0.348218022574336,0.376213567618033,0.3139720634066,0.38119611451739,1.06813167078544,1.4162814650228,4.4654241560486,1.38673221419873,0.42992645858385,0.56740105047082,0.340723078672176,0.327422161889923,0.382373709811804,2.0433450272074,0.342603516433125,1.17765944524535,1.14661618480215,2.3074190418093,0.753177906425392,0.719207614568688,0.370720946527383,0.322885526879834,0.218389827740159,0.236165939994855,N/A,0.457609701050541,0.945289717839687,0.60984656562031,3.38367253649773,1.89970372777994,4.76687558273717,0.613451417349229,0.405566568689618,0.384848277825154,0.275267305833815,0.241893862694185,0.611410702077624,0.421302640099316,1.08862965424458,0.998000738452897,0.378968418813731,0.561629833308278,0.456832141462267
33.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.272443912718924,0.246203997216047,0.286746240040646,0.312550833640732,0.294595321865647,N/A,2.91793770254774,0.954508170627008,0.39671217680905,0.412163555357209,0.394266647061971,0.387028506288015,0.236337541886891,0.244688736090712,1.79035041963286,3.99288275277282,0.593464558637535,0.921884085063293,0.415664639104954,0.386896053106045,0.357495526521457,0.381107630904365,1.02190094546949,1.64421343191639,2.68758521917358,1.20090795548953,0.47699583730696,0.49242444430586,0.334236565509091,0.31300973013134,0.342174851049252,1.72659195812376,0.246176146334452,1.30276205319551,1.09382690216108,1.71335144910188,0.800155439832474,0.707220148970466,0.399280568546838,0.265540782075867,0.200129890702354,0.248045717962547,N/A,0.428861370987022,0.907144857271891,0.604699205217396,3.15441471246392,2.91335186459425,6.01624351227139,0.663343378767938,0.420110087510468,0.381862413549626,0.321686512679484,0.260031397096138,0.60959298541171,0.370825898386685,0.898068285607277,0.741540559625866,0.376363467063824,0.719310863539847,0.447674506161958
34.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.246293665279484,0.242952630553428,0.263540105871628,0.302756869354818,0.314491038382369,N/A,5.78346320076997,0.899619543308033,0.390582161905794,0.678482878561932,0.46861878483139,0.428749012203264,0.186351178869422,0.254923616005696,1.49896899940637,3.22050584560107,0.499504485383793,0.761197737740654,0.53087731148066,0.430637318964849,0.369388079156649,0.380607068442517,0.859307877469125,1.62773076754178,1.43904564512643,0.970277283572564,0.504298774110359,0.450321876121867,0.377322156148189,0.300897713809154,0.292078067551786,1.05483054664733,0.290312517808903,1.34875272920531,0.922735929386458,1.72177486148966,0.902357875711806,0.697759976273779,0.413661470945439,0.251408554802386,0.323643698492564,0.265977705924729,N/A,0.509827980107751,0.82281298042904,0.554784375522298,2.05531665011833,2.82796459196469,2.94851561759687,0.736593859334852,0.427972467135143,0.381553644401791,0.353952868154219,0.308739400968148,0.415126351947569,0.320644775842785,0.714955517351579,0.804819281668507,0.417455892804778,0.985458982101996,0.459798699662675
35.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.254066661502457,0.255983089493298,0.223702626918648,0.287272722642698,0.256880947121377,N/A,7.83668999523836,0.790990878821929,0.345854833936554,0.656518752493581,0.565425066038254,0.397304058747783,0.165729666818204,0.261828328684421,1.38827855307016,1.18812067590735,0.429430295489479,0.624642636506942,0.502674283388325,0.432826382366058,0.366795945262773,0.374229288684842,0.807022458683573,1.40792486749346,0.956518059142409,0.961621703502066,0.537727526900068,0.447979892920383,0.368841613168521,0.306673323781978,0.261875538033474,1.19586871915009,0.60456718504526,1.35833656569896,0.688281850496421,1.97543471028536,0.944250403825422,0.622338595566397,0.412023961599819,0.244408137112049,0.394991050407134,0.273612428651121,N/A,0.507265325103915,0.814997640995457,0.514645340681948,1.13665324502446,1.95670466722506,1.07382571518959,0.66986400470081,0.412501630186576,0.38493121595049,0.345582607946975,0.350710629620711,0.313046082790998,0.324501881128424,0.679170049502628,0.78591144908741,0.442153356653218,1.19693907545768,0.504946045998896
36.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.230996750679809,0.262831166477996,0.227690661898528,0.311080000190771,0.216893602556927,N/A,6.92497109549656,0.57671747258958,0.361021832094637,0.421178549730976,0.534434401399722,0.360625225317498,0.186425030786066,0.253126363367167,1.54515127343136,0.526202401643373,0.497094454687044,0.645055214489415,0.454992721778367,0.453148489882415,0.419174045861556,0.370001407818801,0.854036831399077,1.1043740897007,0.891873298706889,0.979625626319005,0.560429721040488,0.453543340146909,0.332669322137978,0.309993846814956,0.271459818498054,1.96199588718106,0.956722230076656,1.48589835983856,0.620860865359819,2.1059189380499,1.06472672243323,0.567836873376012,0.477985157255699,0.240532112547525,0.293252924531185,0.299328260811427,N/A,0.481465173166835,0.810467550145906,0.469653923985431,1.17857417009167,1.53031365436131,0.894938609318298,0.575153162287316,0.400736078533842,0.40403293916039,0.292892234835583,0.319310255844617,0.218204772642172,0.349351381903167,0.701886052054581,0.661122034408677,0.432080395644275,1.6017374203096,0.547607968431526
37.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.319701247775966,0.249743584179813,0.231824576456869,0.336070348351291,0.252584100673659,N/A,4.23014350078677,0.463130880703667,0.494807759010278,0.34212218145433,0.438502833771336,0.383431593441102,0.177253394196087,0.235926190159302,1.63052340827204,0.519540883217238,0.679936174807761,0.651855048290089,0.460729924151487,0.412134593230991,0.41773659142834,0.369484286247005,0.84644433520924,0.884205593964893,0.789571924684084,0.885103345291184,0.551418580926374,0.446065603845057,0.343513608014946,0.320686081488189,0.293941041821101,2.321681992119,1.064958217678,1.60759579683094,0.619405827085463,2.13177608145725,1.0134273989228,0.580173437657934,0.578629946920142,0.241829270890298,0.229805549630714,0.308465887031769,N/A,0.477467261717273,0.787300128266622,0.397857161432656,1.31400378711817,1.4908762174014,0.891088623725764,0.578771311068161,0.387661011727343,0.432324563351901,0.272524271721308,0.256528529161928,0.200180887717676,0.320518857336985,0.808206305385737,0.921149428986843,0.399208391882897,2.13699260569708,0.49783262979377
38.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.265746975596596,0.233783326960943,0.214224385615736,0.352069183191997,0.262681142423664,N/A,2.71161808590551,0.584473653804685,0.474275241619426,0.261580523505891,0.391270104480637,0.413736678366603,0.200730140161831,0.227195611643633,1.44594923008449,0.567763297230577,0.765309173626541,0.582351991130268,0.435099596142158,0.429710482540319,0.36742974045124,0.368730760011499,0.741443439704156,0.916188979058192,0.642624683686618,0.775257678550529,0.633277562797379,0.437085861429409,0.340791674310469,0.318177284328209,0.293509406484037,1.35995773597862,1.04925419086039,1.68002116325808,0.525211788337916,2.17929168910241,0.758724404350366,0.620510717214742,0.695238479257562,0.258244352373402,0.253712246562871,0.290175498503038,N/A,0.494834568412797,0.925465580377116,0.393560987563822,1.42566484517554,1.33304372715799,0.90682310445931,0.588110531545578,0.354000428152307,0.419830199550079,0.382560704671921,0.243441499308165,0.188395220338507,0.324331332466668,0.829108128323698,1.06075552990434,0.458516812603625,2.30680018940988,0.406840722450062
