depth_group,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-11-14,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13
Surface,1.6242171444044364,111.39778541768987,17.397856156528658,19.296579377896943,17.01583138598362,16.045107405571283,11.312961499074754,13.72886481047503,16.19556971526598,13.966666666666669,12.699999999999998,11.300000000000002,7.666666666666667,9.166666666666666,3.1458333333333335,8.9,12.633333333333335,9.166666666666666,2.349322580645161,4.746566666666667,13.442566666666666,9.746766666666666,11.294280645161292,6.666933333333334,4.310517241379311,11.258214285714288,2.5198636363636364,6.269660714285714,21.848699999999997,19.566,10.254033333333334,79.03658817204301,9.295724137931035,17.9355,24.334774193548395,20.407548387096778,25.616966666666666,15.428387096774193,98.91700000000002,25.597096774193556,16.677685714285712,121.54270370370371,29.131600000000002,10.307758620689656,27.13751724137931,17.328058823529414,44.31336666666667,21.17775862068966,30.940678571428577,30.548448275862075,35.996684375,33.370900000000006,37.814424242424245,35.475727272727276,13.394645161290322,17.353178571428572
Mid-Depth,4.210283721927867,27.457972049828104,15.057415685632035,19.59648925497888,28.13274043151758,18.05283251402705,9.965518945042309,13.580805366384942,15.304648337741169,7.71,15.7,18.3,15.0,12.5,2.9375,4.9,7.3,6.5,1.998677419354839,6.195900000000001,9.4569,13.3701,21.112345161290325,10.6526,6.184655172413794,8.1525,,2.387517857142857,15.3267,11.957,19.674700000000005,42.50169999999999,1.7991724137931036,12.5005,17.672516129032257,24.61529032258065,9.6743,11.571290322580646,124.41969230769232,22.09064516129032,27.858257142857145,46.016333333333336,24.783600000000003,12.931551724137933,32.38510344827586,13.81129411764706,47.9367,41.04362068965517,38.31675,34.29672413793104,38.714184375,30.1099,50.002,53.26300000000001,18.30367741935484,16.188535714285717
Lower Photic,1.928460271171899,27.01148368085012,26.291529945935824,39.84040595800962,55.1309481135286,23.61268666051994,8.618076391009863,22.90855034406054,46.4868965511097,7.71,9.7,11.3,16.0,52.5,20.4375,46.9,33.300000000000004,11.5,3.0506129032258062,40.9799,46.4149,47.0671,27.42395806451613,21.522600000000004,3.935689655172415,5.823214285714286,82.73277777777778,1.2228750000000002,33.8057,25.001,29.4577,50.1107,32.16020689655173,48.3715,18.724451612903227,41.44625806451613,16.1963,14.727096774193548,140.72469230769232,139.50965625000003,26.926542857142856,60.50966666666666,41.0886,63.533275862068976,70.61751724137932,22.443352941176475,51.19769999999999,25.30086206896552,51.12782142857142,33.17224137931035,38.714184375,34.45790000000001,45.06109090909092,73.780125,54.06948387096775,56.95103571428572
Deep,2.613007306398689,31.92285573960799,35.185203735342995,44.11412170642722,52.40843977584682,50.94863621410999,26.359403352437077,45.783734455979264,48.93693033930295,57.745000000000005,19.7,66.8,57.5,61.0,32.15625,96.4,86.3,18.5,17.777709677419356,62.7199,60.5459,61.1981,65.22,90.78203225806452,64.65775862068966,23.292857142857144,,26.84501785714286,32.7187,39.132000000000005,52.2847,64.2417,53.52537931034483,54.35000000000001,75.63416129032258,65.6407741935484,94.1342,15.779032258064516,143.23315384615387,21.03870967741936,43.6974,68.72255555555556,71.4046551724138,73.73015806451616,66.11958620689656,83.10290322580644,109.2435,106.7434,111.68925,55.099655172413804,44.82855937499999,29.022900000000003,54.9429090909091,98.237625,79.94709677419355,98.917
