depth,2014-02-18,2014-03-26,2014-04-22,2014-10-07,2014-11-11,2018-01-11,2018-02-07,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-09-24,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-02-11,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-11-14,2023-12-05
21.0,N/A,N/A,N/A,N/A,N/A,1.06186655527285,0.626517513279404,0.728201863264613,0.545683828287085,0.362856100763368,0.475076317747304,0.6742422,0.465706425181946,0.480723734301247,0.904205520247807,0.521335991462198,1.10708418447297,0.762635519504565,0.673982185779973,0.526222394529741,0.431712490238662,0.626612804916169,0.724580057693245,0.693225166152406,0.846226088763899,0.790013042778921,0.597822777155916,0.340859078915436,0.608432862811891,0.569487232441976,0.595678625734276,0.545436201253183,0.732022677212802,0.679783466430439,0.589753707407878,0.496654764920134,0.56290192128426,0.439756846780523,0.490421512843294,0.410812683100649,0.831222798075727,0.568496882302145,0.893292129876738,0.647496586172673,0.633240259981422,0.888595472782991,0.442327151530048,0.464428761892294,0.564239914078361,N/A,0.57626868113889,0.470320679428229,0.603504616849174,0.590844024623964,0.62986692127287,0.503041857374539,0.584999045633287,0.539936921466836,0.916560494958721,0.59219504647711,0.433705054868268,0.54741213020835,0.470246688337559,0.551293570697677,0.611597361076226,0.722886396639297,0.605692085504053,0.637641440139173
22.0,N/A,N/A,N/A,N/A,N/A,1.07170514469697,0.663765701313827,0.808198717209832,0.566823966421537,0.402043604347102,0.392108022470394,0.71132384,0.399988586725493,0.424956830947201,0.819708290764892,0.562356897025914,0.778102842860584,0.595962354025405,0.817720679721314,0.506907799830363,0.448132672103839,0.643561403216371,0.685272299425117,0.706820842172086,0.90285133606511,0.739949806824023,0.716867113775555,0.354541685315398,0.707284825057144,0.596354836132905,0.579920558468266,0.514753730181239,0.675445801294865,0.861271764212783,0.603569472278075,0.471009274645892,0.534375962043956,0.474478712261934,0.424722925344878,0.480468808272848,0.66765499800297,0.63917318148594,1.02415723281513,0.590952776969185,0.688792115848513,0.882975454255323,0.446840043184692,0.461364945642708,0.498397085818279,N/A,0.511297699409044,0.500008139853414,0.690392575268288,0.502457380408372,0.438929896555216,0.534149712979994,0.553967667460077,0.553178477995212,0.793080644369084,0.677511805289492,0.438116390257266,0.447021179672793,0.460635761449084,0.561302609258741,0.646062212574031,0.710373693652553,0.612354978933231,0.619605680950634
23.0,N/A,N/A,N/A,N/A,N/A,1.04073570964458,0.70774793399047,0.662448013991782,0.571316928839223,0.416368954923435,0.315482601636425,0.73623682,0.395771025473679,0.397251539739085,0.575528003599342,0.513404542641533,0.736138433226883,0.743542181378757,0.639144915509156,0.502842729263305,0.429234831619728,0.585322141765614,0.64467244542811,0.667910514067924,0.933133920898977,0.74265068534176,0.650138963040769,0.368871423026701,0.531629040292483,0.537647254757731,0.481081116047116,0.505026881966599,0.654269489534553,0.71751819612253,0.700221185404324,0.504764890835918,0.634253422502858,0.516610269365436,0.390495586013013,0.447235438283127,0.586900239712499,0.576210424514454,1.06257459477667,0.56376773274837,0.762375135445678,0.922518570027973,0.455766287159554,0.476656323516782,0.389114853829386,N/A,0.519522424105728,0.525631400186041,0.728477821920483,0.532205233505425,0.43443356691551,0.542423185033623,0.502931576302291,0.568152835878225,0.680977647560961,0.433818453756211,0.44703952312893,0.401027277273765,0.446970306974751,0.702826498746509,0.623460847913448,0.688059163923246,0.607350514626616,0.720646219371513
24.0,N/A,N/A,N/A,N/A,N/A,1.0210298919353,0.699903059098136,0.675680596564545,0.579158478889506,0.428181066045652,0.284796328912569,0.76245026,0.414995434333549,0.422709882132268,0.470328986537475,0.545682160075922,0.804093951687051,0.6226669181658,0.639962296635923,0.517626322606828,0.468385010874768,0.483765962302232,0.635224355051845,0.593063548430387,1.12549501884919,0.778106778469901,0.411306102087748,0.381931262792325,0.478979346910287,0.512219226088082,0.49270562480631,0.458268591943484,0.583225391411228,0.637003126283386,0.645385999911555,0.535816284673592,0.584817900469389,0.545517072380354,0.428391872968493,0.384847273130532,0.529560664550046,0.499519067537698,0.930555897157584,0.606234112800303,0.812591025151728,0.91154773662451,0.410396457101584,0.495089501297513,0.429619191552704,N/A,0.619995653895713,0.481939576609205,0.660775125124843,0.481272482737887,0.593742733954986,0.408592517353466,0.537870702474434,0.584263651251616,0.73922279746707,0.466223167261934,0.455244562339374,0.382859849094471,0.404143386040529,0.667021311121438,0.58545410268918,0.661065510190294,0.745351528801238,0.740866121035819
25.0,N/A,N/A,N/A,N/A,N/A,1.05111618541596,0.673989333950353,0.678007168931143,0.588419589756883,0.407697258645101,0.326963816780543,0.78767021,0.363811631119553,0.393431197126179,0.696909838969564,0.707357395218736,0.879560232273541,0.545150269901162,0.788749981803194,0.529423074345742,0.452459540434578,0.532616277584262,0.5318719862306,0.536142572397172,1.17991939530302,0.817363006179836,0.334808713606091,0.388865598799593,0.504677955962917,0.483364002217327,0.449069851792989,0.461765166097612,0.506955586388136,0.622480349919384,0.641158389190759,0.586225697900478,0.602302549896834,0.559841013834967,0.433185625755086,0.359364624032406,0.423557476043423,0.412605461869563,0.842799823214198,0.593920674401952,0.697043142403079,0.963345318286379,0.402222013310878,0.543260231362861,0.363967437901421,N/A,0.814778005331956,0.577729620636063,0.726428783285073,0.450393780508158,0.48697491698515,0.350519598580254,0.523881959555223,0.603434886237064,0.742546639878776,0.81010378725804,0.463448494988016,0.382908824663187,0.32492299738613,0.629999336394499,0.597396610406762,0.630741620809381,0.602904627285872,0.560778705930964
26.0,N/A,N/A,N/A,N/A,N/A,1.08619946667612,0.735139377570737,0.668170129366866,0.59993513441495,0.503226000609767,0.385018868246059,0.82204945,0.347100139296806,0.356237385758097,0.624687868867729,0.652203958627106,0.789140289447083,0.570863668275208,0.667616348379846,0.546696191634664,0.478476163412543,0.455808620768386,0.438559669337655,0.475785104185913,0.862033008844521,0.835928649769671,0.270905223314833,0.388174271331289,0.499937432073154,0.430504625053568,0.407724734305148,0.519921807041295,0.4929932608427,0.633513645839734,0.695697539361538,0.551265420459136,0.62260632191016,0.586466672133597,0.405779403171373,0.364120746273999,0.341379721282988,0.435527857630048,0.888856615667996,0.527362301615852,0.748471398785846,0.957427835942566,0.425452969926297,0.642295724101247,0.325864845320009,N/A,0.72482245297648,0.566205344263015,0.667635373553684,0.408294230033129,0.462378490492911,0.398835865331852,0.642952938244371,0.625024315202568,0.682332160448045,0.449067368908413,0.477031961566274,0.364943136444959,0.328162997175586,0.679223240777934,0.534376577242378,0.590819865180917,0.561132724915056,0.633906588199827
27.0,N/A,N/A,N/A,N/A,N/A,1.08873978312444,0.73935919282672,0.660779490907131,0.616537073415368,0.438998470469293,0.420640043158673,0.84423412,0.356816188500106,0.373401042815811,0.341721072904731,0.564933115351038,0.78882691527739,0.780597053707152,0.770306797037677,0.543966229565006,0.486185447623971,0.392931623384152,0.378785631693238,0.428684260935984,0.598676452273382,0.79953448883149,0.332698103535054,0.374434267963256,0.4693164417603,0.482327903407382,0.384333980324929,0.579952288653475,0.451556102837172,0.659468892829169,0.683747474457316,0.561898850348316,0.585376389421498,0.611131459950169,0.422601561928521,0.395377428376836,0.399195557119154,0.440429246031121,0.653088667375089,0.486702164980825,0.898847176913424,0.995562156427121,0.489779914960311,0.616149658106739,0.415501450251463,N/A,0.503879094101958,0.520165801727795,0.64401487037687,0.358311419937197,0.527270579961089,0.334585456476246,0.632211911169028,0.64574321131371,0.608876638070681,0.395923036725383,0.488244520570453,0.421039544036879,0.504819607387238,0.864366738224587,0.662402152682581,0.549364581594631,0.659413917306089,0.728271502794305
28.0,N/A,N/A,N/A,N/A,N/A,1.03569574581609,0.769240304942343,0.659442867954381,0.631268556259141,0.500330385893684,0.43878114633041,0.86329318,0.281214251512402,0.357989862630872,0.308889677230344,0.58977496121427,0.766201620018036,0.640445386850501,0.83838260050589,0.546884932401735,0.476635167496214,0.37587956851433,0.368037045979247,0.405862090364364,0.595929170703469,0.800156895452635,0.399640265131858,0.361709295597146,0.423232458882449,0.440290346970729,0.341757115886411,0.704909938474327,0.439049182416661,0.677853088810128,0.760705468515751,0.601987229860635,0.644089139425092,0.603479758326176,0.406074396671233,0.389607426351798,0.390863841390694,0.44675808966751,0.442534907935688,0.435654436786748,0.767478168581059,0.957444908511802,0.43517612200522,0.637986377581723,0.376042106528074,N/A,0.477011816869667,0.493910950010705,0.513547048852114,0.41177675996756,0.693357818226506,0.365517959166809,0.583314455842635,0.667430807704039,0.615212622794519,0.413460037367734,0.491698266911226,0.397304126912256,0.359249929068556,0.644827924293649,0.625043600867871,0.51419265149876,0.66441373705283,0.777215500906615
29.0,N/A,N/A,N/A,N/A,N/A,1.00865032006965,0.774418609370849,0.707335309739715,0.664509187422176,0.64812272999455,0.443667029905773,0.84199161,0.276758043425149,0.300687478836084,0.353354516171883,0.670567872780822,0.730680119382503,0.524023086948786,0.873982655935361,0.589133878190163,0.531416376083486,0.380066437430109,0.359710861299626,0.395805090997097,0.60950048197227,0.677665874415655,0.407989791651383,0.319840680258433,0.426057073015196,0.473207191542076,0.301879183135156,0.695231419055893,0.558625844836426,0.757096985033187,0.7794949294023,0.640411349254358,0.652608422256573,0.677704203568521,0.433302201042968,0.431351660419792,0.466541984154733,0.538046886472869,0.384400113082881,0.446875934187484,0.939114227622881,1.04528535189783,0.435058187751241,0.674691010400799,0.347405088913068,N/A,0.376997382455017,0.429080902069193,0.448019067901804,0.386915230170917,0.545297993334521,0.477074007490123,0.616689415875556,0.691544700625645,0.630019285271606,0.367782184917885,0.492179889259781,0.352845444082122,0.278465706161581,0.516490074326438,0.517344515103198,0.477315258361483,0.642421083687211,0.741650805786926
30.0,3.0,1.66,2.0,1.0,1.0,1.03541822781135,0.708924490886871,0.731315568380152,0.703771711551195,0.607254453691839,0.430103959550235,0.79617437,0.266318427381062,0.303912501487002,0.40207459752948,0.767865509280252,0.803120225128549,1.0430829958573,0.961750167354768,0.731905940554901,0.577362566577292,0.385900417013252,0.400970803220596,0.398598312573247,0.506283990858162,0.684066405577415,0.420038502861675,0.25001144012811,0.418952401905399,0.481517764928677,0.351706135734852,0.44605644424452,0.5170903224363,0.680063020425569,0.687003428735716,0.619699699689952,0.688917104641156,0.696195626931539,0.385406847499002,0.468202737301745,0.468765270500298,0.465295319760255,0.410254576927782,0.540457642787115,0.970485247212965,1.05224089764712,0.524032702589318,0.696573003857682,0.321630590275202,N/A,0.356850384844186,0.533400945826091,0.357743235166318,0.408824996385089,0.493054525038415,0.444383480835812,0.644496281552722,0.714309274872308,0.647206525200757,0.371797242442352,0.491956338802069,0.34976889097626,0.332720424677871,0.378094962725024,0.48260082067582,0.442185949923501,0.606163513462777,0.774987066526873
31.0,N/A,N/A,N/A,N/A,N/A,1.16356657892755,0.721507964955238,0.710401249921915,0.787600687427131,0.65878916256563,0.469225488602523,0.71379765,0.290056393717422,0.344941217215899,0.358627123396462,0.740832438155501,0.766779052354088,0.567124454236352,1.03234514051552,0.73045901801672,0.591678064813134,0.391192686430156,0.433445980146057,0.392642246648864,0.492887217264964,0.678338823013518,0.424684696541294,0.206100288818119,0.334764111223762,0.3717369071223,0.525331962674158,0.431500742058495,0.478806377525132,0.836296796454115,0.748567649744038,0.679312210103443,0.729118172244865,0.69501690311948,0.389418612774653,0.457913992013476,0.511077990287893,0.332414145779956,0.345689149514063,0.534367550303104,0.93200880612509,1.05323400693999,0.460682463539802,0.723614966633208,0.455767007905843,N/A,0.380345438127182,0.480588388147996,0.308107378974523,0.360565838684351,0.442366034571094,0.466002075420618,0.721871055911623,0.736027838980136,0.689559971922291,0.415260058120604,0.49126233144344,0.461789750485558,0.321374954428311,0.38223287258332,0.486714018701859,0.416653729014032,0.632173272167321,0.769945215207247
32.0,N/A,N/A,N/A,N/A,N/A,1.16536312637505,0.734552656683399,0.611647934971796,0.898425738941409,0.727284446289122,0.531279073696529,0.63491501,0.378776085375365,0.371554208564779,0.29721255037687,0.658156857157256,0.860904950074347,0.6392870976087,1.13763702367006,0.724452626998639,0.616700614610475,0.384249396978254,0.372426014193637,0.388429163778765,0.438819477970581,0.755830572898383,0.465042120653975,0.164174662698749,0.40349727959076,0.427259509123072,0.415990961054316,0.457695924440664,0.416366410894431,0.758642422440665,0.72564516344696,0.725291403198827,0.640047109919299,0.742001061819817,0.380642655818588,0.460472611227743,0.442187488810237,0.405773297037626,0.386365756473082,0.477891896670773,0.819835206677771,0.937898052471492,0.449999850197947,0.741048482214878,0.446404861660137,N/A,0.516602884933948,0.379519490632153,0.308588880469434,0.373631876479896,0.505652609764682,0.456218221861349,0.619777219668332,0.759271845258443,0.699077834781308,0.387199296905725,0.485611715468248,0.414089125191316,0.301425069215153,0.368823499604448,0.418695126682792,0.402085305364522,0.644233088725794,0.891459254976338
33.0,N/A,N/A,N/A,N/A,N/A,1.0218988964639,0.734364790088225,0.602516832939037,0.922534762501655,1.07388115254705,0.589871079121567,0.55002424,0.305554440245666,0.314773028792609,0.240082160446609,0.592053325133605,0.81022911916319,0.631062214148782,1.09764357192206,0.759804228930507,0.637230835091729,0.382241010921313,0.375067567515521,0.393856034903936,0.395584144384734,0.843505194326884,0.487192040273531,0.122294656024719,0.376185049915826,0.470038139074325,0.357533490218861,0.334378406484204,0.401903982390489,0.766444505203443,0.752243800088629,0.768401582102038,0.596713501167866,0.770061410525993,0.39757052566783,0.419832126271581,0.492252816184335,0.588481151287441,0.910024866123331,0.481953471284804,0.72042331469874,1.05440177676194,0.446719893145004,0.70957126217363,0.308681620001476,N/A,0.437004520155543,0.416252893812693,0.312670969962627,0.307493375373163,0.413855467450824,0.391435589276691,0.580229438567548,0.781211125304853,0.691648925488033,0.36189960970686,0.47937449610402,0.308998680216019,0.31272998738019,0.423742711334221,0.349396687282888,0.392425626589084,0.590041224362555,0.926492763022511
34.0,N/A,N/A,N/A,N/A,N/A,1.0317945148116,0.831246552921057,0.606556642043131,0.878945835044271,1.0450754801136,0.682886734355732,0.49865519,0.346008834788819,0.346442219458594,0.287877871777555,0.644072591735675,1.00010689504518,0.728659243362538,1.19781797611598,0.711752413840071,0.730230418786397,0.447191105509068,0.297342333891043,0.360758433388341,0.439299605487483,0.753305824185179,0.478466496126734,0.096227446792588,0.353173961117134,0.493388312763085,0.376339313092345,0.366575026515209,0.382727517347824,0.831053966873029,0.884120872758157,0.77694993156345,0.622727045416485,0.745347626371058,0.36789110026769,0.419885791560928,0.535778817671253,0.561447667226521,0.416553835286152,0.421723999142584,0.548570184260061,1.11237493956422,0.502355077391413,0.709610257459448,0.32301862413469,N/A,0.390389972979172,0.443488948121275,0.358131127520355,0.315330810708909,0.398065420171984,0.364272497246123,0.679157809916354,0.80003833798414,0.717203657083567,0.447487447490499,0.475268251628432,0.28083284277788,0.27328117126504,0.403837734837499,0.436042548393689,0.381662278638365,0.509877679288042,0.849469453523921
