,2014-02-26,2014-03-26,2014-04-22,2014-06-24,2014-07-23,2014-08-12,2014-09-08,2014-10-07,2014-11-11,2014-12-08,2015-01-14,2015-02-10,2015-03-10,2015-04-14,2015-05-05,2015-06-09,2015-07-14,2015-08-10,2015-09-09,2015-10-06,2015-12-08,2016-01-19,2016-02-16,2016-03-08,2016-04-13,2016-05-17,2016-06-14,2016-07-12,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2016-12-05,2017-02-08,2017-03-14,2017-04-19,2017-05-16,2017-06-13,2017-07-11,2017-08-08,2017-09-12,2017-10-12,2017-11-07,2017-12-13,2018-01-11,2018-02-07,2018-02-28,2018-03-13,2018-04-10,2018-05-15,2018-06-12,2018-07-17,2018-08-14,2018-09-11,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-01-23,2020-02-11,2020-03-10,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05
0.0,0.405,0.2258886320260589,0.888,0.57,0.35,0.51,0.57,0.65,0.59,1.71,0.52,0.68,0.37,0.29,0.23,0.3,0.42,0.47,2.05,0.4,0.84,0.91,1.1,0.85,0.76,0.17,0.23,0.23,0.23,0.17,0.29,0.22,0.55,0.8,1.12,0.16,0.2,0.21,0.32,0.21,0.3,0.28,0.4,1.07,2.73493052556425,2.70464853871858,2.04556431991024,1.44719714846252,0.896052713347412,0.781209183469577,3.88375062692884,0.99749864156184,0.300998466117609,1.03932656260693,1.932993689,3.78106788997738,2.00106115244797,1.50535435343973,1.16814801670629,0.830510799157104,1.35556584731762,1.34205486047916,0.676250300091281,2.06761426603435,1.04086257419934,2.133544922,2.006835938,0.988594465281774,1.649108887,1.402648926,1.505371094,1.27679920432413,1.24810461110627,0.601725882310379,1.52063060037106,0.82647543303949,1.734436035,1.937133789,0.904936200261548,0.783837739906961,0.470853330191416,0.914841007440816,1.55013718370173,1.21301012941904,1.21264722852684,1.1052682591323657,0.70846836328467,0.234647794408961,1.29744023742343,0.491332305277585,0.768819807643455,0.75081414656203,0.726319189631562,0.686494214826477,0.962174345561801,0.972626100699814,0.646635054133255,0.795627017643677,0.496247171039489,0.842938533438271,0.483012702465814,0.810714198609621,1.99117575380729,0.991772465106575,10.7086028358374,1.02705330081969,0.979067168966196
1.0,0.6008571428571429,0.26045060361307526,0.21,0.4,0.35,0.49,0.56,0.73,0.62,1.5,0.54,1.66,0.36,0.25,0.32,0.53,0.4,0.53,2.11,0.46,0.79,0.91,1.14,0.84,0.6,0.18,0.23,0.23,0.2,0.26,0.31,0.22,0.52,0.94,1.09,0.14,0.22,0.34,0.28,0.21,0.3,0.27,0.37,1.03,3.3293884816521,2.67464489567622,2.1259010929627,0.777684384116163,0.943691086659459,0.994157349706383,2.16844946049667,1.03262037385911,0.525141809283323,1.03092753107405,1.932993689,3.74908901172218,2.34600024028346,1.67312994902712,1.29621486581782,1.01014706531176,1.35390583985701,1.34331495340556,0.755258033565469,2.47544734286646,1.2463532087854,2.133544922,2.006835938,1.10311048180816,1.649108887,1.402648926,1.505371094,1.30610169088046,1.33952040426846,1.26743666527948,1.54303239477163,0.917123375495892,1.734436035,1.937133789,0.982097978895789,0.767230151769576,0.489368258177402,1.01769641957654,1.54138245549878,1.27811370102602,1.37327559933751,1.1476787901165333,0.767567783611245,0.558387204349175,1.2398726997502,0.694480199571933,0.903534443941389,0.88112360824065,0.865810029091582,1.18016232884422,0.981998007047463,1.11252589856064,1.0899503838834,1.00820979537566,0.496185120382509,0.755915900021776,0.671305793600516,1.07677681247418,2.29555715388176,1.12372275325316,10.8640614344728,1.33322848897706,1.03754416062221
2.0,0.7967142857142857,0.2714563743269669,0.18,0.51,0.35,0.46,0.57,0.75,0.55,1.29,0.72,2.31,0.5,0.25,0.41000000000000003,0.54,0.38,0.56,2.04,0.46,0.77,1.03,1.94,0.81,0.53,0.18,0.24,0.25,0.23,0.25,0.32,0.22,0.5,0.98,1.03,0.13,0.23,0.35,0.27,0.2,0.32,0.27,0.4,1.05,17.0793392869609,3.37801609367162,2.46007798079924,4.07902060982962,0.999968395328441,1.27562702969137,1.20703735305861,1.08346292510172,0.633044155618455,1.0598624256475,1.932993689,3.7723177470839,2.75295415129282,1.94861447366755,1.33404954157664,1.11745558712257,1.35322790154336,1.34332667124196,0.845063822866909,3.00054944697012,1.5526844637957,2.133544922,2.00605474571776,1.2856621475787,1.649108887,1.402648926,1.505371094,1.44611266158382,1.59598477622473,1.75149874849501,1.58191976619639,1.05694573893884,1.734436035,1.937133789,1.07474423036334,0.858960576511846,0.60793610221196,1.16720013157639,1.5706942507696,1.48971800518919,1.56261554277063,1.2394975818080565,0.835622019470449,0.761270311816117,1.31221440761516,0.874546052902479,1.04354891016056,1.07923661912595,1.14299281495444,1.69533150784447,1.03608638747302,1.27333088836256,1.67553477739792,1.22530407484257,0.503184827869124,0.798378982485662,0.827315765767368,1.34074757381313,2.54975510561228,1.37207750430707,11.1627622431463,1.62064065044731,1.18215704345165
3.0,0.9925714285714287,0.2806438892457488,0.2,0.56,0.35,0.48,0.59,0.77,0.62,1.3,0.73,2.86,0.56,0.29,0.5,0.57,0.45,0.56,2.3033333333333332,0.46,0.8,1.07,2.49,0.85,0.55,0.19,0.28,0.25,0.26,0.26,0.35,0.24,0.51,1.13,1.05,0.13,0.22,0.33,0.28,0.23,0.34,0.33,0.4,1.05,18.0220291292806,4.52172768224977,3.13141428780501,12.0220270387418,1.08271809334471,1.56706296806495,1.07138623576427,1.14620855050291,0.633202559038429,1.13546727847069,1.932993689,3.56965028910638,3.05900849152514,2.33913364469842,1.27811236482127,1.09682052369713,1.35193477904167,1.33381118338338,0.934257134630472,3.48308585078029,1.98556125573152,2.13312889889741,2.00483626525543,1.49312996844872,1.64892995600285,1.40262881635947,1.50538219203403,1.60444057722124,2.02273127844358,1.96642931944586,1.63617472582908,1.24951533006933,1.73342151767638,1.93711423279932,1.16610985233245,1.08995918469123,0.8079814150999,1.35318226080988,1.59478989138173,1.80411136917223,1.68188728391183,1.374818530745783,0.907244000961831,0.866746716015857,1.5468318483534,1.05074604204818,1.17109548022488,1.29250417475592,1.53201110877763,2.02931177174106,1.1474125580504,1.43489424306572,2.11938238588787,1.43597933395358,0.516891594453711,1.08178047187488,0.891980617357106,1.53289901800428,2.60410256473298,1.68788745472945,11.3724152571591,1.8109481183787,1.4131968086358
4.0,1.1884285714285716,0.2929469199800272,0.23,0.57,0.38,0.55,1.04,1.25,0.66,1.37,0.79,4.495,1.49,0.31,0.5,0.6,0.55,0.6,2.566666666666667,1.09,0.9,1.09,2.9,1.63,0.7,0.2,0.3,0.26,0.3,0.27,0.41,0.3,0.99,1.7,1.97,0.14,0.23,0.32,0.79,0.31,0.46,0.7,0.41,1.08,9.52336279557985,4.49479863551368,2.72586624011701,12.8541019885718,1.22232931677014,1.78016014977539,1.10963564692423,1.2520067063589,0.627816523605832,1.19686553581024,1.932993689,4.89822134199567,3.31721062471113,2.78065063938563,1.22934275253323,1.01719296294347,1.35366020895239,1.30794750407562,1.1488816210655,3.92467678985598,2.58547415466343,2.11263855839589,2.02405334905291,1.66081219915049,1.63727108024575,1.39862694904331,1.50281330780265,1.70525386158594,2.40912726249812,2.01873072736981,1.72132074062653,1.51234210144529,1.72852637532243,1.93587069099034,1.37078561466341,1.36578036587309,0.945979682352407,1.52190588451868,1.72422066791988,2.0748243173527,1.61435448659924,1.5206787817060374,0.961457554929898,1.05478004121593,1.7015428869984,1.20669483192247,1.2645603342273,1.46633962981115,1.9146831182713,2.03255924128301,1.2756973090245,1.55944009523121,2.2560123669585,1.60241480890127,0.537249884404724,1.47819652322679,0.922336924739462,1.82878506972547,2.66115414044283,1.90497064412666,12.5871821996515,1.94781306454312,1.63081271046737
5.0,1.3842857142857143,0.32308614449806655,0.34,0.6,0.41,0.59,1.13,1.39,1.22,1.9,0.84,6.13,1.55,0.34,0.51,0.63,0.65,1.25,2.83,1.19,0.95,1.1,3.9850000000000003,1.79,0.79,0.21,0.51,0.29,0.38,0.29,0.44,0.39,0.9,1.85,2.25,0.15,0.24,0.32,0.77,0.34,1.0,0.81,0.46,1.96,10.0333406284087,4.42031015284681,9.55133109986126,7.37430066289826,1.42016843276106,2.09345396800123,1.13665079220617,1.43604171776142,0.658310836319948,1.18421269852192,1.932993689,7.84545109912351,3.49159166845108,3.16376199403782,1.31309239488254,1.00760524137767,1.38917663238621,1.32685909806258,1.38963224508172,4.21591437806623,2.85000809354491,2.14353006077662,2.03411880998387,1.79792420998514,1.66390387755723,1.402153280358,1.49706508547378,1.88085279122749,2.58533674311066,2.09135060682028,1.83721355388559,1.75882819470846,1.73704247302363,1.92302875436071,1.80216550827643,1.525709882956,1.04835716335785,1.68267642758248,2.08801611746423,2.22868696419292,1.56667196363195,1.6642517045741352,0.999809898746349,1.31981826119732,1.73756616421251,1.32347004170818,1.33612107816984,1.58101202638863,2.12301017029575,2.08442365687635,1.40471158795776,1.69450532691503,2.26852108506323,1.6872428893631,0.564464485806002,1.66652557515842,1.06022207870005,2.2502201634562,2.60176010792173,2.16494445787248,16.4074181840717,2.21814688886958,1.76850743658984
6.0,1.5801428571428573,0.3525435880621322,0.35,0.63,0.48,0.7,1.24,2.88,1.47,2.35,0.88,6.85,2.45,0.37,0.52,0.66,0.73,1.41,3.12,1.35,1.0,1.17,5.07,2.06,1.5,0.23,0.66,0.3,0.44,0.31,0.47,0.47,1.04,2.28,2.38,0.19,0.27,0.35,0.87,0.38,1.26,0.77,0.51,2.15,9.92476440127581,3.87776925964073,23.7992977200081,7.75117580461292,1.6334005094571,2.28917261523859,1.09474180705621,1.62867638380621,0.739598085612034,1.20443855855652,1.932993689,7.53613545279574,3.74625464076461,3.36670107005262,1.4177803099972,1.08281679399488,1.50605371423229,1.53377117128146,1.53825739474732,4.29681356195596,4.68467609980304,2.44262308414749,2.03626182784051,1.89073708138525,1.78807163640869,1.48879675425427,1.55844726392668,2.04508577144248,1.36632919127655,2.26064083161928,1.95744169115761,1.82848455704807,1.83731166711612,1.98816736584056,2.16740643612882,1.60698037861444,1.19088246735245,1.82909354018734,2.45317004512735,2.38198807550373,1.67372715186762,1.972711646832845,1.02120418718211,1.65240161170264,1.81978713104365,1.4300672036228,1.46537049717051,1.63791031799878,2.17791155608503,2.20707545505648,1.6149700590468,1.8602534142987,2.3364494659177,1.83281895437447,0.598770103891796,1.59755377171427,1.2097546674407,2.61742954516926,2.42285023316437,2.41500535392857,22.1926598779124,2.67639566901914,1.9624047705639
7.0,1.776,0.296,0.39,0.69,0.54,0.87,2.05,3.4633333333333334,2.08,2.21,1.04,6.84,2.56,0.41,0.53,0.67,0.77,1.28,2.97,1.33,1.61,1.76,5.44,2.89,1.61,0.23,0.74,0.53,0.55,0.35,0.52,0.52,1.01,2.2,2.5,0.23,0.27,0.43,0.89,0.47,1.14,0.78,0.6,2.77,9.89527327353345,3.22772086198079,17.0809350798303,8.06227676913333,1.77944992523363,2.38843468816829,0.994337607925878,1.78162126877031,0.859368641758373,1.26474850805545,1.932993689,5.01680186657309,3.33810464730051,3.43027409248122,1.44460543302428,1.20419255494929,1.64384507881338,1.73995190898231,1.63088537842515,4.36819307199322,14.1391499612362,2.83156932389452,2.07361155437819,1.89344923939337,1.90558652604616,1.63055974365666,1.7090890273431,2.13120731680014,8.910472408163,2.51510490797794,2.11362298531012,1.81420555020172,1.91952286159352,2.18719023627724,2.22134715932349,1.68949448498708,1.37952759424452,1.94190170968736,2.72721648773935,2.62868494765593,1.82943706534888,2.3645599060159785,1.08863430642974,1.82955480452962,1.80483988760307,1.51115013151328,1.63543708889351,1.70266435973271,2.24685561119688,2.2366377048511,1.85435588685624,2.14493643620724,2.49044452021097,1.92572783408417,0.644276446695982,1.49434749197787,1.30890681550917,2.846620085128,2.30930815501592,2.66847705832207,26.3401811849387,3.11700951288126,2.24160910866619
8.0,2.029714285714286,0.35942857142857143,0.39,0.76,0.62,0.9,2.05,4.046666666666667,2.04,2.83,1.17,7.47,3.23,0.41,0.54,0.68,0.82,1.31,2.88,1.41,1.67,2.54,5.55,3.436666666666667,2.1,0.26,1.32,0.55,0.56,0.39,0.55,0.59,1.07,2.25,2.42,0.26,0.93,0.47,0.94,0.52,1.13,0.8,0.66,2.98,9.22080373149933,3.03922360966254,4.08442013602034,7.36686415556301,1.83419961621685,2.37392788980296,0.949689513941378,1.86115488885867,0.951231877925488,1.29338546894856,1.932993689,4.72800206934549,2.26522615792366,3.3689416808584,1.3468460297648,1.383860492065,1.75613431556419,1.77798146960686,1.56787583246643,4.05217622349336,16.3437436169672,2.96679027975521,2.09536358847928,1.85814967109578,1.88250762739422,1.74161215028145,1.97246494375183,2.32235006132696,25.1642758971327,2.72694638214553,2.35737127060344,1.83986045575958,1.81355297289268,2.22496432943135,2.11794805175791,1.75692759809238,1.58973647021975,2.13742009225171,3.08899452663051,2.8095976489972,1.98022362959931,2.7767158934225917,1.25819719337568,1.76667883065201,1.68943351828218,1.50048703359832,1.81491834868955,1.84127984153056,2.41263112339955,2.10561363402157,2.10019656459429,2.45946371668712,2.64588284436734,2.02459275827187,0.687936154353583,1.44123482807057,1.41162932489642,3.00234434333897,2.40136326056095,2.93323123323788,26.7964873148175,3.31097378755831,2.48485939507496
9.0,2.2834285714285714,0.4228571428571428,0.41,0.76,0.7,0.91,2.21,4.63,2.22,2.98,1.21,7.85,3.03,0.45,0.57,0.68,0.92,1.34,2.9366666666666665,1.44,1.68,2.15,5.69,3.9833333333333334,1.85,0.26,1.61,0.55,0.6,0.47,0.58,0.7,1.11,2.29,2.39,0.29,0.88,0.51,0.93,0.56,1.15,0.84,1.55,2.8,7.71616054622136,2.92231675862671,3.54080666933934,6.82626451435454,1.85582693662803,2.28247267218648,0.923374349033264,1.87225122077064,1.01950053008447,1.27218629170085,1.93295021006793,3.82806235917649,1.90471274749198,3.26893818539537,1.25411651315254,1.57554203311135,1.81039396976728,1.80016803862709,1.53970656649606,4.01231711113121,7.81112529782213,2.93125211551601,2.10555948591226,1.80740470626187,1.76995396457285,1.85105615065652,2.2053872899931,2.64456560358773,19.7668984814643,2.90041561385556,2.66880921911385,1.82044195955792,1.64647767537659,2.10478297570679,2.02088847750955,1.80000239182847,1.81089687572038,2.45449598955501,3.59364568995433,2.91178697248129,2.15545150848979,3.128546771674126,1.48527224059784,1.65320036914406,1.67776948642324,1.51611973976101,1.99834419792215,1.97987462120554,2.57428975339121,2.09002005145316,2.23392415077359,2.69127263766758,2.67825443302733,2.25365680488725,0.730482683632303,1.48577304424334,1.53812792463918,3.07532426128236,2.64184902830548,3.35620390445858,26.3233442358485,3.29298379152967,2.77075981339193
