depth_group,2018-01-11,2018-02-07,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-10-10,2018-11-14,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13
Surface,23.194872912812414,47.24817368319149,39.40275683387294,44.69421442777075,57.852426294175075,40.75055727722503,37.698412698412696,22.153950220153764,33.96993614780104,41.35277523844038,22.900000000000002,23.60869565217391,13.405797101449275,16.402777777777782,11.757575757575756,9.863636363636362,15.303030303030303,8.681159420289854,11.318181818181818,12.234567901234565,7.2063492063492065,8.152777777777779,11.106060606060604,8.702380952380953,38.148148148148145,5.0638297872340425,5.7803030303030285,8.986666666666666,5.12121212121212,8.68217054263566,4.8768115942028984,6.118055555555556,13.08695652173913,9.826666666666668,13.259259259259258,14.370370370370368,10.855072463768117,7.075757575757575,6.512820512820514,11.06060606060606,9.575757575757576,53.85333333333333,9.333333333333334,11.695652173913045,8.917857142857144,10.309523809523808,12.61904761904762,14.586666666666668,9.705128205128204,8.726190476190476,15.121212121212123,10.142857142857144,9.575757575757576,11.111111111111112,13.130434782608695,9.522222222222224,15.21212121212121,11.922222222222219,7.362318840579711
Mid-Depth,26.72998244228934,48.93180291436221,45.131530802324036,59.158145000903986,55.28324617883865,30.504184284154928,46.42857142857142,20.728083863755618,31.272375152226157,49.703942197494996,34.84,19.47826086956522,15.652173913043475,13.416666666666668,11.227272727272727,12.363636363636363,13.409090909090907,10.130434782608697,10.636363636363637,10.814814814814817,8.952380952380953,7.25,9.818181818181818,9.0,39.27777777777778,4.425531914893616,5.136363636363636,10.319999999999999,3.568181818181818,4.3023255813953485,4.586956521739131,4.9375,13.73913043478261,5.960000000000001,13.444444444444443,14.555555555555554,10.347826086956523,6.3181818181818175,10.23076923076923,7.727272727272727,7.909090909090908,47.32,14.937500000000002,10.391304347826088,12.667857142857143,9.0,12.857142857142858,10.72,7.846153846153847,8.428571428571429,12.772727272727273,10.61904761904762,8.818181818181818,9.791666666666668,12.478260869565219,9.8,10.59090909090909,13.366666666666667,7.217391304347826
Lower Photic,24.37324275597139,56.5081344546304,53.44749301459174,62.77412764418731,49.94725670852454,26.112881572839164,55.35714285714285,28.42776218830561,41.03940634310074,37.46851153655452,32.77,21.869565217391308,15.43478260869565,10.708333333333334,9.181818181818182,8.954545454545453,13.181818181818182,11.869565217391305,9.045454545454543,10.999999999999998,4.19047619047619,7.041666666666667,5.954545454545454,10.607142857142858,26.4074074074074,5.0638297872340425,5.931818181818181,12.32,4.136363636363637,4.651162790697675,3.282608695652174,4.104166666666667,13.08695652173913,7.160000000000001,7.333333333333332,8.444444444444445,7.521739130434782,4.954545454545454,7.923076923076923,7.272727272727272,7.0,46.92,6.476190476190477,9.08695652173913,10.346428571428572,9.357142857142856,10.714285714285715,7.919999999999999,6.884615384615385,4.678571428571429,14.363636363636363,9.666666666666666,6.999999999999999,9.166666666666666,16.17391304347826,16.633333333333333,16.27272727272727,9.033333333333331,6.3478260869565215
Deep,51.03386045744317,44.19659570169458,46.425124924232335,69.93913028921165,70.50069763121593,39.914118665545836,58.86243386243385,40.4684114201122,100.94386431379816,75.34008262994173,54.99888888888889,34.18840579710145,40.265700483091784,38.11574074074075,40.898989898989896,37.84343434343434,45.8080808080808,35.44444444444444,35.63636363636363,30.2516835016835,101.6082251082251,30.659455128205128,33.43068181818182,26.563115763546797,33.35185185185185,17.09308510638298,17.823747680890538,31.841875,18.463249516441003,16.584124347413383,18.408333333333335,19.49351728723404,36.25611413043478,46.370576923076925,35.06884057971015,36.028985507246375,31.986865942028988,30.809881422924903,35.12959866220736,32.42094861660079,35.90719696969697,88.87,37.16220238095238,12.021739130434783,36.93295454545454,32.73809523809524,40.0388198757764,36.79541666666667,32.53884615384615,36.57232142857143,38.93513257575758,39.6692546583851,35.090909090909086,37.94429347826087,41.35717391304348,41.866123188405794,35.09387351778656,42.48030303030303,37.93280632411067
