location,date,depth_group,depth,temp,chlorophyll_a,ph,turbidity,dissolved_oxygen,total_dissolved_solids,biochemical_oxygen_demand,secchi,nitrate,phosphate,ammonium,phosphorus,nitrogen
WG,2016-01-20,0-10m,5.009090909090909,21.562727272727276,1.9945454545454544,7.886363636363637,,7.129999999999999,300.0,0.8,7.1,2.2,2.115,,7.51,
WG,2016-01-20,10-30m,20.5,21.5685,2.308888888888889,7.775499999999999,,7.125,300.0,,,2.2,1.83,,5.495,
WG,2016-01-20,30m+,116.25882352941176,20.488224852071003,0.3583431952662722,7.4171597633136095,,2.6769822485207104,300.0,,,32.687777777777775,9.761111111111113,,32.64,
SA,2016-02-16,0-10m,5.009090909090909,20.89727272727273,2.9170000000000003,8.142727272727273,,6.707272727272727,300.0,,6.0,,,,,
SA,2016-02-16,10-30m,20.5,20.7375,2.5733333333333333,8.0735,,6.833499999999999,300.0,,,,,,,
SA,2016-02-16,30m+,44.5,20.634642857142858,2.3432142857142857,8.118571428571428,,7.008571428571429,300.0,,,,,,,
WP,2016-02-16,0-10m,5.009090909090909,21.157272727272726,3.691,7.977272727272727,,7.424545454545455,300.0,0.8,5.6,,6.8,,,
WP,2016-02-16,10-30m,20.5,20.8475,4.779999999999999,7.916500000000001,,6.9155,300.0,,,2.45,5.535,,,
WP,2016-02-16,30m+,70.5,20.589,1.7916666666666667,7.851625,,4.43825,300.0,,,21.735,60.246,,,
WG,2016-02-17,0-10m,5.009090909090909,21.021818181818183,4.15090909090909,8.696363636363635,,7.290909090909091,300.0,,5.2,,4.265000000000001,,,
WG,2016-02-17,10-30m,20.5,20.8415,3.5094444444444446,8.6205,,6.7375,300.0,,,3.34,11.87,,,
WG,2016-02-17,30m+,115.31360946745562,20.437633136094675,0.585207100591716,8.132248520710059,,2.8762130177514798,300.0,,,15.04625,100.20125,,,
SA,2016-03-01,0-10m,5.009090909090909,21.12454545454545,3.632,8.647272727272728,,8.017272727272728,300.0,,3.6,,,,,
SA,2016-03-01,10-30m,20.5,20.7565,2.462222222222222,8.5215,,6.786499999999999,300.0,,,,,,,
SA,2016-03-01,30m+,44.5,20.636785714285715,1.3632142857142855,8.475714285714286,,6.324285714285715,300.0,,,,,,,
WG,2016-03-01,0-10m,5.009090909090909,20.90363636363636,3.3377777777777777,8.655454545454544,,7.298181818181818,300.0,,4.05,,,,,
WG,2016-03-01,10-30m,20.5,20.843,4.0335,8.6175,,7.215000000000001,300.0,,,,,,,
WG,2016-03-01,30m+,114.5,20.429107142857145,0.8225903614457832,8.292916666666667,,3.2002380952380958,300.0,,,,,,,
WP,2016-03-08,0-10m,5.009090909090909,21.782727272727275,1.805555555555556,8.68,,8.186363636363636,300.0,2.8,4.8,,24.39,,,
WP,2016-03-08,10-30m,20.5,20.86,3.924736842105263,8.5205,,7.2795,300.0,,,,31.255,,,
WP,2016-03-08,30m+,67.5,20.602162162162163,1.3268055555555556,8.465540540540541,,5.298513513513513,300.0,,,13.134,68.704,,,
WG,2016-03-09,0-10m,5.009090909090909,21.563636363636363,3.1763636363636363,8.61909090909091,,8.4,300.0,,3.5,,20.47,,,
WG,2016-03-09,10-30m,20.5,21.006,3.327894736842105,8.4845,,7.6395,300.0,,,9.17,35.175,,,
WG,2016-03-09,30m+,116.23529411764706,20.429585798816568,0.5015384615384616,8.09662721893491,,2.920828402366864,300.0,,,32.82333333333333,152.71444444444444,,,
SA,2016-04-12,0-10m,5.009090909090909,22.46090909090909,1.806363636363636,8.636363636363637,,8.033636363636363,300.0,,5.1,,,,,
SA,2016-04-12,10-30m,20.5,21.7055,1.6444444444444444,8.395,,6.8545,300.0,,,,,,,
SA,2016-04-12,30m+,44.5,20.70928571428572,0.3203571428571429,8.228214285714285,,4.261428571428572,300.0,,,,,,,
WG,2016-04-13,0-10m,5.009090909090909,22.89727272727273,2.2163636363636363,8.47181818181818,,8.294545454545455,300.0,3.1,4.0,,5.82,,156.245,
WG,2016-04-13,10-30m,20.5,21.872,2.089,8.269499999999999,,7.285500000000001,300.0,,,,8.805,,48.55,
WG,2016-04-13,30m+,116.78947368421052,20.442797619047617,0.1657142857142857,8.046547619047619,,2.640178571428572,300.0,,,36.89,103.5,,83.30888888888889,
WP,2016-04-13,0-10m,5.009090909090909,23.47,1.2381818181818185,8.02909090909091,,8.34909090909091,300.0,2.0,4.5,,9.55,,66.18,
WP,2016-04-13,10-30m,20.5,21.8765,1.847,7.769499999999999,,7.134,300.0,,,11.165,14.03,,44.065,
WP,2016-04-13,30m+,71.0,20.609135802469133,0.2365432098765432,7.732345679012346,,4.02395061728395,300.0,,,29.986,57.146,,71.244,
SA,2016-05-17,0-10m,5.009090909090909,23.724545454545456,0.8290909090909092,8.40090909090909,,7.880909090909091,300.0,,7.5,,,,,
SA,2016-05-17,10-30m,20.5,22.57,0.966,8.1165,,6.2395,300.0,,,,,,,
SA,2016-05-17,30m+,44.0,20.79296296296296,0.1992592592592592,7.835555555555556,,3.311481481481481,300.0,,,,,,,
WP,2016-05-17,0-10m,5.009090909090909,24.11818181818182,0.22,8.576363636363636,,8.026363636363637,300.0,3.4,9.1,,14.62,,,
WP,2016-05-17,10-30m,20.5,22.4865,0.755,8.356,,6.789,300.0,,,34.23,64.625,,,
WP,2016-05-17,30m+,69.0,20.56233766233766,0.1632467532467532,8.04155844155844,,3.310909090909091,300.0,,,39.35666666666667,103.425,,,
WG,2016-05-18,0-10m,5.009090909090909,24.01,0.4618181818181818,8.836363636363636,,7.931818181818182,300.0,2.0,8.0,,41.6,,,
WG,2016-05-18,10-30m,20.5,22.657,0.928,8.608,,6.794,300.0,,,51.65,42.6,,,
WG,2016-05-18,30m+,116.2235294117647,20.47248520710059,0.1199408284023668,8.085443786982248,,2.207278106508876,300.0,,,73.87111111111112,162.7111111111111,,,
SA,2016-06-14,0-10m,5.009090909090909,23.965454545454545,0.509090909090909,8.74,,7.836363636363637,300.0,,7.2,,,,,
SA,2016-06-14,10-30m,20.5,23.3215,1.0095,8.394499999999999,,6.7495,300.0,,,,,,,
SA,2016-06-14,30m+,44.5,20.80678571428572,0.292962962962963,7.877142857142857,,2.6439285714285714,300.0,,,,,,,
WP,2016-06-14,0-10m,5.009090909090909,24.50909090909091,0.6972727272727273,8.604545454545455,,8.08,300.0,4.5,5.0,,1.24,,18.385,
WP,2016-06-14,10-30m,20.5,23.2185,1.021,8.415000000000001,,6.619,300.0,,,,15.205,,23.575000000000003,
WP,2016-06-14,30m+,65.5,20.647,0.1941428571428571,8.035714285714286,,3.161,300.0,,,2.816,53.88199999999999,,26.624,
WG,2016-06-15,0-10m,5.009090909090909,24.14181818181818,0.5763636363636363,8.656363636363636,,8.031818181818181,300.0,2.8,5.0,6.32,1.975,,17.165,
WG,2016-06-15,10-30m,20.5,22.9945,1.1575,8.435,,6.480499999999999,300.0,,,215.53,5.65,,16.25,
WG,2016-06-15,30m+,116.21176470588236,20.46392857142857,0.2274999999999999,7.672559523809523,,2.951,300.0,,,367.8655555555556,98.10875,,40.79222222222222,
SA,2016-07-12,0-10m,5.009090909090909,23.88090909090909,0.9109090909090908,8.744545454545454,,7.538181818181818,300.0,,5.3,,,,,
SA,2016-07-12,10-30m,20.5,22.952,1.0775,8.5695,,6.569,300.0,,,,,,,
SA,2016-07-12,30m+,44.0,20.821111111111108,0.2844444444444444,8.051481481481481,,2.7707407407407407,300.0,,,,,,,
WP,2016-07-12,0-10m,5.009090909090909,23.69090909090909,0.3672727272727272,8.76,,7.513636363636365,300.0,3.1,5.3,,40.425,,17.2,
WP,2016-07-12,10-30m,20.5,22.885,0.923,8.519,,5.692,300.0,,,16.13,6.855,,17.200000000000003,
WP,2016-07-12,30m+,68.0,20.6088,0.1813333333333333,8.098933333333333,,2.6076,300.0,,,35.104,46.43,,29.536,
WG,2016-07-13,0-10m,5.009090909090909,23.59818181818182,0.4181818181818181,8.739090909090908,,7.577272727272727,300.0,2.0,5.35,,11.145,,14.53,
WG,2016-07-13,10-30m,20.5,23.072,0.7685,8.614,,6.984999999999999,300.0,,,7.025,13.285,,18.200000000000003,
WG,2016-07-13,30m+,116.2235294117647,20.46828402366864,0.1464497041420118,7.966923076923077,,1.8346153846153848,300.0,,,22.995555555555555,98.20666666666666,,50.12555555555556,
SA,2016-08-09,0-10m,5.009090909090909,23.54,0.8172727272727273,8.652727272727274,,7.852727272727273,300.0,,6.3,,,,,
SA,2016-08-09,10-30m,20.5,23.136000000000003,1.4295,8.4725,,7.351000000000001,300.0,,,,,,,
SA,2016-08-09,30m+,44.5,20.943571428571428,0.508888888888889,7.905,,2.742142857142857,300.0,,,,,,,
WG,2016-08-10,0-10m,5.009090909090909,23.79,0.3981818181818182,8.59909090909091,,7.719090909090909,300.0,3.4,9.65,,15.62,,27.125,
WG,2016-08-10,10-30m,20.5,23.163,0.955,8.5235,,7.3315,300.0,,,12.21,14.885,,22.75,
WG,2016-08-10,30m+,116.70175438596492,20.472941176470588,0.1545882352941176,7.829235294117647,,1.5734117647058825,300.0,,,28.23888888888889,110.06222222222222,,57.29777777777778,
WP,2016-08-10,0-10m,5.009090909090909,24.22636363636364,0.4009090909090909,8.395454545454546,,7.755454545454546,300.0,2.2,9.55,,20.765,,33.685,
WP,2016-08-10,10-30m,20.5,23.3685,0.927,8.3335,,7.625,300.0,,,12.42,13.415,,31.19,
WP,2016-08-10,30m+,63.07692307692308,20.6865625,0.18515625,7.83125,,2.694375,300.0,,,26.39,63.56,,46.186,
SA,2016-09-06,0-10m,5.009090909090909,23.69636363636364,0.5181818181818182,9.91090909090909,,7.581818181818182,300.0,,7.5,,,,,
SA,2016-09-06,10-30m,20.5,23.463,0.844,9.7635,,7.1145,300.0,,,,,,,
SA,2016-09-06,30m+,44.0,20.97,0.3022222222222222,9.161481481481482,,2.1296296296296298,300.0,,,,,,,
WG,2016-09-07,0-10m,5.009090909090909,23.864545454545453,0.4518181818181818,9.94909090909091,,7.728181818181818,300.0,,6.2,,,,,
WG,2016-09-07,10-30m,20.5,23.4675,0.8540000000000001,9.823,,7.359999999999999,300.0,,,,,,,
WG,2016-09-07,30m+,116.2235294117647,20.49284023668639,0.1516568047337278,9.048934911242604,,1.4876923076923076,300.0,,,,,,,
WP,2016-09-07,0-10m,5.009090909090909,24.018181818181816,0.3227272727272727,9.84,,7.774545454545454,300.0,,4.6,,,,,
WP,2016-09-07,10-30m,20.5,23.3725,0.7075,9.756,,7.3105,300.0,,,,,,,
WP,2016-09-07,30m+,68.0,20.624133333333333,0.1506666666666666,9.172133333333331,,2.5918666666666663,300.0,,,,,,,
SA,2016-10-11,0-10m,5.009090909090909,23.463636363636365,0.6963636363636364,8.921818181818182,,7.358181818181818,300.0,,6.25,,,,,
SA,2016-10-11,10-30m,20.5,23.374,1.713,8.828999999999999,,7.193,300.0,,,,,,,
SA,2016-10-11,30m+,42.5,21.215416666666663,0.4808333333333334,8.125,,2.2275,300.0,,,,,,,
WG,2016-10-12,0-10m,5.009090909090909,23.35,0.63,9.047272727272729,,7.3172727272727265,300.0,,6.2,,19.0,,11.94,
WG,2016-10-12,10-30m,20.5,23.3015,0.7705,9.006,,7.333500000000001,300.0,,,21.97,15.43,,12.875,
WG,2016-10-12,30m+,116.2235294117647,20.499763313609467,0.1087573964497041,8.13076923076923,,1.3634911242603551,300.0,,,29.99666666666667,111.93777777777778,,39.09111111111111,
WP,2016-10-12,0-10m,5.009090909090909,23.42636363636364,0.4445454545454545,8.876363636363637,,7.244545454545454,300.0,,6.0,,22.57,,32.565,
WP,2016-10-12,10-30m,20.5,23.17,0.6599999999999999,8.799,,6.69,300.0,,,20.78,21.145,,30.69,
WP,2016-10-12,30m+,74.0,20.62609195402299,0.1266666666666666,8.156436781609196,,1.688965517241379,300.0,,,25.612,63.714,,47.064,
SA,2016-11-08,0-10m,5.009090909090909,22.713636363636365,1.5,9.004545454545454,,7.608181818181818,300.0,,5.1,,,,,
SA,2016-11-08,10-30m,20.5,22.62,2.031,8.925,,7.3035,300.0,,,,,,,
SA,2016-11-08,30m+,44.5,21.17535714285714,0.9489285714285716,8.348214285714286,,3.192142857142857,300.0,,,,,,,
WG,2016-11-09,0-10m,5.009090909090909,22.654545454545453,0.75,9.07,,7.395454545454545,300.0,2.5,6.75,,3.714,,18.245,
WG,2016-11-09,10-30m,20.5,22.657,1.0205,9.009,,7.444,300.0,,,2.65,2.2855,,16.685000000000002,
WG,2016-11-09,30m+,116.76023391812863,20.55964705882353,0.1509411764705882,8.233352941176472,,1.5067058823529411,300.0,,,2.2675714285714283,92.68,,38.03944444444444,
WP,2016-11-09,0-10m,5.009090909090909,23.085454545454542,0.4218181818181818,8.844545454545454,,7.540909090909091,300.0,2.8,7.3,3.807,2.9955,,26.995,
WP,2016-11-09,10-30m,20.5,22.689,1.197,8.863,,7.352500000000001,300.0,,,,1.571,,12.935,
WP,2016-11-09,30m+,66.0,20.836760563380285,0.247887323943662,8.288591549295775,,2.3023943661971837,300.0,,,7.6534,40.14,,24.0,
SA,2016-12-05,0-10m,5.009090909090909,21.665454545454548,1.3372727272727274,8.441818181818181,,7.790909090909091,300.0,,6.5,,,,,
SA,2016-12-05,10-30m,20.5,21.5775,1.303,8.311499999999999,,7.2875,300.0,,,,,,,
SA,2016-12-05,30m+,44.0,21.284814814814816,0.6933333333333332,8.05962962962963,,5.405925925925926,300.0,,,,,,,
WG,2016-12-05,0-10m,5.009090909090909,21.95636363636364,1.4172727272727272,8.457272727272727,,7.927272727272728,300.0,,6.1,,,,,
WG,2016-12-05,10-30m,20.5,21.8025,1.8455,8.424,,7.8025,300.0,,,,,,,
WG,2016-12-05,30m+,113.0,20.544545454545453,0.2338787878787879,7.861151515151515,,1.5966060606060606,300.0,,,,,,,
WP,2016-12-05,0-10m,5.009090909090909,22.20636363636364,0.9127272727272728,8.394545454545455,,7.930909090909091,300.0,,5.95,,,,,
WP,2016-12-05,10-30m,20.5,21.664,1.981,8.2815,,7.211499999999999,300.0,,,,,,,
WP,2016-12-05,30m+,69.0,20.76519480519481,0.3754545454545454,7.887662337662338,,2.79974025974026,300.0,,,,,,,
SA,2017-02-07,0-10m,5.009090909090909,20.512727272727272,1.4390909090909092,8.510909090909092,,6.280909090909091,300.0,,7.1,,,,,
SA,2017-02-07,10-30m,20.5,20.478,1.464,8.421,,6.218500000000001,300.0,,,,,,,
SA,2017-02-07,30m+,44.0,20.34851851851852,1.2648148148148148,8.396666666666667,,6.727407407407407,300.0,,,,,,,
WG,2017-02-08,0-10m,5.009090909090909,20.57454545454545,1.04,8.313636363636363,,6.582727272727272,300.0,,5.5,,,,,
WG,2017-02-08,10-30m,20.5,20.5565,1.1075,8.2905,,6.539,300.0,,,,,,,
WG,2017-02-08,30m+,114.0,20.38059880239521,0.6769461077844311,8.067425149700599,,3.63251497005988,300.0,,,,,,,
WP,2017-02-08,0-10m,5.009090909090909,21.01181818181818,1.700909090909091,8.273636363636363,,6.409090909090909,300.0,,6.3,,,,,
WP,2017-02-08,10-30m,20.5,20.51,1.5435,8.1845,,5.6765,300.0,,,,,,,
WP,2017-02-08,30m+,71.0,20.38456790123457,0.9238271604938272,8.15172839506173,,4.642222222222222,300.0,,,,,,,
SA,2017-03-13,0-10m,5.009090909090909,20.96454545454545,1.8409090909090908,8.087272727272728,,7.680909090909091,300.0,,4.8,,,,,
SA,2017-03-13,10-30m,20.5,20.567500000000003,1.37,8.0685,,6.708499999999999,300.0,,,,,,,
SA,2017-03-13,30m+,44.0,20.43407407407408,0.6074074074074074,7.963703703703704,,4.791111111111111,300.0,,,,,,,
WG,2017-03-14,0-10m,5.009090909090909,21.206363636363637,1.3927272727272728,8.35,,7.540909090909091,300.0,,4.6,,,,,
WG,2017-03-14,10-30m,20.5,20.6295,1.6035,8.309000000000001,,7.122,300.0,,,,,,,
WG,2017-03-14,30m+,114.0,20.381377245508983,0.2510179640718563,8.096706586826349,,3.554071856287425,300.0,,,,,,,
WP,2017-03-14,0-10m,5.009090909090909,21.181818181818183,1.8745454545454547,8.342727272727272,,7.368181818181818,300.0,,5.3,,,,,
WP,2017-03-14,10-30m,20.5,20.5,1.4135,8.265,,6.069,300.0,,,,,,,
WP,2017-03-14,30m+,68.5,20.380526315789474,0.2952631578947368,8.191842105263158,,4.348421052631579,300.0,,,,,,,
SA,2017-04-18,0-10m,5.009090909090909,21.61909090909091,0.8872727272727272,8.21,,7.904545454545455,300.0,,7.0,,,,,
SA,2017-04-18,10-30m,20.5,21.327,1.023,8.2095,,7.484,300.0,,,,,,,
SA,2017-04-18,30m+,44.0,20.543703703703702,0.5155555555555555,7.942592592592592,,4.6396296296296295,300.0,,,,,,,
WG,2017-04-19,0-10m,5.009090909090909,21.732727272727274,0.3281818181818182,8.292727272727273,,7.64,300.0,,10.4,,,,,
WG,2017-04-19,10-30m,20.5,21.4505,0.4519999999999999,8.193000000000001,,7.635,300.0,,,,,,,
WG,2017-04-19,30m+,114.5,20.388035714285717,0.1386309523809523,7.889047619047618,,3.3017857142857148,300.0,,,,,,,
WP,2017-04-19,0-10m,5.009090909090909,21.90090909090909,0.1936363636363636,8.283636363636363,,7.602727272727273,300.0,,11.4,,,,,
WP,2017-04-19,10-30m,20.5,21.311,0.5650000000000001,8.2035,,7.2615,300.0,,,,,,,
WP,2017-04-19,30m+,69.5,20.462179487179487,0.256025641025641,8.073333333333334,,4.63576923076923,300.0,,,,,,,
SA,2017-05-16,0-10m,5.009090909090909,22.931818181818183,0.7545454545454546,8.175454545454544,,7.94090909090909,300.0,,8.5,,,,,
SA,2017-05-16,10-30m,20.5,21.9035,0.748,8.0095,,6.9590000000000005,300.0,,,,,,,
SA,2017-05-16,30m+,44.0,20.59777777777778,0.2707407407407408,7.772222222222222,,3.675185185185185,300.0,,,,,,,
WP,2017-05-16,0-10m,5.009090909090909,23.533636363636365,0.4127272727272727,8.146363636363636,,7.835454545454545,300.0,4.8,8.9,,13.355,,,
WP,2017-05-16,10-30m,20.5,22.257,0.6945,8.025,,7.4305,300.0,,,0.96,15.23,,,
WP,2017-05-16,30m+,67.0,20.49808219178082,0.1876712328767123,7.997397260273972,,4.496986301369863,300.0,,,16.684,14.114,,,
WG,2017-05-17,0-10m,5.009090909090909,23.34090909090909,0.4109090909090909,7.980909090909091,,7.229090909090909,300.0,3.4,12.4,3.97,37.86,,,
WG,2017-05-17,10-30m,20.5,22.3345,0.4599999999999999,7.99,,7.097499999999999,300.0,,,4.235,21.22,,,
WG,2017-05-17,30m+,116.19411764705882,20.40532544378698,0.1279289940828402,7.660532544378698,,2.807810650887574,300.0,,,17.904444444444447,61.04333333333333,,,
SA,2017-06-13,0-10m,5.009090909090909,23.51363636363636,1.4036363636363636,9.52818181818182,,8.174545454545454,300.0,,6.0,,,,,
SA,2017-06-13,10-30m,20.5,22.68,1.1045,9.298,,6.713500000000001,300.0,,,,,,,
SA,2017-06-13,30m+,44.0,20.662222222222223,0.3196296296296296,9.03111111111111,,3.2085185185185185,300.0,,,,,,,
WP,2017-06-13,0-10m,5.009090909090909,24.05272727272727,0.3818181818181818,9.357272727272727,,8.091818181818182,300.0,3.4,4.5,5.45,17.585,,,
WP,2017-06-13,10-30m,20.5,22.581,0.6185,9.2635,,7.1015,300.0,,,7.515000000000001,9.315,,,
WP,2017-06-13,30m+,72.5,20.48190476190476,0.1021428571428571,9.122857142857145,,3.9589285714285714,300.0,,,12.594,20.834,,,
WG,2017-06-21,0-10m,5.009090909090909,23.29181818181818,0.6345454545454546,8.336363636363636,,6.72909090909091,300.0,2.0,6.8,0.685,,,,
WG,2017-06-21,10-30m,20.5,22.6635,1.042,8.25,,6.3825,300.0,,,2.98,,,,
WG,2017-06-21,30m+,114.40119760479044,20.42921212121212,0.1198181818181818,7.886787878787878,,2.420848484848485,300.0,,,13.64625,59.05,,,
SA,2017-07-11,0-10m,5.009090909090909,23.491818181818186,0.7990909090909092,8.207272727272727,,8.4,300.0,,5.1,,,,,
SA,2017-07-11,10-30m,20.5,22.8725,1.02,8.0275,,7.409000000000001,300.0,,,,,,,
SA,2017-07-11,30m+,44.0,20.75481481481481,0.2529629629629629,7.728888888888889,,3.2907407407407407,300.0,,,,,,,
WP,2017-07-11,0-10m,5.009090909090909,23.88636363636364,0.6590909090909091,8.178181818181818,,8.549999999999999,300.0,3.1,4.5,2.405,11.235,,36.615,
WP,2017-07-11,10-30m,20.5,22.2725,0.381,7.999,,6.780499999999999,300.0,,,7.984999999999999,12.005,,20.375,
WP,2017-07-11,30m+,65.5,20.499714285714287,0.118,7.868714285714287,,3.62,300.0,,,25.31,34.348,,43.73,
WG,2017-07-12,0-10m,5.009090909090909,23.67363636363637,0.5390909090909092,8.43,,8.424545454545454,300.0,2.2,5.9,1.16,1.59,,21.955,
WG,2017-07-12,10-30m,20.5,22.4575,0.444,8.247,,5.962,300.0,,,5.635,9.535,,19.18,
WG,2017-07-12,30m+,114.94642857142856,20.400542168674697,0.0756626506024096,7.895,,1.9495180722891567,300.0,,,10.74,60.3925,,43.945,
SA,2017-08-08,0-10m,5.009090909090909,23.68636363636364,1.0827272727272728,9.09909090909091,,8.049090909090909,300.0,,5.8,,,,,
SA,2017-08-08,10-30m,20.5,22.6735,0.977,8.8735,,6.468500000000001,300.0,,,,,,,
SA,2017-08-08,30m+,44.0,20.68925925925926,0.2362962962962962,8.413333333333334,,2.826666666666666,300.0,,,,,,,
WP,2017-08-08,0-10m,5.009090909090909,23.685454545454547,0.3663636363636364,9.024545454545454,,8.121818181818183,300.0,3.1,6.3,3.995,12.07,,10.95,
WP,2017-08-08,10-30m,20.5,22.868,0.6305,8.9185,,7.324,300.0,,,15.575,15.765,,9.345,
WP,2017-08-08,30m+,67.0,20.5227397260274,0.1215068493150685,8.407123287671233,,3.08013698630137,300.0,,,35.428,69.03,,20.784,
WG,2017-08-09,0-10m,5.009090909090909,23.58181818181818,0.6836363636363636,9.268181818181818,,8.228181818181817,300.0,2.5,6.3,0.61,7.44,,9.815,
WG,2017-08-09,10-30m,20.5,22.9905,0.765,9.0755,,7.4245,300.0,,,6.28,2.285,,11.615,
WG,2017-08-09,30m+,115.4319526627219,20.442155688622755,0.0825748502994011,8.321796407185628,,2.271616766467066,300.0,,,30.76875,90.08875,,32.870000000000005,
SA,2017-09-12,0-10m,5.009090909090909,23.68636363636364,1.3354545454545457,10.347272727272726,,7.274545454545454,300.0,,6.4,,,,,
SA,2017-09-12,10-30m,20.5,23.167,0.9265,10.1535,,6.0985,300.0,,,,,,,
SA,2017-09-12,30m+,44.0,20.82962962962963,0.1844444444444444,9.367407407407407,,1.348518518518519,300.0,,,,,,,
WP,2017-09-12,0-10m,5.009090909090909,24.189090909090908,0.7699999999999999,10.368181818181816,,7.320909090909091,300.0,1.7,6.1,1.05,7.449999999999999,,19.205,
WP,2017-09-12,10-30m,20.5,23.096,0.4715,10.187,,6.0055,300.0,,,8.75,3.9,,18.585,
WP,2017-09-12,30m+,66.5,20.58763888888889,0.11,9.481805555555557,,2.4543055555555555,300.0,,,7.622,29.264,,26.248,
WG,2017-09-13,0-10m,5.009090909090909,23.94090909090909,0.9754545454545456,10.284545454545452,,7.233636363636363,300.0,3.6,8.1,1.54,8.355,,15.11,
WG,2017-09-13,10-30m,20.5,22.8075,0.5785,9.861,,4.5295000000000005,300.0,,,10.365,10.455,,9.39,
WG,2017-09-13,30m+,114.94642857142856,20.43421686746988,0.0915662650602409,9.38686746987952,,1.6270481927710845,300.0,,,24.594285714285714,91.47125,,27.875,
SA,2017-10-12,0-10m,5.009090909090909,23.22636363636364,0.6245454545454545,9.146363636363636,,5.930000000000001,300.0,,7.8,,,,,
SA,2017-10-12,10-30m,20.5,23.0785,1.368,9.0755,,5.6825,300.0,,,,,,,
SA,2017-10-12,30m+,44.0,20.882592592592594,0.3088888888888889,8.071111111111112,,1.2777777777777777,300.0,,,,,,,
WP,2017-10-12,0-10m,5.009090909090909,23.65363636363636,0.61,9.104545454545455,,6.08909090909091,300.0,2.2,5.7,,9.4,,21.095,
WP,2017-10-12,10-30m,20.5,23.1215,0.723,8.9865,,5.5495,300.0,,,9.5,8.9,,21.32,
WP,2017-10-12,30m+,68.0,20.5984,0.1049333333333333,8.162133333333333,,2.075733333333333,300.0,,,19.972,48.8,,25.41,
WG,2017-10-13,0-10m,5.009090909090909,23.401818181818182,0.6118181818181818,9.133636363636365,,6.08909090909091,300.0,2.0,5.0,0.985,7.699999999999999,,9.395,
WG,2017-10-13,10-30m,20.5,23.1735,0.9055,9.0595,,5.8660000000000005,300.0,,,12.505,12.2,,12.43,
WG,2017-10-13,30m+,115.91764705882352,20.45815476190476,0.0797619047619047,8.125059523809524,,1.4932142857142858,300.0,,,24.81,100.325,,34.348749999999995,
SA,2017-11-07,0-10m,5.009090909090909,22.89272727272727,1.1890909090909092,8.917272727272728,,7.527272727272727,300.0,,6.2,,,,,
SA,2017-11-07,10-30m,20.5,22.7395,1.9755,8.7025,,6.8055,300.0,,,,,,,
SA,2017-11-07,30m+,44.5,20.992142857142856,0.5582142857142858,7.859285714285714,,1.7985714285714285,300.0,,,,,,,
WP,2017-11-07,0-10m,5.009090909090909,23.319090909090907,0.68,8.944545454545455,,7.732727272727273,300.0,2.2,7.4,2.615,4.95,,15.755,
WP,2017-11-07,10-30m,20.5,22.723000000000003,1.6425,8.8675,,6.9855,300.0,,,7.855,5.95,,13.665,
WP,2017-11-07,30m+,66.5,20.64763888888889,0.24125,8.040555555555555,,2.3475,300.0,,,46.446000000000005,59.55,,26.46,
WG,2017-11-08,0-10m,5.009090909090909,22.931818181818183,1.1254545454545453,8.957272727272727,,7.529090909090908,300.0,2.0,6.0,0.45,8.0,,13.435,
WG,2017-11-08,10-30m,20.5,22.8955,1.815,8.9285,,7.429,300.0,,,1.89,6.5,,9.09,
WG,2017-11-08,30m+,115.4319526627219,20.48149700598802,0.1411976047904191,7.966706586826348,,1.7718562874251496,300.0,,,11.00125,96.5,,33.76125,
SA,2017-12-13,0-10m,5.009090909090909,,1.98,8.521818181818182,,3.8836363636363633,209.0909090909091,,6.6,,,,,
SA,2017-12-13,10-30m,20.5,,2.3805,8.513,,3.717,200.0,,,,,,,
SA,2017-12-13,30m+,44.0,,2.332962962962963,8.365555555555556,,3.717407407407408,200.0,,,,,,,
WP,2017-12-13,0-10m,5.009090909090909,,1.794,8.566363636363636,,4.606363636363636,200.0,0.8,6.5,5.085,4.8,,12.335,
WP,2017-12-13,10-30m,20.5,,3.2605263157894737,8.558000000000002,,4.618,200.0,,,4.355,4.8,,14.21,
WP,2017-12-13,30m+,66.0,,1.2788405797101448,8.178450704225352,,2.6698591549295774,200.0,,,10.28,40.6,,23.71,
WG,2017-12-14,0-10m,5.009090909090909,25.180909090909093,2.6036363636363635,8.639090909090909,,5.976363636363636,300.0,1.4,6.2,2.115,9.8,,11.29,
WG,2017-12-14,10-30m,20.5,25.232,3.19,8.602500000000001,,5.898,300.0,,,1.38,2.3,,9.365,
WG,2017-12-14,30m+,114.94642857142856,24.77234939759036,0.4404294478527608,7.709096385542169,,1.8445180722891563,300.0,,,8.2575,89.05000000000001,,33.79375,
SA,2018-01-11,0-10m,5.0,20.515794561652477,8.547995858362826,9.3681223497399,0.7047647296436519,6.543414123681024,,,,10.315800007566413,1.6242171444044364,6.69429135821256,25.158822651410706,51.73333333333333
SA,2018-01-11,10-30m,20.5,20.377193642848,5.923821107672632,9.301095507976004,0.9543102317812676,6.277418209294767,,,,10.254780567993352,3.069371996549883,39.08881749027732,22.605687991232926,51.35
SA,2018-01-11,30m+,40.5,20.292877163144457,5.978796187470616,9.23798819905199,1.4028153144074185,6.163862633098343,,,,7.447886347632629,2.613007306398689,30.096742620878565,24.07865029518165,47.3
