,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,mean_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,std_ph,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count,measurement_count
date,2014-02-14,2014-02-19,2014-03-26,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-04-14,2015-05-05,2015-06-09,2015-07-15,2015-08-11,2015-09-09,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-01,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2016-12-05,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-01-11,2018-02-07,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-09-24,2018-10-10,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-01-23,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-14,2014-02-19,2014-03-26,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-04-14,2015-05-05,2015-06-09,2015-07-15,2015-08-11,2015-09-09,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-01,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2016-12-05,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-01-11,2018-02-07,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-09-24,2018-10-10,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-01-23,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05,2014-02-14,2014-02-19,2014-03-26,2014-04-23,2014-04-27,2014-06-25,2014-07-23,2014-08-13,2014-09-09,2014-09-25,2014-10-08,2014-11-12,2014-12-09,2015-01-14,2015-02-11,2015-03-11,2015-04-14,2015-05-05,2015-06-09,2015-07-15,2015-08-11,2015-09-09,2015-10-07,2015-11-12,2015-12-08,2016-01-20,2016-02-17,2016-03-01,2016-03-09,2016-04-13,2016-05-18,2016-06-15,2016-07-13,2016-08-10,2016-09-07,2016-10-12,2016-11-09,2016-12-05,2017-02-08,2017-03-14,2017-04-19,2017-05-17,2017-06-21,2017-07-12,2017-08-09,2017-09-13,2017-10-13,2017-11-08,2017-12-14,2018-01-11,2018-02-07,2018-02-28,2018-03-15,2018-04-12,2018-05-16,2018-06-13,2018-07-18,2018-08-16,2018-09-12,2018-09-24,2018-10-10,2018-11-14,2018-12-12,2019-02-12,2019-03-12,2019-04-09,2019-05-14,2019-06-12,2019-07-12,2019-08-13,2019-09-10,2020-01-23,2020-02-11,2020-03-10,2020-04-14,2020-05-12,2020-06-09,2020-07-14,2020-08-11,2020-09-08,2020-10-13,2020-11-10,2020-12-08,2021-01-19,2021-02-16,2021-03-16,2021-04-13,2021-05-11,2021-06-08,2021-07-13,2021-08-10,2021-09-07,2021-10-12,2021-11-09,2021-12-07,2022-01-18,2022-02-08,2022-03-08,2022-04-05,2022-05-10,2022-06-14,2022-07-12,2022-08-09,2022-09-06,2022-10-18,2022-11-08,2022-12-06,2023-01-17,2023-02-14,2023-03-14,2023-04-11,2023-05-09,2023-06-13,2023-07-18,2023-08-16,2023-09-05,2023-10-18,2023-11-14,2023-12-05
depth_group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep,8.677467791543306,8.800041909407057,8.157616755572622,8.142455914184891,8.116161727022993,8.192870040888225,7.875704868617739,8.902087058149116,7.529936933692044,7.694318509403456,7.3255266725435755,9.737148636665543,8.14753162178453,8.157648109577776,7.992262296702722,8.356454300423463,8.231232220881397,8.159231610244767,8.25130657389047,8.011275892989927,8.065812444586166,8.124810078224709,7.752111364558914,7.9835309123545235,8.177683673559653,7.568505769839381,8.260602891958476,8.310761638505076,8.220242137916525,8.061189242202824,8.147096324798715,7.811958341833282,8.063826394843245,7.913930807605811,9.09770137427094,8.220489860624285,8.380105350138287,7.980349693056208,8.053009625070993,8.078964703731744,7.89693530256533,7.68082684043758,7.848329602060212,7.866394437734537,8.413576564329915,9.28731302409603,8.155194510341406,8.0462427383848,7.9322605555940315,8.871241657853346,8.700043258922967,8.565487871540979,8.532455027344055,8.288790874716044,8.14879072113943,8.126708082971017,8.103488685329587,8.110182417452526,8.105604492324328,8.146839849152448,8.124675893387725,7.9697223672735795,8.106570512013265,7.853021008925985,8.1574787165582,7.659893567162646,8.071818091695446,8.064815546006901,7.672046195157359,7.589112480457663,7.880054827515336,6.037252695327413,7.53375652024598,7.896631143798432,7.6762557188305856,7.353824916416557,7.46653127126974,7.233813517754665,6.956110969710344,7.685453442940325,7.053964029075459,6.902107334685049,7.377054459419278,6.997511141617319,7.707691148704315,7.994843053021222,8.072853504609823,8.088918292883308,6.9525678485681395,7.237512983268808,6.517413550243439,7.28514096770922,7.125212286798258,7.3725106252634305,7.9830971282706615,7.695488342850644,7.4470693861778905,6.879807337218124,7.365040690577305,7.266301494561045,7.203650169421597,7.1663143562355796,6.9659555530442265,6.954056609630209,7.216008060511581,7.505827486304276,7.192662004620691,7.126083309395447,6.5249356769806015,6.909962220031745,7.231854310134958,6.542717019655792,7.305530793818577,6.915529627378728,6.6148653917547,6.694320276885241,8.924481189031017,6.930293587944912,6.988360546210477,0.22290769876829294,0.2496145438026122,0.18792999495301285,0.15858056658085423,0.15189266807273347,0.21622952760007794,0.3444993729022701,0.218902246573139,0.26274559595610003,0.38946752029315185,0.3847857998764152,0.7158437525306339,0.47627351102425275,0.3729814017706706,0.07618483139880385,0.13717438080477604,0.14634597896964283,0.077850856586033,0.13176664708278277,0.23117096999149855,0.25503003130349927,0.16856009474195902,0.21222813557811404,0.10868440418229716,0.2334417902669765,0.17477143510211804,0.32418897933350627,0.2759361141625336,0.29110113123571785,0.21870214897752907,0.20539284487652376,0.42919797456947256,0.19925540662328373,0.1782553906927672,0.2573680140382129,0.22349770018348314,0.30808184178926795,0.30554530247227324,0.2182525269201239,0.23762062771204132,0.2519670525158908,0.15616394317308252,0.19305136456880795,0.18970046831714046,0.21982207163550743,0.37627763221392874,0.1755611511037415,0.2444723262751895,0.5482041229998166,0.32576934313478506,0.03607002216045236,0.052237893098608594,0.04515006209857008,0.04273740826824088,0.051511738241592546,0.051137181545867376,0.048836730035298495,0.130677451328134,0.07026960487587743,0.10048703682383041,0.15855342233288086,0.40453203571220947,0.5368281128364669,0.33213095885342814,0.39178199986967277,0.32007992301719435,0.24340435828073897,0.2832698986812934,0.39995614759834597,0.24359807833548686,0.3444646499825198,0.8000914435236558,0.3232377337810721,0.6021563697419023,0.34629824785779695,0.43889586869999314,0.31668102789685615,0.23994726429898036,0.4145552809861579,0.2567864389961349,0.38445325566869104,0.4812896125607299,0.41698358563048693,0.27581098358881356,0.4085396498579007,0.5634744522992945,0.4492906845772861,0.49089897739234667,0.7598834252434139,0.4051860944882135,0.43453657095521886,0.34073062209712873,0.498593307410498,0.24757932291655635,0.44173059412627685,0.5470756769256474,0.5758944657685746,0.4024529042685245,0.4119479501595788,0.506399011071033,0.4994529322849404,0.48709476588965883,0.6041977084400796,0.3928103738631062,0.5741085245328894,0.2645148050204386,0.6679269979280379,0.6968878536392309,0.7240009110468896,0.5406054728780391,0.3866769350817088,0.6406092889488033,0.4136105908962633,0.6282839095993317,0.6052617087515207,0.6342053883192366,0.22085063383558073,0.5178624754322111,0.5869452863655436,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0,45.0
Lower Photic,9.018928571428571,9.16,8.513500000000002,8.655000000000001,8.607000000000001,9.044,9.011000000000001,9.010000000000002,10.57,8.689538461538461,8.588000000000001,11.148,8.652000000000001,8.384,8.224,8.611,8.599,8.535,8.74,8.663,8.734,8.674,8.134,8.851999999999999,8.593,7.763,8.602,8.597,8.419,8.255,8.478,8.293999999999999,8.542000000000002,8.516,9.791,8.992,8.997,8.413,8.284,8.298999999999998,8.159,7.9239999999999995,8.147,8.136,8.992,9.663,9.033,8.925999999999998,8.589,9.191600206827491,8.805254868852725,8.688189376355597,8.68354576993531,8.50623490160192,8.405504658526501,8.39188942455836,8.598498818166897,8.741006905752704,8.647430481846197,8.759699353237163,8.954491502335165,8.845156362447568,8.6412025873534,8.209760356480901,8.665521318729677,8.159625404180641,8.491738404416168,8.49752288097419,8.568627280909777,8.282729977214085,8.722138085666506,6.681804997894273,8.154180453383793,8.519452670754657,8.14024497401221,8.038677416258512,8.066790301588194,7.685825209968283,7.796410817047748,8.186307825278222,7.961944237099165,7.907306151917351,8.083289881933986,7.06333559283302,8.194097962312876,8.584391392089097,8.552487291354534,8.633565278346717,7.789507138322492,7.772596391364109,7.4232993364264885,8.07756336471791,8.275466167895365,8.059082955148689,8.401130661935873,8.300547438249717,7.991709997366965,7.208526638952037,7.911610058636538,7.929264915530983,8.06280806522032,8.165926580822862,7.980266685624679,7.925655806855372,8.398946736700506,8.29436370285861,8.02110585439318,8.044298667044782,7.349327423513567,7.6114156353,7.905931835078168,7.573227584378943,8.359110382202845,8.112662221838209,7.84223971389752,7.927354062703438,9.54965185371386,7.6224134940291774,8.223436242749717,0.02378868135362307,0.04294699575575038,0.08531730896996534,0.005270462766947186,0.06783149055645987,0.2099312056629774,0.06854844191437817,1.8724445165742407e-15,1.4734539920427332,0.05388057507867434,0.11573917035971652,0.06545566777937921,0.006324555320336624,0.018973665961010622,0.0512510162500869,0.03071373199943861,0.06136412270663993,0.09228578799938088,0.10219806477837275,0.02496664441476523,0.08771164878927647,0.03777124126457432,0.08181279443542647,0.10358034991681044,0.008232726023485471,0.011595018087284099,0.013984117975602117,0.012516655570345458,0.029981475762358305,0.02718251071716624,0.1295119042147606,0.1669464318609745,0.16033298683261213,0.06484168755086855,0.10969148655306933,0.05006662228138287,0.009486832980504937,0.013374935098492302,0.016465452046971706,0.007378647873726783,0.02078995483935016,0.03977715704047017,0.08870049480007251,0.09890511727015051,0.09271221901969326,0.14787757699454585,0.20623880440994735,0.042739521132865665,0.0031622776601683117,0.0013061258824322271,0.004663960609491769,0.007005188309618146,0.048115280816366526,0.059438530604000464,0.10402894561728052,0.08781685304872654,0.19120005032187096,0.06724519119679359,0.1317320022623637,0.13126244679640325,0.06536436042127967,0.06806509559701045,0.0368473693846244,0.040829409862391856,0.027275780377168123,0.05578545147277223,0.07167195199448866,0.10928103693190655,0.16640098572373188,0.18195077451468578,0.1827843217123646,0.053249929032492475,0.10977208071090082,0.023167402315978868,0.08030733020806172,0.15400733417287193,0.21044610945380515,0.17762774243986487,0.18091441090517626,0.1328961857870445,0.18493638235450954,0.05527871101871254,0.04138942515876517,0.06167241679473487,0.04194428546147741,0.013078719754659232,0.011414083379422619,0.028250322323388616,0.08890030434043188,0.12184873648248254,0.24591581107372634,0.1789163467513709,0.17645367256042546,0.09232257673082132,0.005796828540428634,0.007616511888786997,0.005729097412569532,0.012420744177036355,0.027814783554534383,0.0701500716631008,0.13253697954861593,0.13036989186289488,0.08904646332359048,0.09199152628432125,0.09252712058148192,0.08020719104000822,0.0385116367100438,0.047317816414039156,0.09905743317833454,0.049843470972304835,0.10531578919072834,0.16793893097619897,0.25476679248761586,0.16762923444519787,0.12666303292404127,0.11391351736168422,0.10991905076718694,0.061463179341856605,0.11429596571599665,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
Mid-Depth,9.093714285714286,9.378,8.680000000000001,8.668,8.697,9.408000000000001,8.885,9.010000000000002,7.122800000000001,8.491153846153846,9.955,10.723500000000001,8.669999999999998,8.35,8.389,8.719000000000001,8.715,8.693000000000001,8.943999999999999,8.721,8.861999999999998,8.708,8.064,8.963000000000001,8.61,7.796000000000001,8.651,8.646,8.573,8.293999999999999,8.791000000000002,8.628000000000002,8.734,8.572,9.898,9.062999999999999,9.029,8.441999999999998,8.302000000000001,8.325,8.244,8.081,8.39,8.402,9.205000000000002,10.132000000000001,9.152000000000001,8.953000000000001,8.622,9.193047125651088,8.80870402539904,8.822559694201512,8.913084795984542,8.744980623013436,8.755889609679269,8.80778260868384,8.781321852197678,8.854244274579527,8.860706455389023,9.008427667065389,9.00766368358028,8.937426442363133,8.520287914546937,8.300986867478812,8.779690753113332,8.461292977982193,8.741453591997784,8.83936611398773,8.803504188748766,8.692933606072902,8.89230502750489,7.245847279939471,8.529047027373851,8.573959834267024,8.524301122848332,8.744103947630611,8.701417776233553,8.212723151675192,8.249866307066606,8.163620243498894,8.407395839609755,8.295228433579396,8.381011983755988,7.023097365873913,8.514308272782097,8.625507817582053,8.629722610042215,8.717519427792519,8.363169561028341,8.468571358014142,7.987918417935395,8.421998204950949,8.778721303344213,8.48177146773552,8.309365851709847,8.500517431705495,8.260942547438685,7.184970355853496,8.210337938033438,8.342893220772613,8.49039983109451,8.517802182735585,8.45855868169286,8.366625426167506,8.748367715445616,8.357656131808561,8.289093801489392,8.25348453561931,7.6756751317400305,8.1688882982,8.370223012371095,7.981458922775817,8.656082157678362,8.463744779329735,8.326758118019132,8.132878302588614,9.634093778512973,8.403934746511464,8.524819796654207,0.01965129688818864,0.040496913462633136,0.012649110640673497,0.00421637021355775,0.011595018087284203,0.05731007280089986,0.0880971685760167,1.8724445165742407e-15,0.7815273934205165,0.06753989251448264,1.1610651240228613,0.5722749166676043,0.010540925533894373,0.019436506316150997,0.022335820757001565,0.02806737924669465,0.03205897343611903,0.03917198545446013,0.013498971154211004,0.009944289260117737,0.023944379994757473,0.02820559440174174,0.06834552736727621,0.0067494855771057655,0.011547005383792611,0.015055453054181522,0.03212821536005737,0.020110804171997888,0.03945461527713404,0.03306559138036598,0.045080175490144314,0.007888106377466637,0.011737877907772424,0.007888106377465986,0.010327955589886226,0.02584139659108579,0.015238839267550167,0.010327955589886568,0.006324555320336998,0.012692955176439579,0.027162065049950963,0.03541813722437186,0.023094010767585223,0.042895221179054505,0.018408935028645847,0.1021763181955582,0.012292725943056922,0.004830458915397235,0.015491933384830077,0.0025637709641146687,0.0068612928527723655,0.06008540833124576,0.056841846747120506,0.05365281422447291,0.07634031098221064,0.09557302730790454,0.0019036010665287964,0.019116734841731247,0.019369185002476867,0.04278524942001551,0.014340461689219113,0.007220316923755814,0.03772411950862884,0.07073094951586639,0.038126949946553156,0.128237989006727,0.04283819342455389,0.03441783247114906,0.002149316650280962,0.10272752689303971,0.011800320326169811,0.3597768453710233,0.1004868413090249,0.0055645865783556,0.16716542840492105,0.10272333539374781,0.07139771381778004,0.20227910911580865,0.21327750275485988,0.08493760189884533,0.25672675154364816,0.26276132973227645,0.2040265106187357,0.1592757818317432,0.18200147592203153,0.016235856904658882,0.026259252619815102,0.012714897734635583,0.2832237189942011,0.1675257260541256,0.1343346665775963,0.10750435735478134,0.10437362838176836,0.11665057956467706,0.05952549946636284,0.1124459602434322,0.1644911606311168,0.005660804065416005,0.20235473401580933,0.24960842747637244,0.245211262951161,0.16360821106949375,0.25830912052647836,0.2189825752413839,0.09292419462431589,0.011884180695669789,0.16531322020913047,0.16403311011601376,0.2859357036849106,0.3016748433742147,0.20222567339067676,0.20032246048185676,0.02575002983685977,0.08619058829427054,0.10176461468504852,0.2469159503900893,0.03491301160375272,0.3343451276827321,0.06689376166999898,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
